active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,33,33,17,15,242,,bounded_transverse_width,,locked,44,0.04957299999999876,0,15,cached_distance_prefix_sum,0,0,,,33,0,33,True,0,0,33,1,0,0,8,3,2,223,lean_cheap_predict8_locked_width015,5,[],22546.30662354293,0,,0.0,,False,0,291,393.4174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,196,5901.261323,40.0,constant,,0.04958200000692159
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,6,11,10,323,,bounded_transverse_width,,base,0,0.03339300000000023,3,10,,0,0,,,6,0,3,False,0,0,6,1,40,0,4,3,3,310,deferred_width015,10,[],22264.85494718749,0,,0.0,,False,0,0,634.4970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6344.970987,40.0,constant,,0.03344341699266806
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,6,11,10,323,,bounded_transverse_width,,base,0,0.03326600000000113,3,10,,0,0,,,6,0,3,False,0,0,6,1,40,0,4,3,3,310,lean_deferred_width015,10,[],22264.85494718749,0,,0.0,,False,0,0,634.4970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6344.970987,40.0,constant,,0.03328295797109604
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,7,11,10,322,,bounded_transverse_width,,base,0,0.03527399999999936,4,10,,0,0,,,7,0,3,False,0,0,7,1,40,0,4,3,3,309,cheap_predict4_width015,10,[],22264.85494718749,0,,0.0,,False,0,71,633.9970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6339.970987,40.0,constant,,0.03531325003132224
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,7,11,10,322,,bounded_transverse_width,,base,0,0.0348089999999992,4,10,,0,0,,,7,0,3,False,0,0,7,1,40,0,4,3,3,309,lean_cheap_predict4_width015,10,[],22264.85494718749,0,,0.0,,False,0,71,633.9970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6339.970987,40.0,constant,,0.03483375004725531
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,7,11,10,322,,bounded_transverse_width,,base,0,0.03589500000000001,4,10,,0,0,,,7,0,3,False,0,0,7,1,40,0,8,3,3,309,cheap_predict8_width015,10,[],22264.85494718749,0,,0.0,,False,0,291,633.9970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6339.970987,40.0,constant,,0.03597320802509785
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,7,11,10,322,,bounded_transverse_width,,base,0,0.03497800000000062,4,10,,0,0,,,7,0,3,False,0,0,7,1,40,0,8,3,3,309,lean_cheap_predict8_width015,10,[],22264.85494718749,0,,0.0,,False,0,291,633.9970986999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6339.970987,40.0,constant,,0.034992917033378035
11,2,True,0,11,3,4,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,22,23,11,10,328,,bounded_transverse_width,,arc,41,0.041739999999999,0,10,cached_distance_prefix_sum,0,0,,,23,0,23,False,0,0,23,6,0,0,8,4,2,315,cheap_predict8_arc05_width015,10,[],20875.6350381744,0,,0.0,,False,0,264,609.2127001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,0.5,7,0,7,6,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6092.127001,40.0,constant,,0.04177179100224748
11,2,True,0,11,3,4,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,22,23,11,10,328,,bounded_transverse_width,,arc,41,0.04083799999999904,0,10,cached_distance_prefix_sum,0,0,,,23,0,23,False,0,0,23,6,0,0,8,4,2,315,lean_cheap_predict8_arc05_width015,10,[],20875.6350381744,0,,0.0,,False,0,264,609.2127001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,70,0.5,7,0,7,6,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6092.127001,40.0,constant,,0.040855334023945034
7,0,True,0,7,3,3,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,21,21,10,10,328,,bounded_transverse_width,,locked,39,0.032705999999999236,5,10,cached_distance_prefix_sum,0,0,,,21,0,16,True,0,0,21,5,0,0,8,2,2,316,cheap_predict8_locked_width015,10,[],21258.54704429541,0,,0.0,,False,0,245,618.1709407000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,70,1.0,7,1,11,5,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,300,6181.709407,40.0,constant,,0.03273404197534546
7,0,True,0,7,3,3,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,21,21,10,10,328,,bounded_transverse_width,,locked,39,0.03229599999999877,5,10,cached_distance_prefix_sum,0,0,,,21,0,16,True,0,0,21,5,0,0,8,2,2,316,lean_cheap_predict8_locked_width015,10,[],21258.54704429541,0,,0.0,,False,0,245,618.1709407000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,70,1.0,7,1,11,5,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,300,6181.709407,40.0,constant,,0.0323142500128597
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,29,12,12,308,,bounded_transverse_width,,base,0,0.04005599999999987,4,12,,0,0,,,29,0,25,False,0,0,29,3,39,0,4,2,2,294,deferred_width015,8,[],21455.38334621059,0,,0.0,,False,0,0,508.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,276,6097.076667,40.0,constant,,0.04008820798480883
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,29,12,12,308,,bounded_transverse_width,,base,0,0.039531000000000205,4,12,,0,0,,,29,0,25,False,0,0,29,3,39,0,4,2,2,294,lean_deferred_width015,8,[],21455.38334621059,0,,0.0,,False,0,0,508.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,276,6097.076667,40.0,constant,,0.039541459002066404
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,29,12,12,308,,bounded_transverse_width,,base,0,0.04152100000000125,4,12,,0,0,,,29,0,25,False,0,0,29,3,39,0,4,2,2,294,cheap_predict4_width015,8,[],21455.38334621059,0,,0.0,,False,0,187,508.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,276,6097.076667,40.0,constant,,0.04153420799411833
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,29,12,12,308,,bounded_transverse_width,,base,0,0.04074400000000011,4,12,,0,0,,,29,0,25,False,0,0,29,3,39,0,4,2,2,294,lean_cheap_predict4_width015,8,[],21455.38334621059,0,,0.0,,False,0,187,508.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,276,6097.076667,40.0,constant,,0.040754167013801634
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,31,12,12,306,,bounded_transverse_width,,base,0,0.04242600000000074,4,12,,0,0,,,31,0,27,False,0,0,31,3,39,0,8,2,2,292,cheap_predict8_width015,8,[],21455.38334621059,0,,0.0,,False,0,709,507.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,274,6085.076667,40.0,constant,,0.042443082958925515
6,1,True,0,6,2,2,0,uniform__adversarial-positive__71,uniform__adversarial-positive,10,29,31,12,12,306,,bounded_transverse_width,,base,0,0.04735200000000006,4,12,,0,0,,,31,0,27,False,0,0,31,3,39,0,8,2,2,292,lean_cheap_predict8_width015,8,[],21455.38334621059,0,,0.0,,False,0,709,507.08972225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,71,1.0,12,3,28,3,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,274,6085.076667,40.0,constant,,0.04743049998069182
14,1,True,0,14,3,4,0,uniform__adversarial-positive__71,uniform__adversarial-positive,9,18,19,13,12,304,,bounded_transverse_width,,arc,47,0.046796000000000504,0,12,cached_distance_prefix_sum,0,0,,,19,0,19,False,0,0,19,2,0,0,8,3,3,289,cheap_predict8_arc05_width015,8,[],22519.864076675425,0,,0.0,,False,0,595,523.1644009166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,71,0.5,13,1,14,2,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,266,6277.972811,40.0,constant,,0.04681687499396503
14,1,True,0,14,3,4,0,uniform__adversarial-positive__71,uniform__adversarial-positive,9,18,19,13,12,304,,bounded_transverse_width,,arc,47,0.046148999999999774,0,12,cached_distance_prefix_sum,0,0,,,19,0,19,False,0,0,19,2,0,0,8,3,3,289,lean_cheap_predict8_arc05_width015,8,[],22519.864076675425,0,,0.0,,False,0,595,523.1644009166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,71,0.5,13,1,14,2,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,266,6277.972811,40.0,constant,,0.04617541696643457
13,4,True,0,13,3,3,1,uniform__adversarial-positive__71,uniform__adversarial-positive,9,24,26,12,12,307,,bounded_transverse_width,,locked,44,0.038591999999999516,3,12,cached_distance_prefix_sum,0,0,,,26,0,23,True,0,0,26,3,0,0,8,5,3,293,cheap_predict8_locked_width015,8,[],23475.115727927652,0,,0.0,,False,0,385,540.7519286666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,71,1.0,14,16,10,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,269,6489.023144,40.0,constant,,0.038681750011164695
13,4,True,0,13,3,3,1,uniform__adversarial-positive__71,uniform__adversarial-positive,9,24,26,12,12,307,,bounded_transverse_width,,locked,44,0.03802100000000053,3,12,cached_distance_prefix_sum,0,0,,,26,0,23,True,0,0,26,3,0,0,8,5,3,293,lean_cheap_predict8_locked_width015,8,[],23475.115727927652,0,,0.0,,False,0,385,540.7519286666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,71,1.0,14,16,10,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,269,6489.023144,40.0,constant,,0.03803304198663682
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.031475000000000364,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,4,3,2,303,deferred_width015,10,[],21543.584974072008,0,,0.0,,False,0,0,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.03152658301405609
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.031152999999999764,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,4,3,2,303,lean_deferred_width015,10,[],21543.584974072008,0,,0.0,,False,0,0,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.031178667035419494
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.03248899999999999,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,4,3,2,303,cheap_predict4_width015,10,[],21543.584974072008,0,,0.0,,False,0,127,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.03253350005252287
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.03265900000000066,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,4,3,2,303,lean_cheap_predict4_width015,10,[],21543.584974072008,0,,0.0,,False,0,127,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.032669708016328514
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.033939000000000163,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,8,3,2,303,cheap_predict8_width015,10,[],21543.584974072008,0,,0.0,,False,0,479,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.03394754102919251
9,2,True,0,9,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,316,,bounded_transverse_width,,base,0,0.03309499999999943,0,10,,0,0,,,44,0,44,False,0,0,44,3,39,0,8,3,2,303,lean_cheap_predict8_width015,10,[],21543.584974072008,0,,0.0,,False,0,479,615.5716988,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,1.0,10,1,7,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,279,6155.716988,40.0,constant,,0.03312833298696205
12,3,True,0,12,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,311,,bounded_transverse_width,,arc,41,0.04005999999999865,0,10,cached_distance_prefix_sum,0,0,,,44,0,44,False,0,0,44,5,0,0,8,3,2,298,cheap_predict8_arc05_width015,10,[],21164.255429798784,0,,0.0,,False,0,453,605.1851079,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,0.5,9,3,11,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,276,6051.851079,40.0,constant,,0.04008570802398026
12,3,True,0,12,1,2,0,uniform__adversarial-negative__67,uniform__adversarial-negative,9,44,44,11,10,311,,bounded_transverse_width,,arc,41,0.03938699999999962,0,10,cached_distance_prefix_sum,0,0,,,44,0,44,False,0,0,44,5,0,0,8,3,2,298,lean_cheap_predict8_arc05_width015,10,[],21164.255429798784,0,,0.0,,False,0,453,605.1851079,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,67,0.5,9,3,11,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,276,6051.851079,40.0,constant,,0.03939729102421552
9,2,True,0,9,0,1,0,uniform__adversarial-negative__67,uniform__adversarial-negative,10,33,34,11,10,323,,bounded_transverse_width,,locked,39,0.03248499999999943,4,10,cached_distance_prefix_sum,0,0,,,34,0,30,True,0,0,34,4,0,0,8,3,2,310,cheap_predict8_locked_width015,10,[],22322.60732032609,0,,0.0,,False,0,373,635.852146,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,67,1.0,10,4,3,4,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6358.52146,40.0,constant,,0.03250379196833819
9,2,True,0,9,0,1,0,uniform__adversarial-negative__67,uniform__adversarial-negative,10,33,34,11,10,323,,bounded_transverse_width,,locked,39,0.032017000000001516,4,10,cached_distance_prefix_sum,0,0,,,34,0,30,True,0,0,34,4,0,0,8,3,2,310,lean_cheap_predict8_locked_width015,10,[],22322.60732032609,0,,0.0,,False,0,373,635.852146,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,67,1.0,10,4,3,4,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6358.52146,40.0,constant,,0.03204170800745487
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,35,17,15,265,,bounded_transverse_width,,base,0,0.0473359999999996,2,15,,0,0,,,35,0,33,False,0,0,35,3,49,0,4,3,3,246,deferred_width015,5,[],23025.476610298007,0,,0.0,,False,0,0,409.6063544666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6144.095317,40.0,constant,,0.04741545801516622
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,35,17,15,265,,bounded_transverse_width,,base,0,0.04668799999999962,2,15,,0,0,,,35,0,33,False,0,0,35,3,49,0,4,3,3,246,lean_deferred_width015,5,[],23025.476610298007,0,,0.0,,False,0,0,409.6063544666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6144.095317,40.0,constant,,0.046702582971192896
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,36,17,15,264,,bounded_transverse_width,,base,0,0.04839600000000033,3,15,,0,0,,,36,0,33,False,0,0,36,3,49,0,4,3,3,245,cheap_predict4_width015,5,[],23025.476610298007,0,,0.0,,False,0,124,409.2730211333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6139.095317,40.0,constant,,0.04842579102842137
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,36,17,15,264,,bounded_transverse_width,,base,0,0.04784100000000002,3,15,,0,0,,,36,0,33,False,0,0,36,3,49,0,4,3,3,245,lean_cheap_predict4_width015,5,[],23025.476610298007,0,,0.0,,False,0,124,409.2730211333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6139.095317,40.0,constant,,0.04790591698838398
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,36,17,15,264,,bounded_transverse_width,,base,0,0.04884599999999928,3,15,,0,0,,,36,0,33,False,0,0,36,3,49,0,8,3,3,245,cheap_predict8_width015,5,[],23025.476610298007,0,,0.0,,False,0,424,409.2730211333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6139.095317,40.0,constant,,0.04885133297648281
14,3,True,0,14,3,5,1,uniform__adversarial-negative__68,uniform__adversarial-negative,12,35,36,17,15,264,,bounded_transverse_width,,base,0,0.04845800000000011,3,15,,0,0,,,36,0,33,False,0,0,36,3,49,0,8,3,3,245,lean_cheap_predict8_width015,5,[],23025.476610298007,0,,0.0,,False,0,424,409.2730211333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,19,13,9,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6139.095317,40.0,constant,,0.048483500024303794
18,3,True,0,18,2,3,1,uniform__adversarial-negative__68,uniform__adversarial-negative,13,25,27,16,15,260,,bounded_transverse_width,,arc,53,0.05072999999999972,4,15,cached_distance_prefix_sum,0,0,,,27,0,23,False,0,0,27,5,0,0,8,3,3,242,cheap_predict8_arc05_width015,5,[],23504.133275788223,0,,0.0,,False,0,359,413.7884434,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,68,0.5,19,5,28,5,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,6206.826651,40.0,constant,,0.05081599997356534
18,3,True,0,18,2,3,1,uniform__adversarial-negative__68,uniform__adversarial-negative,13,25,27,16,15,260,,bounded_transverse_width,,arc,53,0.050161999999998486,4,15,cached_distance_prefix_sum,0,0,,,27,0,23,False,0,0,27,5,0,0,8,3,3,242,lean_cheap_predict8_arc05_width015,5,[],23504.133275788223,0,,0.0,,False,0,359,413.7884434,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,68,0.5,19,5,28,5,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,6206.826651,40.0,constant,,0.05019174999324605
12,0,True,0,12,5,9,0,uniform__adversarial-negative__68,uniform__adversarial-negative,10,22,23,19,15,261,,bounded_transverse_width,,locked,49,0.053487000000000506,2,15,cached_distance_prefix_sum,0,0,,,23,0,21,True,0,0,23,3,0,0,8,3,3,240,cheap_predict8_locked_width015,5,[],22591.726743782583,0,,0.0,,False,0,476,401.423023,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,37,4,19,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,216,6021.345345,40.0,constant,,0.053509875026065856
12,0,True,0,12,5,9,0,uniform__adversarial-negative__68,uniform__adversarial-negative,10,22,23,19,15,261,,bounded_transverse_width,,locked,49,0.0533929999999998,2,15,cached_distance_prefix_sum,0,0,,,23,0,21,True,0,0,23,3,0,0,8,3,3,240,lean_cheap_predict8_locked_width015,5,[],22591.726743782583,0,,0.0,,False,0,476,401.423023,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,68,1.0,37,4,19,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,216,6021.345345,40.0,constant,,0.05347074999008328
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,13,16,15,247,,bounded_transverse_width,,base,0,0.043739000000000416,0,15,,0,0,,,13,0,13,False,0,0,13,1,42,0,4,2,2,229,deferred_width015,5,[],24106.568180599064,0,,0.0,,False,0,0,416.95424213333337,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,6254.313632,40.0,constant,,0.04375950002577156
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,13,16,15,247,,bounded_transverse_width,,base,0,0.04387799999999942,0,15,,0,0,,,13,0,13,False,0,0,13,1,42,0,4,2,2,229,lean_deferred_width015,5,[],24106.568180599064,0,,0.0,,False,0,0,416.95424213333337,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,6254.313632,40.0,constant,,0.04391583299729973
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,14,16,15,246,,bounded_transverse_width,,base,0,0.045389000000000124,0,15,,0,0,,,14,0,14,False,0,0,14,1,42,0,4,2,2,228,cheap_predict4_width015,5,[],24106.568180599064,0,,0.0,,False,0,125,416.55424213333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,209,6248.313632,40.0,constant,,0.0454850840033032
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,14,16,15,246,,bounded_transverse_width,,base,0,0.04469500000000082,0,15,,0,0,,,14,0,14,False,0,0,14,1,42,0,4,2,2,228,lean_cheap_predict4_width015,5,[],24106.568180599064,0,,0.0,,False,0,125,416.55424213333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,209,6248.313632,40.0,constant,,0.04471562500111759
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,15,16,15,245,,bounded_transverse_width,,base,0,0.045546999999999116,0,15,,0,0,,,15,0,15,False,0,0,15,1,42,0,8,2,2,227,cheap_predict8_width015,5,[],24106.568180599064,0,,0.0,,False,0,373,416.15424213333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",2,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,208,6242.313632,40.0,constant,,0.04557762504555285
5,0,True,0,5,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,13,15,16,15,245,,bounded_transverse_width,,base,0,0.04521700000000095,0,15,,0,0,,,15,0,15,False,0,0,15,1,42,0,8,2,2,227,lean_cheap_predict8_width015,5,[],24106.568180599064,0,,0.0,,False,0,373,416.15424213333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",2,30.0,4,69,1.0,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,208,6242.313632,40.0,constant,,0.04522270796587691
