active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
1,0,True,0,0,0,0,0,clustered__iid__69,clustered__iid,2,15,15,143,0.025179000000000507,15,13,13,,0,22,,126,joint7,[],8581.75755682336,0,0.0,,169.3567674,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,119,2540.351511,0.02524712501326576
1,0,True,0,0,0,0,0,clustered__iid__69,clustered__iid,2,15,15,143,0.02510300000000054,15,13,13,,0,22,0,126,fast7,[],8581.75755682336,0,0.0,,169.3567674,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,119,2540.351511,0.025104166998062283
4,0,True,0,0,0,0,0,clustered__iid__69,clustered__iid,5,17,15,118,0.029638999999999527,15,10,12,,0,24,0,99,fast9,[],10515.43620444024,0,0.0,,184.67248273333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,26,,1,15,ordinary,9,full_coverage_and_all_discovered_cleared,91,2770.087241,0.029673625016584992
4,0,True,0,0,0,0,0,clustered__iid__70,clustered__iid,9,11,10,125,0.019129000000000396,10,1,2,,0,17,,112,joint7,[],9246.456361402756,0,0.0,,256.929127,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,14,,3,10,ordinary,7,full_coverage_and_all_discovered_cleared,107,2569.29127,0.019157708971761167
4,0,True,0,0,0,0,0,clustered__iid__70,clustered__iid,9,11,10,125,0.01933200000000035,10,1,2,,0,17,0,112,fast7,[],9246.456361402756,0,0.0,,256.929127,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,14,,3,10,ordinary,7,full_coverage_and_all_discovered_cleared,107,2569.29127,0.019331540970597416
2,0,True,0,0,0,0,0,clustered__iid__70,clustered__iid,4,10,10,136,0.016640999999999906,10,6,6,,0,19,0,124,fast9,[],11238.90879592167,0,0.0,,303.3781759,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,1,10,ordinary,9,full_coverage_and_all_discovered_cleared,116,3033.781759,0.016661332978401333
3,0,True,0,0,0,0,0,clustered__iid__71,clustered__iid,6,13,12,116,0.01658000000000026,12,6,7,,0,19,,101,joint7,[],8740.035934136926,0,0.0,,200.58393225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,10,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,91,2407.007187,0.01658070896519348
3,0,True,0,0,0,0,0,clustered__iid__71,clustered__iid,6,13,12,116,0.016325000000000145,12,6,7,,0,19,0,101,fast7,[],8740.035934136926,0,0.0,,200.58393225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,10,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,91,2407.007187,0.016343124967534095
4,0,True,0,0,0,0,0,clustered__iid__71,clustered__iid,8,13,12,152,0.02133399999999952,12,4,5,,0,21,0,137,fast9,[],10757.551661998757,0,0.0,,252.4591945,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,14,,3,12,ordinary,9,full_coverage_and_all_discovered_cleared,130,3029.510334,0.021345041983295232
4,0,True,0,0,0,0,0,clustered__smooth__67,clustered__smooth,5,12,10,125,0.01654100000000014,10,5,7,,0,17,,111,joint7,[],10157.154541016218,0,0.0,,274.54309079999996,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,12,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,103,2745.430908,0.01654170802794397
4,0,True,0,0,0,0,0,clustered__smooth__67,clustered__smooth,5,12,10,125,0.016750000000000043,10,5,7,,0,17,0,111,fast7,[],10157.154541016218,0,0.0,,274.54309079999996,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,12,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,103,2745.430908,0.01680141600081697
3,0,True,0,0,0,0,0,clustered__smooth__67,clustered__smooth,5,11,10,136,0.01797000000000004,10,5,6,,0,19,0,123,fast9,[],11132.007150188692,0,0.0,,301.0401429,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,14,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,116,3010.401429,0.017968499974813312
4,0,True,0,0,0,0,0,clustered__smooth__68,clustered__smooth,10,17,15,116,0.024233999999999867,15,5,7,,0,22,,97,joint7,[],9387.493354296035,0,0.0,,168.89991146666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,27,,2,15,ordinary,7,full_coverage_and_all_discovered_cleared,90,2533.498672,0.024278959026560187
4,0,True,0,0,0,0,0,clustered__smooth__68,clustered__smooth,10,17,15,116,0.024518000000000484,15,5,7,,0,22,0,97,fast7,[],9387.493354296035,0,0.0,,168.89991146666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,27,,2,15,ordinary,7,full_coverage_and_all_discovered_cleared,90,2533.498672,0.024525957996957004
4,0,True,0,0,0,0,0,clustered__smooth__68,clustered__smooth,5,17,15,130,0.023590000000000444,15,10,12,,0,24,0,111,fast9,[],10896.521624421363,0,0.0,,194.55362166666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,27,,1,15,ordinary,9,full_coverage_and_all_discovered_cleared,103,2918.304325,0.02361937501700595
4,0,True,0,0,0,0,0,clustered__smooth__69,clustered__smooth,7,19,15,167,0.030288000000000537,15,8,12,,0,22,,146,joint7,[],8439.362797597672,0,0.0,,176.25817046666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,22,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,139,2643.872557,0.030291875009424984
4,0,True,0,0,0,0,0,clustered__smooth__69,clustered__smooth,7,19,15,167,0.030539000000000094,15,8,12,,0,22,0,146,fast7,[],8439.362797597672,0,0.0,,176.25817046666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,22,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,139,2643.872557,0.03055037499871105
3,0,True,0,0,0,0,0,clustered__smooth__69,clustered__smooth,10,17,15,120,0.030857000000000134,15,5,7,,0,24,0,101,fast9,[],10053.607662494525,0,0.0,,179.2481022,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,21,,2,15,ordinary,9,full_coverage_and_all_discovered_cleared,92,2688.721533,0.030867583001963794
4,0,True,0,0,0,0,0,clustered__smooth__70,clustered__smooth,8,12,10,125,0.018536000000000108,10,2,4,,0,17,,111,joint7,[],9273.33397443343,0,0.0,,257.0666797,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,2,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2570.666797,0.01854070898843929
4,0,True,0,0,0,0,0,clustered__smooth__70,clustered__smooth,8,12,10,125,0.01856499999999972,10,2,4,,0,17,0,111,fast7,[],9273.33397443343,0,0.0,,257.0666797,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,2,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2570.666797,0.018564792000688612
4,0,True,0,0,0,0,0,clustered__smooth__70,clustered__smooth,6,11,10,138,0.018080000000000318,10,4,5,,0,19,0,125,fast9,[],11056.966767240392,0,0.0,,300.73933550000004,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,13,,1,10,ordinary,9,full_coverage_and_all_discovered_cleared,118,3007.393355,0.01810045901220292
7,0,True,0,0,0,0,0,clustered__smooth__71,clustered__smooth,5,13,12,132,0.023130000000000095,12,7,8,,0,19,,117,joint7,[],11281.359247104214,0,0.0,,251.27265425,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,13,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,111,3015.271851,0.023130540968850255
7,0,True,0,0,0,0,0,clustered__smooth__71,clustered__smooth,5,13,12,132,0.02289900000000067,12,7,8,,0,19,0,117,fast7,[],11281.359247104214,0,0.0,,251.27265425,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,13,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,111,3015.271851,0.022922790958546102
3,0,True,0,0,0,0,0,clustered__smooth__71,clustered__smooth,7,13,12,152,0.020974000000000714,12,5,6,,0,21,0,137,fast9,[],10609.091056850824,0,0.0,,249.90151749999998,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,16,,2,12,ordinary,9,full_coverage_and_all_discovered_cleared,129,2998.81821,0.021006000053603202
3,0,True,0,0,0,0,0,clustered__adversarial-positive__67,clustered__adversarial-positive,7,11,10,120,0.014738000000000362,10,3,4,,0,17,,107,joint7,[],9949.09678791947,0,0.0,,267.8819358,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2678.819358,0.014743166975677013
3,0,True,0,0,0,0,0,clustered__adversarial-positive__67,clustered__adversarial-positive,7,11,10,120,0.01468799999999959,10,3,4,,0,17,0,107,fast7,[],9949.09678791947,0,0.0,,267.8819358,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2678.819358,0.014694334007799625
4,0,True,0,0,0,0,0,clustered__adversarial-positive__67,clustered__adversarial-positive,9,12,10,130,0.015382000000000673,10,1,3,,0,19,0,116,fast9,[],11415.07983015335,0,0.0,,302.8015966,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,109,3028.015966,0.015381791978143156
7,0,True,0,0,0,0,0,clustered__adversarial-positive__68,clustered__adversarial-positive,11,20,15,127,0.025805000000000078,15,4,9,,0,22,,105,joint7,[],9400.53339111163,0,0.0,,173.00711199999998,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,30,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,100,2595.10668,0.025818082969635725
7,0,True,0,0,0,0,0,clustered__adversarial-positive__68,clustered__adversarial-positive,11,20,15,127,0.025890999999999664,15,4,9,,0,22,0,105,fast7,[],9400.53339111163,0,0.0,,173.00711199999998,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,30,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,100,2595.10668,0.025926708010956645
7,0,True,0,0,0,0,0,clustered__adversarial-positive__68,clustered__adversarial-positive,9,20,15,136,0.025822000000000678,15,6,11,,0,24,0,114,fast9,[],10837.036957515465,0,0.0,,195.62715946666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,27,,1,15,ordinary,9,full_coverage_and_all_discovered_cleared,107,2934.407392,0.025821207964327186
12,0,True,0,0,0,0,0,clustered__adversarial-positive__69,clustered__adversarial-positive,13,26,15,165,0.030434000000000516,15,2,13,,0,22,,137,joint7,[],8849.247707716124,0,0.0,,179.65663619999998,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,132,2694.849543,0.03046141704544425
12,0,True,0,0,0,0,0,clustered__adversarial-positive__69,clustered__adversarial-positive,13,26,15,165,0.02985999999999933,15,2,13,,0,22,0,137,fast7,[],8849.247707716124,0,0.0,,179.65663619999998,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,132,2694.849543,0.029864042007829994
9,0,True,0,0,0,0,0,clustered__adversarial-positive__69,clustered__adversarial-positive,11,23,15,139,0.03646100000000008,15,4,12,,0,24,0,114,fast9,[],10468.390007294449,0,0.0,,190.9785336666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,35,,0,15,ordinary,9,full_coverage_and_all_discovered_cleared,102,2864.678005,0.03648529195925221
6,0,True,0,0,0,0,0,clustered__adversarial-positive__70,clustered__adversarial-positive,7,15,10,153,0.01929799999999915,10,3,8,,0,17,,136,joint7,[],8705.61426952451,0,0.0,,261.5122855,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,8,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,2615.122855,0.019315249985083938
6,0,True,0,0,0,0,0,clustered__adversarial-positive__70,clustered__adversarial-positive,7,15,10,153,0.01962799999999998,10,3,8,,0,17,0,136,fast7,[],8705.61426952451,0,0.0,,261.5122855,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,8,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,2615.122855,0.01965708303032443
9,0,True,0,0,0,0,0,clustered__adversarial-positive__70,clustered__adversarial-positive,10,15,10,159,0.02474299999999996,10,0,5,,0,19,0,142,fast9,[],11580.227390225527,0,0.0,,322.5045479,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,14,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,134,3225.045479,0.024752709025051445
13,0,True,0,0,0,0,0,clustered__adversarial-positive__71,clustered__adversarial-positive,11,20,12,150,0.027004000000000694,12,1,9,,0,19,,128,joint7,[],11075.051728528912,0,0.0,,255.00086241666668,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,17,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,121,3060.010349,0.027020165987778455
13,0,True,0,0,0,0,0,clustered__adversarial-positive__71,clustered__adversarial-positive,11,20,12,150,0.027510000000000367,12,1,9,,0,19,0,128,fast7,[],11075.051728528912,0,0.0,,255.00086241666668,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,17,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,121,3060.010349,0.027534874971024692
7,0,True,0,0,0,0,0,clustered__adversarial-positive__71,clustered__adversarial-positive,10,16,12,166,0.02399099999999965,12,2,6,,0,21,0,148,fast9,[],11666.009610915222,0,0.0,,273.766827,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,21,,1,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,3285.201924,0.023995750001631677
3,0,True,0,0,0,0,0,clustered__adversarial-negative__67,clustered__adversarial-negative,7,11,10,120,0.014756000000000213,10,3,4,,0,17,,107,joint7,[],9993.948101837217,0,0.0,,268.77896219999997,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2687.789622,0.014794416027143598
3,0,True,0,0,0,0,0,clustered__adversarial-negative__67,clustered__adversarial-negative,7,11,10,120,0.014787000000000106,10,3,4,,0,17,0,107,fast7,[],9993.948101837217,0,0.0,,268.77896219999997,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2687.789622,0.01479937502881512
3,0,True,0,0,0,0,0,clustered__adversarial-negative__67,clustered__adversarial-negative,8,11,10,128,0.015432000000000556,10,2,3,,0,19,0,115,fast9,[],11353.320618862625,0,0.0,,300.6664123,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,9,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,108,3006.664123,0.015431415988132358
5,0,True,0,0,0,0,0,clustered__adversarial-negative__68,clustered__adversarial-negative,13,18,15,120,0.024970999999999854,15,2,5,,0,22,,100,joint7,[],9423.962336926874,0,0.0,,170.85283126666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,21,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,94,2562.792469,0.02500104100909084
5,0,True,0,0,0,0,0,clustered__adversarial-negative__68,clustered__adversarial-negative,13,18,15,120,0.024841999999999587,15,2,5,,0,22,0,100,fast7,[],9423.962336926874,0,0.0,,170.85283126666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,21,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,94,2562.792469,0.02484795800410211
3,0,True,0,0,0,0,0,clustered__adversarial-negative__68,clustered__adversarial-negative,11,17,15,173,0.02740100000000023,15,4,6,,0,24,0,154,fast9,[],10451.55272715129,0,0.0,,205.6873698,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,25,,0,15,ordinary,9,full_coverage_and_all_discovered_cleared,144,3085.310547,0.027405124972574413
11,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,12,26,15,190,0.03825300000000009,15,3,14,,0,22,,162,joint7,[],8506.874076802871,0,0.0,,184.75832113333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,31,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,152,2771.374817,0.03829287498956546
11,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,12,26,15,190,0.03839099999999984,15,3,14,,0,22,0,162,fast7,[],8506.874076802871,0,0.0,,184.75832113333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,31,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,152,2771.374817,0.03840366698568687
10,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,13,23,15,131,0.03176600000000018,15,2,10,,0,24,0,106,fast9,[],11047.250027412723,0,0.0,,195.8300004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,25,,4,15,ordinary,9,full_coverage_and_all_discovered_cleared,99,2937.450006,0.031778583012055606
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,11,10,124,0.018476000000000603,10,2,3,,0,17,,111,joint7,[],9254.007461430172,0,0.0,,256.38014929999997,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,2,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2563.801493,0.018480208003893495
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,11,10,124,0.023702000000000112,10,2,3,,0,17,0,111,fast7,[],9254.007461430172,0,0.0,,256.38014929999997,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,2,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2563.801493,0.023704583989456296
6,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,10,12,10,148,0.021104000000000234,10,0,2,,0,19,0,134,fast9,[],11362.384478697402,0,0.0,,312.3476897,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,12,,2,10,ordinary,9,full_coverage_and_all_discovered_cleared,125,3123.476897,0.021130624983925372
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,22,12,161,0.02690999999999999,12,0,10,,0,19,,137,joint7,[],10986.815786106938,0,0.0,,258.2802630833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,24,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,127,3099.363157,0.026936125010252
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,22,12,161,0.026530000000000165,12,0,10,,0,19,0,137,fast7,[],10986.815786106938,0,0.0,,258.2802630833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,24,,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,127,3099.363157,0.026531958021223545
12,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,19,12,175,0.026546999999999876,12,0,7,,0,21,0,154,fast9,[],11642.770436069915,0,0.0,,277.1295073333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,18,,0,12,ordinary,9,full_coverage_and_all_discovered_cleared,146,3325.554088,0.02659379201941192
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,14,10,131,0.01870999999999956,10,3,7,,0,17,,115,joint7,[],10233.98211285607,0,0.0,,279.0796423,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,107,2790.796423,0.018724082969129086
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,14,10,131,0.01901900000000012,10,3,7,,0,17,0,115,fast7,[],10233.98211285607,0,0.0,,279.0796423,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,13,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,107,2790.796423,0.01905108301434666
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,13,10,138,0.017541000000000473,10,2,5,,0,19,0,123,fast9,[],11182.378026325803,0,0.0,,302.54756050000003,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,12,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,115,3025.475605,0.017563333036378026
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,20,15,124,0.025768999999999487,15,0,5,,0,22,,102,joint7,[],9464.357017186643,0,0.0,,172.59142706666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,20,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,96,2588.871406,0.02578058303333819
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,20,15,124,0.02596799999999977,15,0,5,,0,22,0,102,fast7,[],9464.357017186643,0,0.0,,172.59142706666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,20,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,96,2588.871406,0.02597329200943932
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,20,15,176,0.027479999999999727,15,0,5,,0,24,0,154,fast9,[],10410.670943509309,0,0.0,,205.80894600000002,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,23,,1,15,ordinary,9,full_coverage_and_all_discovered_cleared,145,3087.13419,0.027487290964927524
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,22,15,157,0.028097999999999956,15,3,10,,0,22,,133,joint7,[],8674.385466226418,0,0.0,,174.9251396,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2623.877094,0.028128999983891845
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,22,15,157,0.028093000000000146,15,3,10,,0,22,0,133,fast7,[],8674.385466226418,0,0.0,,174.9251396,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,10,,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2623.877094,0.028106875019147992
4,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,15,18,15,149,0.032394000000000034,15,0,3,,0,24,0,129,fast9,[],10370.954119590535,0,0.0,,195.01272146666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,22,,34,15,ordinary,9,full_coverage_and_all_discovered_cleared,122,2925.190822,0.03244008298497647
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,12,10,128,0.020139999999999603,10,1,3,,0,17,,114,joint7,[],9332.877847649745,0,0.0,,260.15755709999996,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,15,,3,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2601.575571,0.02014116698410362
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,12,10,128,0.020190999999999626,10,1,3,,0,17,0,114,fast7,[],9332.877847649745,0,0.0,,260.15755709999996,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,15,,3,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2601.575571,0.02020812500268221
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,12,10,148,0.02133399999999952,10,1,3,,0,19,0,134,fast9,[],11464.809074570048,0,0.0,,314.49618139999995,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,14,,4,10,ordinary,9,full_coverage_and_all_discovered_cleared,126,3144.961814,0.021355625009164214
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,14,12,126,0.0204500000000003,12,1,3,,0,19,,110,joint7,[],9141.579853278283,0,0.0,,212.02633091666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,21,,3,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2544.315971,0.020454457961022854
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,11,14,12,126,0.02038799999999963,12,1,3,,0,19,0,110,fast7,[],9141.579853278283,0,0.0,,212.02633091666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,21,,3,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2544.315971,0.02039229095680639
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,17,12,154,0.022486999999999924,12,0,5,,0,21,0,135,fast9,[],10885.629962076502,0,0.0,,254.34383258333332,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,14,,9,12,ordinary,9,full_coverage_and_all_discovered_cleared,125,3052.125991,0.02248724998207763
21,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,20,10,168,0.025129999999999875,10,0,10,,0,17,,146,joint7,[],18066.37880413393,0,0.0,,455.4275761,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",3,242,10,,0,10,stress,7,full_coverage_and_all_discovered_cleared,131,4554.275761,0.02522149996366352
21,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,20,10,168,0.025280999999999665,10,0,10,,0,17,0,146,fast7,[],18066.37880413393,0,0.0,,455.4275761,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",3,242,10,,0,10,stress,7,full_coverage_and_all_discovered_cleared,131,4554.275761,0.02531529200496152
