active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
8,0,True,0,0,0,0,0,edge__iid__67,edge__iid,5,12,10,155,9,0.02694200000000002,10,5,7,,0,16,0,141,replace9,[],12586.061608174892,0,0.0,341.5212322,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,5,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,137,3415.212322,0.02698316698661074
8,0,True,0,0,0,0,0,edge__iid__67,edge__iid,5,12,10,155,9,0.02690199999999976,10,5,7,,0,0,0,141,replace9_nearest,[],12792.742972971315,0,0.0,345.65485950000004,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,5,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,137,3456.548595,0.026902334007900208
13,0,True,0,0,0,0,0,edge__iid__68,edge__iid,9,19,15,151,,0.02986299999999975,15,6,10,,0,22,,130,baseline_task7,[],13357.400183725475,0,0.0,234.96533573333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,,,,,68,25,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,116,3524.480036,0.029863999981898814
13,0,True,0,0,0,0,0,edge__iid__68,edge__iid,9,19,15,151,7,0.035517999999999716,15,6,10,,0,22,0,130,replace7,[],13357.400183725475,0,0.0,234.96533573333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,25,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3524.480036,0.03556162497261539
13,0,True,0,0,0,0,0,edge__iid__68,edge__iid,9,19,15,152,7,0.035168999999999784,15,6,10,,0,0,0,131,replace7_nearest,[],13380.675874777864,0,0.0,235.67567820000002,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,26,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,117,3535.135173,0.035237041010987014
9,0,True,0,0,0,0,0,edge__iid__68,edge__iid,11,17,15,163,9,0.039835999999999316,15,4,6,,0,21,0,144,replace9,[],11510.010104324292,0,0.0,215.80013466666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,134,3237.00202,0.03989175002789125
9,0,True,0,0,0,0,0,edge__iid__68,edge__iid,11,17,15,163,9,0.04025900000000071,15,4,6,,0,0,0,144,replace9_nearest,[],11582.425954244974,0,0.0,216.76567926666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,134,3251.485189,0.04032116598682478
11,0,True,0,0,0,0,0,edge__iid__69,edge__iid,7,20,15,156,,0.027306999999999526,15,8,13,,0,22,,134,baseline_task7,[],13687.553264707996,0,0.0,241.43404346666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,,,,,69,19,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,124,3621.510652,0.027341000037267804
11,0,True,0,0,0,0,0,edge__iid__69,edge__iid,8,18,15,150,7,0.031813000000000535,15,7,10,,0,21,0,130,replace7,[],13425.956334614835,0,0.0,235.94608453333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,1,13,12,1,69,15,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,120,3539.191268,0.03188412502640858
11,0,True,0,0,0,0,0,edge__iid__69,edge__iid,8,18,15,150,7,0.03148699999999938,15,7,10,,0,0,0,130,replace7_nearest,[],13498.770980241112,0,0.0,236.983613,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,1,13,12,1,69,15,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,121,3554.754195,0.031533957982901484
10,0,True,0,0,0,0,0,edge__iid__69,edge__iid,6,18,15,169,9,0.03482200000000013,15,9,12,,0,20,0,149,replace9,[],12984.283953098133,0,0.0,237.92378606666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,13,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,143,3568.856791,0.034881250001490116
10,0,True,0,0,0,0,0,edge__iid__69,edge__iid,6,18,15,169,9,0.034911000000000136,15,9,12,,0,0,0,149,replace9_nearest,[],12984.283953098133,0,0.0,237.92378606666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,13,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,143,3568.856791,0.034947042004205287
7,0,True,0,0,0,0,0,edge__iid__70,edge__iid,6,11,10,148,,0.020945000000000213,10,4,5,,0,17,,135,baseline_task7,[],11843.07633816018,0,0.0,322.6615268,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,,,,,70,15,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,130,3226.615268,0.020963917020708323
7,0,True,0,0,0,0,0,edge__iid__70,edge__iid,6,11,10,148,7,0.023329000000000377,10,4,5,,0,17,0,135,replace7,[],11843.07633816018,0,0.0,322.6615268,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,15,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,130,3226.615268,0.023352541960775852
7,0,True,0,0,0,0,0,edge__iid__70,edge__iid,6,11,10,148,7,0.023444999999999716,10,4,5,,0,0,0,135,replace7_nearest,[],12001.772067302983,0,0.0,325.7354414,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,15,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,129,3257.354414,0.023470249958336353
7,0,True,0,0,0,0,0,edge__iid__70,edge__iid,5,10,10,165,9,0.026551000000000435,10,5,5,,0,16,0,153,replace9,[],13274.064285953255,0,0.0,361.7812857,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,3,42,9,3,70,7,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,148,3617.812857,0.026567583030555397
6,0,True,0,0,0,0,0,edge__iid__70,edge__iid,6,10,10,167,9,0.025317000000000256,10,4,4,,0,0,0,155,replace9_nearest,[],13479.503003905145,0,0.0,367.09006,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,2,30,9,2,70,8,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,150,3670.9006,0.02531908400123939
8,0,True,0,0,0,0,0,edge__iid__71,edge__iid,4,14,12,149,,0.021130000000000315,12,8,10,,0,19,,133,baseline_task7,[],13680.351763667462,0,0.0,299.17252924999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,,,,,71,12,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,123,3590.070351,0.021137584000825882
9,0,True,0,0,0,0,0,edge__iid__71,edge__iid,5,14,12,148,7,0.02582299999999993,12,7,9,,0,18,0,132,replace7,[],13146.574970152094,0,0.0,289.77624941666664,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,1,13,8,1,71,11,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,122,3477.314993,0.02584070898592472
9,0,True,0,0,0,0,0,edge__iid__71,edge__iid,5,14,12,149,7,0.025315999999999228,12,7,9,,0,0,0,133,replace7_nearest,[],13532.795440807895,0,0.0,296.71325716666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,1,13,8,1,71,12,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,123,3560.559086,0.025354000041261315
10,0,True,0,0,0,0,0,edge__iid__71,edge__iid,6,16,12,179,9,0.0337379999999996,12,6,10,,0,17,0,161,replace9,[],12596.130341511007,0,0.0,295.35217233333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,4,49,9,4,71,17,0,12,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,148,3544.226068,0.03376562497578561
8,0,True,0,0,0,0,0,edge__iid__71,edge__iid,4,15,12,179,9,0.031329999999999636,12,8,11,,0,0,0,162,replace9_nearest,[],12791.087211464308,0,0.0,298.7681201666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,3,33,9,3,71,18,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,148,3585.217442,0.03137445799075067
11,0,True,0,0,0,0,0,edge__smooth__67,edge__smooth,6,13,10,140,,0.021281000000000105,10,4,7,,0,17,,125,baseline_task7,[],11330.994720506329,0,0.0,306.7198945,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,,,,,67,8,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,117,3067.198945,0.021280416985973716
11,0,True,0,0,0,0,0,edge__smooth__67,edge__smooth,6,13,10,140,7,0.025417000000000023,10,4,7,,0,17,0,125,replace7,[],11330.994720506329,0,0.0,306.7198945,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,0,0,10,0,67,8,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,117,3067.198945,0.025446832994930446
9,0,True,0,0,0,0,0,edge__smooth__67,edge__smooth,5,12,10,137,7,0.02414999999999967,10,5,7,,0,0,0,123,replace7_nearest,[],11350.869359721015,0,0.0,305.71738730000004,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,0,0,10,0,67,8,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3057.173873,0.024224166001658887
13,0,True,0,0,0,0,0,edge__smooth__67,edge__smooth,7,14,10,163,9,0.03235599999999916,10,3,7,,0,16,0,147,replace9,[],12085.260503826468,0,0.0,335.40521010000003,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,6,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,140,3354.052101,0.032436041976325214
13,0,True,0,0,0,0,0,edge__smooth__67,edge__smooth,7,14,10,163,9,0.031020999999999965,10,3,7,,0,0,0,147,replace9_nearest,[],12085.260503826468,0,0.0,335.40521010000003,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,6,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,140,3354.052101,0.03106366697466001
11,0,True,0,0,0,0,0,edge__smooth__68,edge__smooth,10,19,15,148,,0.02739000000000047,15,5,9,,0,22,,127,baseline_task7,[],13347.6355576598,0,0.0,233.83514073333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,,,,,68,24,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,116,3507.527111,0.027417125005740672
11,0,True,0,0,0,0,0,edge__smooth__68,edge__smooth,10,19,15,148,7,0.03416599999999992,15,5,9,,0,22,0,127,replace7,[],13347.6355576598,0,0.0,233.83514073333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,24,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3507.527111,0.03422879095887765
11,0,True,0,0,0,0,0,edge__smooth__68,edge__smooth,10,19,15,148,7,0.03267699999999962,15,5,9,,0,0,0,127,replace7_nearest,[],13416.794435172507,0,0.0,234.75725913333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,24,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3521.358887,0.03279274998931214
8,0,True,0,0,0,0,0,edge__smooth__68,edge__smooth,10,16,15,161,9,0.04057200000000005,15,5,6,,0,21,0,143,replace9,[],11602.38591345863,0,0.0,216.43181226666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,133,3246.477184,0.040686250024009496
8,0,True,0,0,0,0,0,edge__smooth__68,edge__smooth,10,16,15,161,9,0.03972200000000026,15,5,6,,0,0,0,143,replace9_nearest,[],11677.162472742955,0,0.0,217.42883306666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,133,3261.432496,0.03982750000432134
9,0,True,0,0,0,0,0,edge__smooth__69,edge__smooth,5,18,15,150,,0.02613699999999941,15,10,13,,0,22,,130,baseline_task7,[],13616.750082848917,0,0.0,238.69000106666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,,,,,69,17,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,123,3580.350016,0.026183207985013723
9,0,True,0,0,0,0,0,edge__smooth__69,edge__smooth,5,18,15,150,7,0.03082200000000057,15,10,13,,0,22,0,130,replace7,[],13616.750082848917,0,0.0,238.69000106666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,0,0,12,0,69,17,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,123,3580.350016,0.03093108400935307
9,0,True,0,0,0,0,0,edge__smooth__69,edge__smooth,5,18,15,150,7,0.030403999999999876,15,10,13,,0,0,0,130,replace7_nearest,[],13794.466946651162,0,0.0,241.0595592,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,0,0,12,0,69,17,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,123,3615.893388,0.030404500022996217
11,0,True,0,0,0,0,0,edge__smooth__69,edge__smooth,7,18,15,172,9,0.037847000000000186,15,8,11,,0,20,0,152,replace9,[],12924.121804148434,0,0.0,238.3882908,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,15,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,147,3575.824362,0.037986000010278076
11,0,True,0,0,0,0,0,edge__smooth__69,edge__smooth,7,18,15,172,9,0.03668199999999988,15,8,11,,0,0,0,152,replace9_nearest,[],12924.121804148434,0,0.0,238.3882908,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,15,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,147,3575.824362,0.036724875040818006
6,0,True,0,0,0,0,0,edge__smooth__70,edge__smooth,5,11,10,150,,0.020659000000000205,10,5,6,,0,17,,137,baseline_task7,[],11880.161650677754,0,0.0,324.6032329,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,,,,,70,18,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,132,3246.032329,0.02065874997060746
6,0,True,0,0,0,0,0,edge__smooth__70,edge__smooth,5,11,10,150,7,0.02381600000000006,10,5,6,,0,17,0,137,replace7,[],11880.161650677754,0,0.0,324.6032329,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,18,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,132,3246.032329,0.02389504201710224
6,0,True,0,0,0,0,0,edge__smooth__70,edge__smooth,5,11,10,150,7,0.023595999999999506,10,5,6,,0,0,0,137,replace7_nearest,[],12013.388738656455,0,0.0,327.1677747,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,18,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,131,3271.677747,0.02364950004266575
9,0,True,0,0,0,0,0,edge__smooth__70,edge__smooth,6,11,10,170,9,0.02848700000000015,10,4,5,,0,16,0,157,replace9,[],13361.41656096931,0,0.0,366.128331,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,3,42,9,3,70,9,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,151,3661.28331,0.028517124999780208
8,0,True,0,0,0,0,0,edge__smooth__70,edge__smooth,7,11,10,172,9,0.027171000000000056,10,3,4,,0,0,0,159,replace9_nearest,[],13566.012202976593,0,0.0,371.4202438,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,2,30,9,2,70,10,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,153,3714.202438,0.027201207994949073
9,0,True,0,0,0,0,0,edge__smooth__71,edge__smooth,4,14,12,152,,0.022948999999999664,12,8,10,,0,19,,136,baseline_task7,[],13732.745978712404,0,0.0,301.62909958333336,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,,,,,71,14,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,127,3619.549195,0.02294912503566593
9,0,True,0,0,0,0,0,edge__smooth__71,edge__smooth,4,13,12,149,7,0.02677800000000019,12,8,9,,0,18,0,134,replace7,[],13160.542829844086,0,0.0,290.9257138333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,1,13,8,1,71,13,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,126,3491.108566,0.026815791032277048
10,0,True,0,0,0,0,0,edge__smooth__71,edge__smooth,5,14,12,152,7,0.027339999999999698,12,7,9,,0,0,0,136,replace7_nearest,[],13536.307347550683,0,0.0,298.4384558333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,1,13,8,1,71,14,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,128,3581.26147,0.027358499995898455
10,0,True,0,0,0,0,0,edge__smooth__71,edge__smooth,5,16,12,184,9,0.03439000000000014,12,7,11,,0,18,0,166,replace9,[],12811.826412458375,0,0.0,301.44710691666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,3,33,9,3,71,20,0,12,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,153,3617.365283,0.03441679198294878
8,0,True,0,0,0,0,0,edge__smooth__71,edge__smooth,7,16,12,186,9,0.032575999999999716,12,5,9,,0,0,0,168,replace9_nearest,[],12194.251437855311,0,0.0,292.07085725,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,2,22,10,2,71,22,0,12,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,154,3504.850287,0.032618457975331694
8,0,True,0,0,0,0,0,edge__adversarial-positive__67,edge__adversarial-positive,4,12,10,136,,0.01890500000000017,10,6,8,,0,17,,122,baseline_task7,[],11177.353713137518,0,0.0,301.7470742,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,,,,,67,8,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3017.470742,0.018906417011749
8,0,True,0,0,0,0,0,edge__adversarial-positive__67,edge__adversarial-positive,4,12,10,136,7,0.022809999999999775,10,6,8,,0,17,0,122,replace7,[],11177.353713137518,0,0.0,301.7470742,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,0,0,10,0,67,8,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3017.470742,0.022849000000860542
8,0,True,0,0,0,0,0,edge__adversarial-positive__67,edge__adversarial-positive,4,12,10,136,7,0.022526000000000046,10,6,8,,0,0,0,122,replace7_nearest,[],11312.196569702404,0,0.0,304.4439314,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,0,0,10,0,67,8,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,116,3044.439314,0.02256683399900794
10,0,True,0,0,0,0,0,edge__adversarial-positive__67,edge__adversarial-positive,7,15,10,164,9,0.030077999999999605,10,3,8,,0,16,0,147,replace9,[],11205.979507194294,0,0.0,318.2195901,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,9,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,141,3182.195901,0.030147875018883497
10,0,True,0,0,0,0,0,edge__adversarial-positive__67,edge__adversarial-positive,7,15,10,164,9,0.02952999999999939,10,3,8,,0,0,0,147,replace9_nearest,[],11205.979507194294,0,0.0,318.2195901,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,3,44,10,3,67,9,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,141,3182.195901,0.029579791007563472
13,0,True,0,0,0,0,0,edge__adversarial-positive__68,edge__adversarial-positive,11,20,15,152,,0.029819999999999958,15,4,9,,0,22,,130,baseline_task7,[],13557.831071739613,0,0.0,237.97108086666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,,,,,68,25,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,118,3569.566213,0.029866040975321084
13,0,True,0,0,0,0,0,edge__adversarial-positive__68,edge__adversarial-positive,11,20,15,152,7,0.037230000000000096,15,4,9,,0,22,0,130,replace7,[],13557.831071739613,0,0.0,237.97108086666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,25,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,118,3569.566213,0.03738120797788724
13,0,True,0,0,0,0,0,edge__adversarial-positive__68,edge__adversarial-positive,11,20,15,152,7,0.0355319999999999,15,4,9,,0,0,0,130,replace7_nearest,[],13557.831071739613,0,0.0,237.97108086666668,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,0,0,15,0,68,25,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,118,3569.566213,0.03562129195779562
8,0,True,0,0,0,0,0,edge__adversarial-positive__68,edge__adversarial-positive,11,16,15,161,9,0.04129200000000033,15,4,5,,0,21,0,143,replace9,[],11425.911125204873,0,0.0,214.07881506666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,133,3211.182226,0.04138691700063646
8,0,True,0,0,0,0,0,edge__adversarial-positive__68,edge__adversarial-positive,11,16,15,161,9,0.040788000000000046,15,4,5,,0,0,0,143,replace9_nearest,[],11425.911125204873,0,0.0,214.07881506666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,3,36,15,3,68,23,0,15,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,133,3211.182226,0.040825208998285234
10,0,True,0,0,0,0,0,edge__adversarial-positive__69,edge__adversarial-positive,6,19,15,152,,0.03142200000000006,15,9,13,,0,22,,131,baseline_task7,[],13584.526255274499,0,0.0,238.66035033333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,,,,,69,17,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,121,3579.905255,0.03143241599900648
10,0,True,0,0,0,0,0,edge__adversarial-positive__69,edge__adversarial-positive,6,19,15,152,7,0.03109800000000007,15,9,13,,0,22,0,131,replace7,[],13584.526255274499,0,0.0,238.66035033333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,0,0,12,0,69,17,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,121,3579.905255,0.031222541991155595
11,0,True,0,0,0,0,0,edge__adversarial-positive__69,edge__adversarial-positive,6,20,15,156,7,0.031648000000000565,15,9,14,,0,0,0,134,replace7_nearest,[],13803.31224280617,0,0.0,242.97749686666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,0,0,12,0,69,19,0,15,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,124,3644.662453,0.031695624988060445
9,0,True,0,0,0,0,0,edge__adversarial-positive__69,edge__adversarial-positive,6,17,15,167,9,0.035026000000000224,15,9,11,,0,20,0,148,replace9,[],12986.416325907023,0,0.0,237.41888453333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,13,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,143,3561.283268,0.03509254101663828
9,0,True,0,0,0,0,0,edge__adversarial-positive__69,edge__adversarial-positive,6,17,15,167,9,0.03429799999999972,15,9,11,,0,0,0,148,replace9_nearest,[],12986.416325907023,0,0.0,237.41888453333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,4,44,13,4,69,13,0,15,ordinary,5,continuous_replacement_coverage_and_all_discovered_cleared,143,3561.283268,0.03432758402777836
8,0,True,0,0,0,0,0,edge__adversarial-positive__70,edge__adversarial-positive,7,13,10,151,,0.020614999999999384,10,3,6,,0,17,,136,baseline_task7,[],11716.265536095298,0,0.0,321.2253104,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,,,,,70,15,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,130,3212.253104,0.020631708030123264
8,0,True,0,0,0,0,0,edge__adversarial-positive__70,edge__adversarial-positive,7,13,10,151,7,0.02428700000000017,10,3,6,,0,17,0,136,replace7,[],11716.265536095298,0,0.0,321.2253104,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,15,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,130,3212.253104,0.0243492090376094
7,0,True,0,0,0,0,0,edge__adversarial-positive__70,edge__adversarial-positive,7,12,10,149,7,0.02307400000000026,10,3,5,,0,0,0,135,replace7_nearest,[],11896.695703850766,0,0.0,323.8339139,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,0,0,9,0,70,15,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,128,3238.339139,0.023086875036824495
8,0,True,0,0,0,0,0,edge__adversarial-positive__70,edge__adversarial-positive,7,10,10,168,9,0.028531999999999336,10,3,3,,0,16,0,156,replace9,[],13271.75109711718,0,0.0,363.4350221,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,3,42,9,3,70,9,0,10,ordinary,6,continuous_replacement_coverage_and_all_discovered_cleared,150,3634.350221,0.028548499976750463
7,0,True,0,0,0,0,0,edge__adversarial-positive__70,edge__adversarial-positive,7,10,10,170,9,0.02708200000000005,10,3,3,,0,0,0,158,replace9_nearest,[],13472.898228888296,0,0.0,368.6579646,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,2,30,9,2,70,10,0,10,ordinary,7,continuous_replacement_coverage_and_all_discovered_cleared,152,3686.579646,0.02708779094973579
9,0,True,0,0,0,0,0,edge__adversarial-positive__71,edge__adversarial-positive,5,14,12,150,,0.022389999999999688,12,7,9,,0,19,,134,baseline_task7,[],13787.727539504634,0,0.0,301.37879225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,,,,,71,12,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,123,3616.545507,0.022398874978534877
