active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,seed,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
27,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,136,0.2236149999999988,15,,0,119,q3_square9_h860_active,[],21387.73470828558,0,0.0,336.8364627333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,105,5052.546941,0.22419383301166818
25,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,134,0.20867399999999847,15,,0,117,q3_square9_h900_active,[],21084.15568681135,0,0.0,332.1220757333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,105,4981.831136,0.2091037500067614
25,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,133,0.2011490000000009,15,,0,116,q3_square9_h1000_active,[],21158.231485877783,0,0.0,332.70975333333337,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,104,4990.6463,0.20159824995789677
26,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,134,0.2174159999999965,15,,0,117,q3_square9_h1100_active,[],21127.069593250966,0,0.0,332.62759446666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,104,4989.413917,0.21803416701732203
25,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,133,0.21629899999999935,15,,0,116,q3_square9_h1200_active,[],21168.197525300875,0,0.0,332.8426336666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,104,4992.639505,0.21813254104927182
27,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,128,0.22324199999999905,15,,0,111,q3_alternating9_active,[],24078.877497322374,0,0.0,369.5183666666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,97,5542.7755,0.2236781669780612
28,0,True,uniform__adversarial-spatial__69,uniform__adversarial-spatial,15,15,15,128,0.2282949999999957,15,,0,111,q3_alternating9_wide_active,[],24421.35417699896,0,0.0,373.9513889333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,95,5609.270834,0.22887175000505522
16,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,146,0.13252500000000111,10,,0,134,baseline_peer9_active,[],17687.774834541982,0,0.0,437.9554967,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,4379.554967,0.1329869999899529
15,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,145,0.12477399999999506,10,,0,133,q3_square9_h860_active,[],18270.68804438747,0,0.0,449.0137609,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,121,4490.137609,0.1250535419676453
16,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,146,0.13492399999999805,10,,0,134,q3_square9_h900_active,[],18562.073130935103,0,0.0,455.3414627,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,121,4553.414627,0.13521212502382696
17,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,147,0.13911499999999677,10,,0,135,q3_square9_h1000_active,[],19442.01279573344,0,0.0,473.54025590000003,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,4735.402559,0.1394240000518039
15,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,145,0.12616200000000077,10,,0,133,q3_square9_h1100_active,[],19799.079057476436,0,0.0,479.6815813,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,4796.815813,0.12648670800263062
16,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,146,0.1284610000000015,10,,0,134,q3_square9_h1200_active,[],20065.9529887177,0,0.0,485.4190597,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,121,4854.190597,0.1286972920061089
15,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,145,0.1278039999999976,10,,0,133,q3_alternating9_active,[],14680.395040249205,0,0.0,377.3079011,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,3773.079011,0.12810420797904953
15,0,True,uniform__adversarial-spatial__70,uniform__adversarial-spatial,10,10,10,145,0.12191299999999927,10,,0,133,q3_alternating9_wide_active,[],14670.674663069702,0,0.0,377.11349340000004,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,3771.134934,0.1221789579722099
20,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,132,0.1591239999999985,12,,0,118,baseline_peer9_active,[],21667.24778183877,0,0.0,424.03746299999995,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,105,5088.449556,0.15947154100285843
23,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,138,0.18537899999999752,12,,0,124,q3_square9_h860_active,[],20220.604295420046,0,0.0,402.67673833333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,108,4832.12086,0.18583225004840642
22,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,137,0.17818100000000214,12,,0,123,q3_square9_h900_active,[],20093.976767850287,0,0.0,400.1496128333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,108,4801.795354,0.17871358297998086
20,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,135,0.15998900000000305,12,,0,121,q3_square9_h1000_active,[],19977.665030401047,0,0.0,397.3777506666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,108,4768.533008,0.16038625000510365
20,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,135,0.15628999999999849,12,,0,121,q3_square9_h1100_active,[],20129.578763319492,0,0.0,399.90964608333337,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,108,4798.915753,0.1565752500318922
20,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,135,0.15942799999999835,12,,0,121,q3_square9_h1200_active,[],20895.858870648546,0,0.0,412.68098133333336,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,108,4952.171776,0.15971391700441018
22,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,134,0.1763169999999974,12,,0,120,q3_alternating9_active,[],21193.91988140403,0,0.0,416.9819981666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,105,5003.783978,0.17666429100790992
23,0,True,uniform__adversarial-spatial__71,uniform__adversarial-spatial,12,12,12,135,0.18834800000000484,12,,0,121,q3_alternating9_wide_active,[],21238.619880909922,0,0.0,418.14366474999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,105,5017.723977,0.1887245829566382
16,0,True,edge__iid__67,edge__iid,10,10,10,160,0.13486299999999574,10,,0,148,baseline_peer9_active,[],16405.813087739767,0,0.0,420.916262,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,138,4209.16262,0.13527729199267924
17,0,True,edge__iid__67,edge__iid,10,10,10,163,0.14759699999999754,10,,0,151,q3_square9_h860_active,[],17523.807586719373,0,0.0,445.07615139999996,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4450.761514,0.14788337500067428
16,0,True,edge__iid__67,edge__iid,10,10,10,162,0.1377210000000062,10,,0,150,q3_square9_h900_active,[],17242.55465512359,0,0.0,438.9510931,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4389.510931,0.1380248329951428
17,0,True,edge__iid__67,edge__iid,10,10,10,163,0.14672099999999944,10,,0,151,q3_square9_h1000_active,[],17446.02199188955,0,0.0,443.5204401,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4435.204401,0.1470602090121247
18,0,True,edge__iid__67,edge__iid,10,10,10,163,0.15375600000000134,10,,0,151,q3_square9_h1100_active,[],17030.215836426207,0,0.0,435.2043166,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4352.043166,0.15405650000320747
18,0,True,edge__iid__67,edge__iid,10,10,10,163,0.1509150000000048,10,,0,151,q3_square9_h1200_active,[],17173.99935780738,0,0.0,438.07998710000004,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4380.799871,0.15124208404449746
18,0,True,edge__iid__67,edge__iid,10,10,10,165,0.16709699999999827,10,,0,153,q3_alternating9_active,[],16687.092963443327,0,0.0,429.5418592,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,143,4295.418592,0.167475291993469
18,0,True,edge__iid__67,edge__iid,10,10,10,165,0.15775399999999706,10,,0,153,q3_alternating9_wide_active,[],16111.308180336171,0,0.0,418.0261636,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,143,4180.261636,0.1580923330038786
24,0,True,edge__iid__68,edge__iid,15,15,15,157,0.2151190000000014,15,,0,140,baseline_peer9_active,[],18727.09120237602,0,0.0,309.8278828666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,4647.418243,0.21563529199920595
31,0,True,edge__iid__68,edge__iid,15,15,15,162,0.28450699999999784,15,,0,145,q3_square9_h860_active,[],22136.24116250484,0,0.0,356.81654886666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,125,5352.248233,0.2852321250247769
28,0,True,edge__iid__68,edge__iid,15,15,15,159,0.25809699999999935,15,,0,142,q3_square9_h900_active,[],21669.545400589555,0,0.0,349.5939384,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,125,5243.909076,0.2587802080088295
28,0,True,edge__iid__68,edge__iid,15,15,15,152,0.2622789999999995,15,,0,135,q3_square9_h1000_active,[],21319.83939460226,0,0.0,342.1311919333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,118,5131.967879,0.2646479579852894
27,0,True,edge__iid__68,edge__iid,15,15,15,152,0.23367100000000107,15,,0,135,q3_square9_h1100_active,[],21135.446027777514,0,0.0,339.73928053333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,119,5096.089208,0.2341216669883579
26,0,True,edge__iid__68,edge__iid,15,15,15,152,0.23279600000000045,15,,0,135,q3_square9_h1200_active,[],20056.107805749827,0,0.0,325.4147704,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,120,4881.221556,0.23336158401798457
29,0,True,edge__iid__68,edge__iid,15,15,15,162,0.2628830000000022,15,,0,145,q3_alternating9_active,[],21673.913301266588,0,0.0,350.7855108,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,5261.782662,0.26358879200415686
28,0,True,edge__iid__68,edge__iid,15,15,15,162,0.25503499999999946,15,,0,145,q3_alternating9_wide_active,[],20493.036945920474,0,0.0,335.10715926666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,128,5026.607389,0.25563999998848885
27,0,True,edge__iid__69,edge__iid,15,15,15,164,0.23754799999999676,15,,0,147,baseline_peer9_active,[],18430.348325401417,0,0.0,308.60464440000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,133,4629.069666,0.23806287499610335
31,0,True,edge__iid__69,edge__iid,15,15,15,162,0.28306500000000057,15,,0,145,q3_square9_h860_active,[],22498.000437514245,0,0.0,361.77333906666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,5426.600086,0.28373104095226154
30,0,True,edge__iid__69,edge__iid,15,15,15,162,0.267316000000001,15,,0,145,q3_square9_h900_active,[],21851.517065498305,0,0.0,353.22022773333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,128,5298.303416,0.2679446669644676
28,0,True,edge__iid__69,edge__iid,15,15,15,161,0.24145999999999646,15,,0,144,q3_square9_h1000_active,[],21187.661286034854,0,0.0,344.1021503333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,129,5161.532255,0.24207179102813825
26,0,True,edge__iid__69,edge__iid,15,15,15,159,0.21699199999999763,15,,0,142,q3_square9_h1100_active,[],20154.379880778353,0,0.0,329.65839846666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,129,4944.875977,0.21752820897381753
25,0,True,edge__iid__69,edge__iid,15,15,15,158,0.216349000000001,15,,0,141,q3_square9_h1200_active,[],19305.188119705526,0,0.0,318.0025082,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,129,4770.037623,0.21695491700666025
27,0,True,edge__iid__69,edge__iid,15,15,15,155,0.24350600000000355,15,,0,138,q3_alternating9_active,[],20666.20781184328,0,0.0,334.8161042666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,124,5022.241564,0.24418341601267457
27,0,True,edge__iid__69,edge__iid,15,15,15,155,0.25091799999999864,15,,0,138,q3_alternating9_wide_active,[],19744.691055953026,0,0.0,322.5292141333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,124,4837.938212,0.2513716670218855
19,0,True,edge__iid__70,edge__iid,10,10,10,165,0.1626890000000003,10,,0,153,baseline_peer9_active,[],17895.2584939613,0,0.0,453.4051701,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,140,4534.051701,0.16315595799824223
19,0,True,edge__iid__70,edge__iid,10,10,10,160,0.170774999999999,10,,0,148,q3_square9_h860_active,[],16690.436086418682,0,0.0,426.20872149999997,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,134,4262.087215,0.17113674996653572
19,0,True,edge__iid__70,edge__iid,10,10,10,160,0.177901999999996,10,,0,148,q3_square9_h900_active,[],16695.8383109372,0,0.0,426.31676619999996,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,134,4263.167662,0.17832583404378965
19,0,True,edge__iid__70,edge__iid,10,10,10,160,0.16541300000000092,10,,0,148,q3_square9_h1000_active,[],15982.573002163392,0,0.0,412.0514601,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,134,4120.514601,0.16579224995803088
17,0,True,edge__iid__70,edge__iid,10,10,10,158,0.1447780000000023,10,,0,146,q3_square9_h1100_active,[],16103.601831347585,0,0.0,413.4720368,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,134,4134.720368,0.1450635829824023
16,0,True,edge__iid__70,edge__iid,10,10,10,158,0.14265999999999934,10,,0,146,q3_square9_h1200_active,[],16755.347900505636,0,0.0,426.6069581,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,135,4266.069581,0.14299604098778218
18,0,True,edge__iid__70,edge__iid,10,10,10,165,0.15870899999999466,10,,0,153,q3_alternating9_active,[],16064.452210348276,0,0.0,416.789044,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,140,4167.89044,0.15912954200757667
18,0,True,edge__iid__70,edge__iid,10,10,10,165,0.1629249999999942,10,,0,153,q3_alternating9_wide_active,[],15321.281896066454,0,0.0,401.925638,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",3,70,10,ordinary,9,full_coverage_and_all_discovered_cleared,140,4019.25638,0.16326287505216897
19,0,True,edge__iid__71,edge__iid,12,12,12,149,0.16248099999999965,12,,0,135,baseline_peer9_active,[],16972.650246784513,0,0.0,354.29417083333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,122,4251.53005,0.1627889170194976
24,0,True,edge__iid__71,edge__iid,12,12,12,170,0.22264600000000456,12,,0,156,q3_square9_h860_active,[],19621.4052884559,0,0.0,408.69008808333336,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,4904.281057,0.2230927919736132
23,0,True,edge__iid__71,edge__iid,12,12,12,169,0.2099410000000006,12,,0,155,q3_square9_h900_active,[],19352.912657747092,0,0.0,403.79854408333335,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,4845.582529,0.21053166699130088
23,0,True,edge__iid__71,edge__iid,12,12,12,169,0.21554199999999923,12,,0,155,q3_square9_h1000_active,[],18867.723128751688,0,0.0,395.71205225,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,4748.544627,0.21700854197843
23,0,True,edge__iid__71,edge__iid,12,12,12,169,0.2047939999999997,12,,0,155,q3_square9_h1100_active,[],18428.283391449375,0,0.0,388.3880565833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,4660.656679,0.20532604196341708
20,0,True,edge__iid__71,edge__iid,12,12,12,167,0.1781909999999982,12,,0,153,q3_square9_h1200_active,[],18228.813629369266,0,0.0,384.23022725000004,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,140,4610.762727,0.17861400003312156
21,0,True,edge__iid__71,edge__iid,12,12,12,150,0.18787499999999824,12,,0,136,q3_alternating9_active,[],18852.412674753286,0,0.0,385.956878,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,121,4631.482536,0.1883109170012176
21,0,True,edge__iid__71,edge__iid,12,12,12,150,0.1914069999999981,12,,0,136,q3_alternating9_wide_active,[],18173.033962200672,0,0.0,374.6338993333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",3,71,12,ordinary,9,full_coverage_and_all_discovered_cleared,121,4495.606792,0.19236241601174697
17,0,True,edge__smooth__67,edge__smooth,10,10,10,161,0.14398199999999406,10,,0,149,baseline_peer9_active,[],15678.839022459411,0,0.0,406.87678059999996,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,138,4068.767806,0.1443881660234183
17,0,True,edge__smooth__67,edge__smooth,10,10,10,163,0.14685600000000676,10,,0,151,q3_square9_h860_active,[],17480.167634902948,0,0.0,444.2033527,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4442.033527,0.14717204199405387
17,0,True,edge__smooth__67,edge__smooth,10,10,10,163,0.14709400000000272,10,,0,151,q3_square9_h900_active,[],17286.296164175616,0,0.0,440.32592350000004,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4403.259235,0.14748929196503013
18,0,True,edge__smooth__67,edge__smooth,10,10,10,164,0.1570819999999955,10,,0,152,q3_square9_h1000_active,[],17336.922928734075,0,0.0,441.83845869999993,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4418.384587,0.1574658749741502
18,0,True,edge__smooth__67,edge__smooth,10,10,10,163,0.15634099999999762,10,,0,151,q3_square9_h1100_active,[],17076.202560382895,0,0.0,436.12405129999996,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4361.240513,0.15665929100941867
19,0,True,edge__smooth__67,edge__smooth,10,10,10,164,0.16074499999999858,10,,0,152,q3_square9_h1200_active,[],17148.861921364503,0,0.0,438.0772384,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,141,4380.772384,0.16108395805349573
19,0,True,edge__smooth__67,edge__smooth,10,10,10,166,0.1781000000000006,10,,0,154,q3_alternating9_active,[],16728.913309420353,0,0.0,430.8782663,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,143,4308.782663,0.17902945901732892
19,0,True,edge__smooth__67,edge__smooth,10,10,10,166,0.17154399999999725,10,,0,154,q3_alternating9_wide_active,[],16094.296449550735,0,0.0,418.18592930000005,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",3,67,10,ordinary,9,full_coverage_and_all_discovered_cleared,143,4181.859293,0.1719654580228962
25,0,True,edge__smooth__68,edge__smooth,15,15,15,158,0.22201100000000196,15,,0,141,baseline_peer9_active,[],18745.358682439037,0,0.0,310.4047824666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,4656.071737,0.22243395901750773
28,0,True,edge__smooth__68,edge__smooth,15,15,15,159,0.24726100000000173,15,,0,142,q3_square9_h860_active,[],22046.62566662873,0,0.0,354.62167573333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,125,5319.325136,0.2477895839838311
28,0,True,edge__smooth__68,edge__smooth,15,15,15,159,0.2553359999999998,15,,0,142,q3_square9_h900_active,[],21304.051210247795,0,0.0,344.7206826666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,125,5170.81024,0.2559733330272138
28,0,True,edge__smooth__68,edge__smooth,15,15,15,152,0.2518570000000011,15,,0,135,q3_square9_h1000_active,[],21378.69355740851,0,0.0,342.9159142,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,118,5143.738713,0.25245570798870176
26,0,True,edge__smooth__68,edge__smooth,15,15,15,151,0.22843300000000255,15,,0,134,q3_square9_h1100_active,[],21194.29050198406,0,0.0,340.19054006666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,119,5102.858101,0.22899966698605567
25,0,True,edge__smooth__68,edge__smooth,15,15,15,151,0.21921999999999997,15,,0,134,q3_square9_h1200_active,[],20090.463791324255,0,0.0,325.53951713333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,120,4883.092757,0.21965250000357628
29,0,True,edge__smooth__68,edge__smooth,15,15,15,162,0.2638509999999954,15,,0,145,q3_alternating9_active,[],21735.07103853236,0,0.0,351.60094719999995,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,5274.014208,0.26443020801525563
27,0,True,edge__smooth__68,edge__smooth,15,15,15,161,0.2378569999999982,15,,0,144,q3_alternating9_wide_active,[],20374.98227060716,0,0.0,333.19976353333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,68,15,ordinary,9,full_coverage_and_all_discovered_cleared,128,4997.996453,0.23851916700368747
27,0,True,edge__smooth__69,edge__smooth,15,15,15,164,0.23022999999999882,15,,0,147,baseline_peer9_active,[],18413.524352563854,0,0.0,308.3803249333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,133,4625.704874,0.23074554099002853
30,0,True,edge__smooth__69,edge__smooth,15,15,15,161,0.268061000000003,15,,0,144,q3_square9_h860_active,[],22285.672794501388,0,0.0,358.6089705333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",3,69,15,ordinary,9,full_coverage_and_all_discovered_cleared,127,5379.134558,0.2687027499778196
