active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
0,0,True,0,0,0,0,0,clustered__smooth__155,clustered__smooth,6,0,,14,14,136,1.0,,,base,0,0.029648999999999148,,14,,8,8,False,,,,,False,,0,0,8.229102240875363e-05,,21,0,,,,120,range_area7,,,[],9303.265037205605,0,40.97808817697583,0.0,6,,,,188.9037862142857,"[1, 2, 4, 5, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20]",,,3,,,155,1.0,22,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,114,2644.653007,,,True,0.02964862500084564
0,0,True,0,0,0,0,0,clustered__smooth__155,clustered__smooth,6,0,0,14,14,136,1.0,,,base,0,0.030113000000000056,0,14,,8,8,False,,0,0,0,False,,0,0,8.195900591090322e-05,,21,0,4,,,120,deferred_area7,6,,[],9303.265037205605,0,40.97808817697583,0.0,6,,,0,188.9037862142857,"[1, 2, 4, 5, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20]",0,,3,,,155,1.0,22,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,114,2644.653007,,,True,0.030153582978527993
0,0,True,0,0,0,0,0,clustered__smooth__155,clustered__smooth,6,0,0,14,14,136,1.0,,,base,0,0.030015999999996268,0,14,,8,8,False,,0,0,0,False,,0,0,8.3667051512748e-05,,21,0,4,,,120,lean_deferred_area7,6,,[],9303.265037205605,0,40.97808817697583,0.0,6,,,0,188.9037862142857,"[1, 2, 4, 5, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20]",0,,3,,,155,1.0,22,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,114,2644.653007,,,True,0.03002529201330617
23,0,True,,,,,,clustered__smooth__156,clustered__smooth,13,,,13,13,118,,,,,,0.18439200000000255,,13,,,,,,,,,,,0,,7.79579859226942e-05,,,,,,,103,peer_layout9_proxy,,,[],19487.363502457178,0,,0.0,,,,,350.9594383846154,"[3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20]",,,3,,,156,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,85,4562.472699,,,,0.18449125002371147
3,0,True,0,0,0,0,0,clustered__smooth__156,clustered__smooth,4,,,15,13,115,1.0,,,,,0.018339000000004546,,13,,9,11,False,,,,,,,0,,6.829097401350737e-05,,20,0,,,,98,area_return1_7,,,[],9142.168493535413,0,27.219897009655465,0.0,4,,,,190.95643830769228,"[3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20]",,,3,,,156,,4,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,93,2482.433698,,,True,0.018344042007811368
3,0,True,0,0,0,0,0,clustered__smooth__156,clustered__smooth,4,0,,15,13,115,1.0,,,base,0,0.018312999999999136,,13,,9,11,False,,,,,False,,0,0,7.270800415426493e-05,,20,0,,,,98,range_area7,,,[],9142.168493535413,0,27.219897009655465,0.0,4,,,,190.95643830769228,"[3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20]",,,3,,,156,1.0,4,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,93,2482.433698,,,True,0.018327791010960937
3,0,True,0,0,0,0,0,clustered__smooth__156,clustered__smooth,4,0,0,15,13,115,1.0,,,base,0,0.018686000000002423,0,13,,9,11,False,,0,0,0,False,,0,0,7.704197196289897e-05,,20,0,4,,,98,deferred_area7,7,,[],9142.168493535413,0,27.219897009655465,0.0,4,,,0,190.95643830769228,"[3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20]",0,,3,,,156,1.0,4,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,93,2482.433698,,,True,0.01868537499103695
3,0,True,0,0,0,0,0,clustered__smooth__156,clustered__smooth,4,0,0,15,13,115,1.0,,,base,0,0.0186429999999973,0,13,,9,11,False,,0,0,0,False,,0,0,7.420801557600498e-05,,20,0,4,,,98,lean_deferred_area7,7,,[],9142.168493535413,0,27.219897009655465,0.0,4,,,0,190.95643830769228,"[3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20]",0,,3,,,156,1.0,4,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,93,2482.433698,,,True,0.018686332972720265
22,0,True,,,,,,clustered__adversarial-positive__147,clustered__adversarial-positive,14,,,14,14,122,,,,,,0.1795489999999944,,14,,,,,,,,,,,0,,6.791698979213834e-05,,,,,,,106,peer_layout9_proxy,,,[],18378.178329386556,0,,0.0,,,,,311.9025477857143,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 18, 19, 20]",,,3,,,147,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,91,4366.635669,,,,0.17965745902620256
6,0,True,0,0,0,0,0,clustered__adversarial-positive__147,clustered__adversarial-positive,9,,,16,14,133,1.0,,,,,0.022679999999994038,,14,,5,7,False,,,,,,,0,,6.275001214817166e-05,,21,0,,,,115,area_return1_7,,,[],10197.904113405157,0,88.60257639574657,0.0,9,,,,199.89863,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 18, 19, 20]",,,3,,,147,,14,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,108,2798.58082,,,True,0.022693832986988127
6,0,True,0,0,0,0,0,clustered__adversarial-positive__147,clustered__adversarial-positive,9,0,,16,14,133,1.0,,,base,0,0.022812999999999306,,14,,5,7,False,,,,,False,,0,0,7.554201874881983e-05,,21,0,,,,115,range_area7,,,[],10197.904113405157,0,88.60257639574657,0.0,9,,,,199.89863,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 18, 19, 20]",,,3,,,147,1.0,14,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,108,2798.58082,,,True,0.022850666020531207
6,0,True,0,0,0,0,0,clustered__adversarial-positive__147,clustered__adversarial-positive,9,0,0,16,14,133,1.0,,,base,0,0.022676000000004137,0,14,,5,7,False,,0,0,0,False,,0,0,6.974994903430343e-05,,21,0,4,,,115,deferred_area7,6,,[],10197.904113405157,0,88.60257639574657,0.0,9,,,0,199.89863,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 18, 19, 20]",0,,3,,,147,1.0,14,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,108,2798.58082,,,True,0.022675792046356946
6,0,True,0,0,0,0,0,clustered__adversarial-positive__147,clustered__adversarial-positive,9,0,0,16,14,133,1.0,,,base,0,0.022460999999999842,0,14,,5,7,False,,0,0,0,False,,0,0,7.229199400171638e-05,,21,0,4,,,115,lean_deferred_area7,6,,[],10197.904113405157,0,88.60257639574657,0.0,9,,,0,199.89863,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 18, 19, 20]",0,,3,,,147,1.0,14,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,108,2798.58082,,,True,0.022475333011243492
22,0,True,,,,,,clustered__adversarial-positive__148,clustered__adversarial-positive,13,,,13,13,115,,,,,,0.17845799999999912,,13,,,,,,,,,,,0,,7.041700882837176e-05,,,,,,,100,peer_layout9_proxy,,,[],18694.03808594528,0,,0.0,,,,,337.52366284615385,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",,,3,,,148,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,84,4387.807617,,,,0.17872729199007154
7,0,True,0,0,0,0,0,clustered__adversarial-positive__148,clustered__adversarial-positive,13,,,19,13,147,1.0,,,,,0.028145000000002085,,13,,0,6,False,,,,,,,0,,6.454199319705367e-05,,20,0,,,,126,area_return1_7,,,[],8963.885775301753,0,148.28731360756737,0.0,13,,,,201.90593507692307,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",,,3,,,148,,10,,3,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,119,2624.777156,,,True,0.0281710839481093
7,0,True,0,0,0,0,0,clustered__adversarial-positive__148,clustered__adversarial-positive,13,2,,19,13,145,1.0,,,base,0,0.028216999999997938,,13,,0,6,False,,,,,False,,0,0,8.158403215929866e-05,,20,0,,,,124,range_area7,,,[],8963.885775301753,0,148.28731360756737,0.0,13,,,,200.98285815384617,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",,,3,,,148,1.0,10,,3,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,117,2612.777156,,,True,0.0282418749993667
7,0,True,0,0,0,0,0,clustered__adversarial-positive__148,clustered__adversarial-positive,13,2,2,19,13,145,1.0,,,base,0,0.028546000000005733,0,13,,0,6,False,,2,0,2,False,,0,0,8.862500544637442e-05,,20,0,4,,,124,deferred_area7,7,,[],8963.885775301753,0,148.28731360756737,0.0,13,,,0,200.98285815384617,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",0,,3,,,148,1.0,10,,3,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,117,2612.777156,,,True,0.02857016702182591
7,0,True,0,0,0,0,0,clustered__adversarial-positive__148,clustered__adversarial-positive,13,2,2,19,13,145,1.0,,,base,0,0.02807200000000165,0,13,,0,6,False,,2,0,2,False,,0,0,9.183300426229835e-05,,20,0,4,,,124,lean_deferred_area7,7,,[],8963.885775301753,0,148.28731360756737,0.0,13,,,0,200.98285815384617,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",0,,3,,,148,1.0,10,,3,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,117,2612.777156,,,True,0.02807187504367903
17,0,True,,,,,,clustered__adversarial-positive__149,clustered__adversarial-positive,10,,,10,10,134,,,,,,0.13413099999999645,,10,,,,,,,,,,,0,,7.370900129899383e-05,,,,,,,122,peer_layout9_proxy,,,[],14382.273589762079,0,,0.0,,,,,364.4454719,"[1, 3, 4, 5, 9, 10, 13, 15, 17, 18]",,,3,,,149,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,108,3644.454719,,,,0.13423854199936613
5,0,True,0,0,0,0,0,clustered__adversarial-positive__149,clustered__adversarial-positive,7,,,14,10,119,1.0,,,,,0.017936999999996317,,10,,3,7,False,,,,,,,0,,6.712495815008879e-05,,17,0,,,,103,area_return1_7,,,[],8573.559719018991,0,74.41916786392616,0.0,7,,,,238.7711944,"[1, 3, 4, 5, 9, 10, 13, 15, 17, 18]",,,3,,,149,,8,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,96,2387.711944,,,True,0.01795308297732845
5,0,True,0,0,0,0,0,clustered__adversarial-positive__149,clustered__adversarial-positive,7,0,,14,10,119,1.0,,,base,0,0.018056000000001404,,10,,3,7,False,,,,,False,,0,0,6.854103412479162e-05,,17,0,,,,103,range_area7,,,[],8573.559719018991,0,74.41916786392616,0.0,7,,,,238.7711944,"[1, 3, 4, 5, 9, 10, 13, 15, 17, 18]",,,3,,,149,1.0,8,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,96,2387.711944,,,True,0.018056333006825298
5,0,True,0,0,0,0,0,clustered__adversarial-positive__149,clustered__adversarial-positive,7,0,0,14,10,119,1.0,,,base,0,0.018630999999999176,0,10,,3,7,False,,0,0,0,False,,0,0,6.858300184831023e-05,,17,0,4,,,103,deferred_area7,10,,[],8573.559719018991,0,74.41916786392616,0.0,7,,,0,238.7711944,"[1, 3, 4, 5, 9, 10, 13, 15, 17, 18]",0,,3,,,149,1.0,8,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,96,2387.711944,,,True,0.018709167023189366
5,0,True,0,0,0,0,0,clustered__adversarial-positive__149,clustered__adversarial-positive,7,0,0,14,10,119,1.0,,,base,0,0.017893000000000825,0,10,,3,7,False,,0,0,0,False,,0,0,7.50409672036767e-05,,17,0,4,,,103,lean_deferred_area7,10,,[],8573.559719018991,0,74.41916786392616,0.0,7,,,0,238.7711944,"[1, 3, 4, 5, 9, 10, 13, 15, 17, 18]",0,,3,,,149,1.0,8,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,96,2387.711944,,,True,0.017893125012051314
27,0,True,,,,,,clustered__adversarial-positive__150,clustered__adversarial-positive,16,,,16,16,166,,,,,,0.23236699999999644,,16,,,,,,,,,,,0,,6.150000263005495e-05,,,,,,,148,peer_layout9_proxy,,,[],15993.57566904356,0,,0.0,,,,,259.5446959375,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",,,3,,,150,,,,,,,16,ordinary,8,public_upper_bound_16,134,4152.715135,,,,0.23252287495415658
5,0,True,0,0,0,0,0,clustered__adversarial-positive__150,clustered__adversarial-positive,11,,,16,16,148,1.0,,,,,0.027124000000000592,,16,,5,5,False,,,,,,,0,,8.504197467118502e-05,,23,0,,,,130,area_return1_7,,,[],11307.479260467266,0,108.63165413433157,0.0,11,,,,194.7184908125,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",,,3,,,150,,20,,0,,,16,ordinary,7,public_upper_bound_16,124,3115.495853,,,True,0.027132707997225225
5,0,True,0,0,0,0,0,clustered__adversarial-positive__150,clustered__adversarial-positive,11,0,,16,16,148,1.0,,,base,0,0.027161999999997022,,16,,5,5,False,,,,,False,,0,0,8.441600948572159e-05,,23,0,,,,130,range_area7,,,[],11307.479260467266,0,108.63165413433157,0.0,11,,,,194.7184908125,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",,,3,,,150,1.0,20,,0,,,16,ordinary,7,public_upper_bound_16,124,3115.495853,,,True,0.027222667005844414
5,0,True,0,0,0,0,0,clustered__adversarial-positive__150,clustered__adversarial-positive,11,0,0,16,16,148,1.0,,,base,0,0.027346000000001425,0,16,,5,5,False,,0,0,0,False,,0,0,8.216698188334703e-05,,23,0,4,,,130,deferred_area7,9,,[],11307.479260467266,0,108.63165413433157,0.0,11,,,0,194.7184908125,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",0,,3,,,150,1.0,20,,0,,,16,ordinary,7,public_upper_bound_16,124,3115.495853,,,True,0.027347999974153936
5,0,True,0,0,0,0,0,clustered__adversarial-positive__150,clustered__adversarial-positive,11,0,0,16,16,148,1.0,,,base,0,0.026972999999998137,0,16,,5,5,False,,0,0,0,False,,0,0,8.43749730847776e-05,,23,0,4,,,130,lean_deferred_area7,9,,[],11307.479260467266,0,108.63165413433157,0.0,11,,,0,194.7184908125,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]",0,,3,,,150,1.0,20,,0,,,16,ordinary,7,public_upper_bound_16,124,3115.495853,,,True,0.026973499974701554
22,0,True,,,,,,clustered__adversarial-positive__151,clustered__adversarial-positive,15,,,15,15,125,,,,,,0.16765100000000643,,15,,,,,,,,,,,0,,7.270800415426493e-05,,,,,,,108,peer_layout9_proxy,,,[],19650.56866056703,0,,0.0,,,,,309.34091573333336,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,151,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,95,4640.113736,,,,0.16780616698088124
6,0,True,0,0,0,0,0,clustered__adversarial-positive__151,clustered__adversarial-positive,14,,,17,15,136,1.0,,,,,0.029077999999998383,,15,,1,3,False,,,,,,,0,,6.787496386095881e-05,,22,0,,,,117,area_return1_7,,,[],10220.717747595305,0,119.8909669660836,0.0,14,,,,187.94290326666666,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,151,,21,,19,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,109,2819.143549,,,True,0.029085790971294045
6,0,True,0,0,0,0,0,clustered__adversarial-positive__151,clustered__adversarial-positive,14,8,,17,15,128,1.0,,,base,0,0.029175999999999647,,15,,1,3,False,,,,,False,,0,0,7.616699440404773e-05,,22,0,,,,109,range_area7,,,[],10220.717747595305,0,119.8909669660836,0.0,14,,,,184.67623659999998,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,151,1.0,21,,19,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,100,2770.143549,,,True,0.029187625041231513
6,0,True,0,0,0,0,0,clustered__adversarial-positive__151,clustered__adversarial-positive,14,8,8,17,15,128,1.0,,,base,0,0.03001700000000085,0,15,,1,3,False,,8,0,8,False,,0,0,8.73330282047391e-05,,22,0,4,,,109,deferred_area7,5,,[],10220.717747595305,0,119.8909669660836,0.0,14,,,0,184.74290326666667,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,,,151,1.0,21,,19,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,101,2771.143549,,,True,0.030125625024084002
6,0,True,0,0,0,0,0,clustered__adversarial-positive__151,clustered__adversarial-positive,14,8,8,17,15,128,1.0,,,base,0,0.02896599999999694,0,15,,1,3,False,,8,0,8,False,,0,0,9.487499482929707e-05,,22,0,4,,,109,lean_deferred_area7,5,,[],10220.717747595305,0,119.8909669660836,0.0,14,,,0,184.74290326666667,"[2, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,,,151,1.0,21,,19,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,101,2771.143549,,,True,0.028994540974963456
24,0,True,,,,,,clustered__adversarial-positive__152,clustered__adversarial-positive,16,,,16,16,94,,,,,,0.19191000000000003,,16,,,,,,,,,,,0,,6.929202936589718e-05,,,,,,,76,peer_layout9_proxy,,,[],14956.136235125197,0,,0.0,,,,,219.8267028125,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,,3,,,152,,,,,,,16,ordinary,4,public_upper_bound_16,66,3517.227245,,,,0.19204679201357067
8,0,True,0,0,0,0,0,clustered__adversarial-positive__152,clustered__adversarial-positive,12,,,19,16,111,1.0,,,,,0.029977000000002363,,16,,4,7,False,,,,,,,0,,6.620801286771894e-05,,20,3,,,,90,area_return1_7,,,[],7345.268427487882,0,98.38364697768813,0.0,12,,,,130.75335525,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,,3,,,152,,31,,0,,,16,ordinary,4,public_upper_bound_16,84,2092.053684,,,True,0.02998245897470042
8,0,True,0,0,0,0,0,clustered__adversarial-positive__152,clustered__adversarial-positive,12,0,,19,16,111,1.0,,,base,0,0.030105999999996413,,16,,4,7,False,,,,,False,,0,0,6.762502016499639e-05,,20,3,,,,90,range_area7,,,[],7345.268427487882,0,98.38364697768813,0.0,12,,,,130.75335525,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",,,3,,,152,1.0,31,,0,,,16,ordinary,4,public_upper_bound_16,84,2092.053684,,,True,0.030162957962602377
8,0,True,0,0,0,0,0,clustered__adversarial-positive__152,clustered__adversarial-positive,12,0,0,19,16,111,1.0,,,base,0,0.03062500000000057,0,16,,4,7,False,,0,0,0,False,,0,0,9.558297460898757e-05,,20,3,4,,,90,deferred_area7,6,,[],7345.268427487882,0,98.38364697768813,0.0,12,,,0,130.75335525,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",0,,3,,,152,1.0,31,,0,,,16,ordinary,4,public_upper_bound_16,84,2092.053684,,,True,0.030844125023577362
8,0,True,0,0,0,0,0,clustered__adversarial-positive__152,clustered__adversarial-positive,12,0,0,19,16,111,1.0,,,base,0,0.030072999999994465,0,16,,4,7,False,,0,0,0,False,,0,0,8.904101559892297e-05,,20,3,4,,,90,lean_deferred_area7,6,,[],7345.268427487882,0,98.38364697768813,0.0,12,,,0,130.75335525,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 19, 20]",0,,3,,,152,1.0,31,,0,,,16,ordinary,4,public_upper_bound_16,84,2092.053684,,,True,0.03010270796949044
24,0,True,,,,,,clustered__adversarial-positive__153,clustered__adversarial-positive,13,,,13,13,168,,,,,,0.19667000000000456,,13,,,,,,,,,,,0,,6.691599264740944e-05,,,,,,,153,peer_layout9_proxy,,,[],20556.421608374447,0,,0.0,,,,,390.6372556153846,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,,3,,,153,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,137,5078.284323,,,,0.19684250000864267
6,0,True,0,0,0,0,0,clustered__adversarial-positive__153,clustered__adversarial-positive,10,,,15,13,109,1.0,,,,,0.021357000000001847,,13,,3,5,False,,,,,,,0,,7.958302740007639e-05,,20,0,,,,92,area_return1_7,,,[],10618.529375825181,0,105.61263038302823,0.0,10,,,,210.97737492307695,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,,3,,,153,,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,88,2742.705874,,,True,0.021357916994020343
6,0,True,0,0,0,0,0,clustered__adversarial-positive__153,clustered__adversarial-positive,10,0,,15,13,109,1.0,,,base,0,0.02167299999999983,,13,,3,5,False,,,,,False,,0,0,6.383296567946672e-05,,20,0,,,,92,range_area7,,,[],10618.529375825181,0,105.61263038302823,0.0,10,,,,210.97737492307695,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",,,3,,,153,1.0,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,88,2742.705874,,,True,0.021769874962046742
6,0,True,0,0,0,0,0,clustered__adversarial-positive__153,clustered__adversarial-positive,10,0,0,15,13,109,1.0,,,base,0,0.021687999999997487,0,13,,3,5,False,,0,0,0,False,,0,0,6.583402864634991e-05,,20,0,4,,,92,deferred_area7,7,,[],10618.529375825181,0,105.61263038302823,0.0,10,,,0,210.97737492307695,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",0,,3,,,153,1.0,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,88,2742.705874,,,True,0.021693916991353035
6,0,True,0,0,0,0,0,clustered__adversarial-positive__153,clustered__adversarial-positive,10,0,0,15,13,109,1.0,,,base,0,0.02159799999999734,0,13,,3,5,False,,0,0,0,False,,0,0,6.604194641113281e-05,,20,0,4,,,92,lean_deferred_area7,7,,[],10618.529375825181,0,105.61263038302823,0.0,10,,,0,210.97737492307695,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18]",0,,3,,,153,1.0,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,88,2742.705874,,,True,0.02159754204330966
19,0,True,,,,,,clustered__adversarial-positive__154,clustered__adversarial-positive,11,,,11,11,184,,,,,,0.16018900000000258,,11,,,,,,,,,,,0,,6.024999311193824e-05,,,,,,,171,peer_layout9_proxy,,,[],14770.415379256337,0,,0.0,,,,,365.64391590909094,"[1, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18]",,,3,,,154,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,158,4022.083075,,,,0.16030204202979803
5,0,True,0,0,0,0,0,clustered__adversarial-positive__154,clustered__adversarial-positive,5,,,13,11,164,1.0,,,,,0.022894000000000858,,11,,6,8,False,,,,,,,0,,7.833295967429876e-05,,18,0,,,,149,area_return1_7,,,[],9582.621618827192,0,43.53577553950401,0.0,5,,,,260.13857481818184,"[1, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18]",,,3,,,154,,21,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,139,2861.524323,,,True,0.022935417015105486
5,0,True,0,0,0,0,0,clustered__adversarial-positive__154,clustered__adversarial-positive,5,0,,13,11,164,1.0,,,base,0,0.022882000000002733,,11,,6,8,False,,,,,False,,0,0,8.512497879564762e-05,,18,0,,,,149,range_area7,,,[],9582.621618827192,0,43.53577553950401,0.0,5,,,,260.13857481818184,"[1, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18]",,,3,,,154,1.0,21,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,139,2861.524323,,,True,0.022882791992742568
5,0,True,0,0,0,0,0,clustered__adversarial-positive__154,clustered__adversarial-positive,5,0,0,13,11,164,1.0,,,base,0,0.023420999999999026,0,11,,6,8,False,,0,0,0,False,,0,0,8.37499974295497e-05,,18,0,4,,,149,deferred_area7,9,,[],9582.621618827192,0,43.53577553950401,0.0,5,,,0,260.13857481818184,"[1, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18]",0,,3,,,154,1.0,21,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,139,2861.524323,,,True,0.023439584008883685
5,0,True,0,0,0,0,0,clustered__adversarial-positive__154,clustered__adversarial-positive,5,0,0,13,11,164,1.0,,,base,0,0.023211000000003423,0,11,,6,8,False,,0,0,0,False,,0,0,8.425000123679638e-05,,18,0,4,,,149,lean_deferred_area7,9,,[],9582.621618827192,0,43.53577553950401,0.0,5,,,0,260.13857481818184,"[1, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18]",0,,3,,,154,1.0,21,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,139,2861.524323,,,True,0.023283416987396777
21,0,True,,,,,,clustered__adversarial-positive__155,clustered__adversarial-positive,14,,,14,14,105,,,,,,0.15138499999999766,,14,,,,,,,,,,,0,,7.97079992480576e-05,,,,,,,89,peer_layout9_proxy,,,[],18912.37243772812,0,,0.0,,,,,312.2481778571428,"[1, 2, 4, 5, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20]",,,3,,,155,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,74,4371.47449,,,,0.1515040840022266
7,0,True,0,0,0,0,0,clustered__adversarial-positive__155,clustered__adversarial-positive,13,,,21,14,158,1.0,,,,,0.039039999999999964,,14,,1,8,False,,,,,,,0,,6.520905299112201e-05,,21,0,,,,135,area_return1_7,,,[],9387.662291951374,0,94.16470730015162,0.0,13,,,,198.03803271428572,"[1, 2, 4, 5, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20]",,,3,,,155,,28,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,129,2772.532458,,,True,0.03905420802766457
