active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,role,seed,sources,split,stations_visited,stop_reason,switches,task,total_virtual_s,wall_s
16,0,True,clustered__adversarial-negative__57,clustered__adversarial-negative,10,10,10,245,0.2744369999999918,10,,0,233,two_opt,[],39022.32844746447,0,0.0,923.0465689,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9230.465689,0.28183212503790855
26,0,True,clustered__adversarial-negative__58,clustered__adversarial-negative,14,14,14,216,0.4093900000000019,14,,0,200,two_opt,[],44406.35008162126,0,0.0,723.0192866428571,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,171,q3_active,10122.270013,0.41351137502351776
26,0,True,clustered__adversarial-negative__58,clustered__adversarial-negative,14,14,14,216,0.40501900000001,14,,0,200,two_opt,[],44406.35008162126,0,0.0,723.0192866428571,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,171,q3_active,10122.270013,0.40984162501990795
21,0,True,clustered__adversarial-negative__59,clustered__adversarial-negative,11,11,11,249,0.3296500000000009,11,,0,236,two_opt,[],42744.01200219226,0,0.0,908.6184000000001,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9994.8024,0.33177275001071393
21,0,True,clustered__adversarial-negative__59,clustered__adversarial-negative,11,11,11,249,0.32594600000000185,11,,0,236,two_opt,[],42744.01200219226,0,0.0,908.6184000000001,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9994.8024,0.3285888330428861
20,0,True,clustered__adversarial-negative__60,clustered__adversarial-negative,12,12,12,232,0.3008779999999973,12,,0,218,two_opt,[],40580.52618117477,0,0.0,788.3421028333333,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,194,q3_active,9460.105234,0.30281775002367795
20,0,True,clustered__adversarial-negative__60,clustered__adversarial-negative,12,12,12,232,0.3144450000000063,12,,0,218,two_opt,[],40580.52618117477,0,0.0,788.3421028333333,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,194,q3_active,9460.105234,0.31940954097080976
22,0,True,clustered__adversarial-negative__61,clustered__adversarial-negative,13,13,13,207,0.35291999999999746,13,,0,192,two_opt,[],43942.593222451585,0,0.0,767.7322031538462,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,167,q3_active,9980.518641,0.362388750014361
22,0,True,clustered__adversarial-negative__61,clustered__adversarial-negative,13,13,13,207,0.3333370000000002,13,,0,192,two_opt,[],43942.593222451585,0,0.0,767.7322031538462,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,167,q3_active,9980.518641,0.3424174999818206
23,0,True,clustered__adversarial-negative__62,clustered__adversarial-negative,14,14,14,251,0.3949750000000023,14,,0,235,two_opt,[],45436.94808884343,0,0.0,753.0278297857143,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,210,q3_active,10542.389617,0.4124612919986248
23,0,True,clustered__adversarial-negative__62,clustered__adversarial-negative,14,14,14,251,0.39735500000000457,14,,0,235,two_opt,[],45436.94808884343,0,0.0,753.0278297857143,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,210,q3_active,10542.389617,0.4180387499509379
22,0,True,clustered__adversarial-negative__63,clustered__adversarial-negative,13,13,13,283,0.376339999999999,13,,0,268,two_opt,[],43252.84898639197,0,0.0,792.2745996153845,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,244,q3_active,10299.569795,0.38383779203286394
22,0,True,clustered__adversarial-negative__63,clustered__adversarial-negative,13,13,13,283,0.36989100000000974,13,,0,268,two_opt,[],43252.84898639197,0,0.0,792.2745996153845,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,244,q3_active,10299.569795,0.3723344590398483
22,0,True,clustered__adversarial-negative__64,clustered__adversarial-negative,13,13,13,187,0.340131999999997,13,,0,172,two_opt,[],42854.73035002997,0,0.0,741.6881591538461,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,146,q3_active,9641.946069,0.3504591250093654
22,0,True,clustered__adversarial-negative__64,clustered__adversarial-negative,13,13,13,187,0.3644699999999972,13,,0,172,two_opt,[],42854.73035002997,0,0.0,741.6881591538461,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,146,q3_active,9641.946069,0.37355337501503527
16,0,True,clustered__adversarial-negative__65,clustered__adversarial-negative,13,13,13,230,0.27528100000000677,13,,0,215,two_opt,[],39530.91547849795,0,0.0,711.0910073846154,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,198,q3_active,9244.183096,0.28437116695567966
16,0,True,clustered__adversarial-negative__65,clustered__adversarial-negative,13,13,13,230,0.2550979999999896,13,,0,215,two_opt,[],39530.91547849795,0,0.0,711.0910073846154,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,198,q3_active,9244.183096,0.2614206669968553
18,0,True,clustered__adversarial-negative__66,clustered__adversarial-negative,10,10,10,275,0.3131649999999979,10,,0,263,two_opt,[],38677.71706624362,0,0.0,933.8543414,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,238,q3_active,9338.543414,0.32299445796525106
18,0,True,clustered__adversarial-negative__66,clustered__adversarial-negative,10,10,10,275,0.30130200000000684,10,,0,263,two_opt,[],38677.71706624362,0,0.0,933.8543414,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",selected,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,238,q3_active,9338.543414,0.30660766700748354
16,0,True,clustered__adversarial-spatial__57,clustered__adversarial-spatial,10,10,10,245,0.24992199999999798,10,,0,233,two_opt,[],39012.090165810405,0,0.0,922.8418033,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9228.418033,0.25376629194943234
16,0,True,clustered__adversarial-spatial__57,clustered__adversarial-spatial,10,10,10,245,0.2539040000000057,10,,0,233,two_opt,[],39012.090165810405,0,0.0,922.8418033,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9228.418033,0.25702291703782976
26,0,True,clustered__adversarial-spatial__58,clustered__adversarial-spatial,14,14,14,216,0.4348839999999967,14,,0,200,two_opt,[],44727.17443062564,0,0.0,727.5310632857143,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,170,q3_active,10185.434886,0.44688699999824166
26,0,True,clustered__adversarial-spatial__58,clustered__adversarial-spatial,14,14,14,216,0.42321800000000565,14,,0,200,two_opt,[],44727.17443062564,0,0.0,727.5310632857143,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,170,q3_active,10185.434886,0.43073208298301324
20,0,True,clustered__adversarial-spatial__59,clustered__adversarial-spatial,11,11,11,248,0.3321109999999976,11,,0,235,two_opt,[],42186.85043511879,0,0.0,898.0336439090909,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9878.370083,0.33744466700591147
20,0,True,clustered__adversarial-spatial__59,clustered__adversarial-spatial,11,11,11,248,0.34758999999999673,11,,0,235,two_opt,[],42186.85043511879,0,0.0,898.0336439090909,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9878.370083,0.3523031249642372
20,0,True,clustered__adversarial-spatial__60,clustered__adversarial-spatial,12,12,12,232,0.3511220000000037,12,,0,218,two_opt,[],41189.85135093244,0,0.0,798.4975225,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,194,q3_active,9581.97027,0.35599654202815145
20,0,True,clustered__adversarial-spatial__60,clustered__adversarial-spatial,12,12,12,232,0.34842100000000187,12,,0,218,two_opt,[],41189.85135093244,0,0.0,798.4975225,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,194,q3_active,9581.97027,0.36051816696999595
22,0,True,clustered__adversarial-spatial__61,clustered__adversarial-spatial,13,13,13,207,0.3629160000000127,13,,0,192,two_opt,[],41906.512147995716,0,0.0,736.4078791538461,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,167,q3_active,9573.302429,0.36699591600336134
22,0,True,clustered__adversarial-spatial__61,clustered__adversarial-spatial,13,13,13,207,0.34535999999999945,13,,0,192,two_opt,[],41906.512147995716,0,0.0,736.4078791538461,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,167,q3_active,9573.302429,0.3508995409938507
23,0,True,clustered__adversarial-spatial__62,clustered__adversarial-spatial,14,14,14,251,0.3727559999999954,14,,0,235,two_opt,[],45673.175817633135,0,0.0,756.4025115714286,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,210,q3_active,10589.635162,0.37916233396390453
23,0,True,clustered__adversarial-spatial__62,clustered__adversarial-spatial,14,14,14,251,0.34759400000000085,14,,0,235,two_opt,[],45673.175817633135,0,0.0,756.4025115714286,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,210,q3_active,10589.635162,0.35017033299664035
22,0,True,clustered__adversarial-spatial__63,clustered__adversarial-spatial,13,13,13,283,0.3672779999999989,13,,0,268,two_opt,[],43306.327340339085,0,0.0,793.0973437692307,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,244,q3_active,10310.265469,0.37385433400049806
22,0,True,clustered__adversarial-spatial__63,clustered__adversarial-spatial,13,13,13,283,0.3678819999999945,13,,0,268,two_opt,[],43306.327340339085,0,0.0,793.0973437692307,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,244,q3_active,10310.265469,0.3721549999900162
22,0,True,clustered__adversarial-spatial__64,clustered__adversarial-spatial,13,13,13,187,0.3537510000000026,13,,0,172,two_opt,[],43489.675738829756,0,0.0,751.4565496153846,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,146,q3_active,9768.935145,0.3560839170240797
22,0,True,clustered__adversarial-spatial__64,clustered__adversarial-spatial,13,13,13,187,0.33609500000000025,13,,0,172,two_opt,[],43489.675738829756,0,0.0,751.4565496153846,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,146,q3_active,9768.935145,0.338091625017114
17,0,True,clustered__adversarial-spatial__65,clustered__adversarial-spatial,13,13,13,231,0.25731700000000046,13,,0,216,two_opt,[],39283.51841487406,0,0.0,707.6695139999999,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,198,q3_active,9199.703682,0.2600140830036253
17,0,True,clustered__adversarial-spatial__65,clustered__adversarial-spatial,13,13,13,231,0.26843999999999824,13,,0,216,two_opt,[],39283.51841487406,0,0.0,707.6695139999999,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,198,q3_active,9199.703682,0.27155562496045604
18,0,True,clustered__adversarial-spatial__66,clustered__adversarial-spatial,10,10,10,275,0.27533499999999833,10,,0,263,two_opt,[],39110.15431883949,0,0.0,942.6030865,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9426.030865,0.27783170802285895
18,0,True,clustered__adversarial-spatial__66,clustered__adversarial-spatial,10,10,10,275,0.2817880000000059,10,,0,263,two_opt,[],39110.15431883949,0,0.0,942.6030865,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",selected,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9426.030865,0.2837235840270296
22,0,True,uniform__iid__57,uniform__iid,10,10,10,391,0.5374460000000028,10,,0,379,two_opt,[],44302.823141949964,0,0.0,1114.3564628,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,31,full_coverage_and_all_discovered_cleared,338,q4_active,11143.564628,0.5426492089754902
20,0,True,uniform__iid__57,uniform__iid,10,10,10,355,0.49023400000000095,10,,0,343,fireworks,[],43531.66126400831,0,0.0,1077.5332253000001,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,31,full_coverage_and_all_discovered_cleared,304,q4_active,10775.332253,0.5006505839992315
24,4,True,uniform__iid__58,uniform__iid,10,247,14,541,0.5699310000000111,14,,0,292,two_opt,[],54071.155854958946,233,19.19143225124513,950.0165128571429,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,31,full_coverage_and_all_discovered_cleared,257,q4_active,13300.23118,0.5742616250063293
26,2,True,uniform__iid__58,uniform__iid,12,73,14,349,0.6121259999999893,14,,0,274,fireworks,[],49463.90537347943,59,19.187421572587485,839.1272182857143,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,31,full_coverage_and_all_discovered_cleared,238,q4_active,11747.781056,0.6170006250031292
27,1,True,uniform__iid__59,uniform__iid,10,31,11,413,0.7083630000000056,11,,0,380,two_opt,[],46575.06269420543,20,17.141179698107766,1060.8193217272726,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,31,full_coverage_and_all_discovered_cleared,339,q4_active,11669.012539,0.716146958002355
25,2,True,uniform__iid__59,uniform__iid,9,45,11,405,0.5875860000000017,11,,0,358,fireworks,[],47127.92788608969,34,19.17716851855128,1062.9623255454544,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,31,full_coverage_and_all_discovered_cleared,320,q4_active,11692.585581,0.5935717920074239
22,4,True,uniform__iid__60,uniform__iid,8,36,12,432,0.5073900000000009,12,,0,394,two_opt,[],43835.20584764713,24,19.076599342110544,935.9200979166667,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,31,full_coverage_and_all_discovered_cleared,362,q4_active,11231.041175,0.5101286669960245
24,4,True,uniform__iid__60,uniform__iid,8,35,12,353,0.5627119999999906,12,,0,316,fireworks,[],41786.09945718753,23,18.282708970306587,862.1849914166668,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,31,full_coverage_and_all_discovered_cleared,280,q4_active,10346.219897,0.5725020410027355
23,3,True,uniform__iid__61,uniform__iid,10,37,13,377,0.5620109999999983,13,,0,338,two_opt,[],45456.16777114496,24,19.259445654912888,863.1718115384616,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,31,full_coverage_and_all_discovered_cleared,303,q4_active,11221.23355,0.5932820409652777
26,4,True,uniform__iid__61,uniform__iid,9,37,13,343,0.6315759999999955,13,,0,304,fireworks,[],45081.129408187204,24,19.259445654912888,841.4789136153847,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,31,full_coverage_and_all_discovered_cleared,266,q4_active,10939.225877,0.6947762090130709
31,4,True,uniform__iid__62,uniform__iid,10,75,14,410,0.7287299999999988,14,,0,333,two_opt,[],50349.08018984377,61,19.176787350397692,877.2725739285714,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,31,full_coverage_and_all_discovered_cleared,294,q4_active,12281.816035,0.7377302090171725
24,6,True,uniform__iid__62,uniform__iid,8,168,14,455,0.5523689999999988,14,,0,285,fireworks,[],52676.29168191109,154,19.191471967921093,910.2327384285715,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,31,full_coverage_and_all_discovered_cleared,251,q4_active,12743.258338,0.565402209002059
25,3,True,uniform__iid__63,uniform__iid,10,89,13,422,0.6223099999999988,13,,0,331,two_opt,[],46421.82809200691,76,19.17663314301835,886.7973555384615,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,31,full_coverage_and_all_discovered_cleared,296,q4_active,11528.365622,0.62568741600262
20,5,True,uniform__iid__63,uniform__iid,8,106,13,413,0.47627399999998943,13,,0,305,fireworks,[],49707.788946484834,93,19.187185855140953,929.5813686923077,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,31,full_coverage_and_all_discovered_cleared,274,q4_active,12084.557793,0.48157991701737046
26,4,True,uniform__iid__64,uniform__iid,9,59,13,359,0.57886400000001,13,,0,298,two_opt,[],49110.96107551592,46,19.185365100236552,905.860940076923,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,31,full_coverage_and_all_discovered_cleared,261,q4_active,11776.192221,0.5818525420036167
30,4,True,uniform__iid__64,uniform__iid,9,38,13,340,0.7304089999999945,13,,0,300,fireworks,[],47350.025628948926,25,19.185365100236552,874.5388563846154,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,31,full_coverage_and_all_discovered_cleared,259,q4_active,11369.005133,0.7435642079799436
26,1,True,uniform__iid__65,uniform__iid,12,44,13,389,0.6156150000000054,13,,0,343,two_opt,[],49974.96078211912,31,18.476003865857496,936.5378587692308,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,31,full_coverage_and_all_discovered_cleared,307,q4_active,12174.992164,0.6232936250162311
22,4,True,uniform__iid__65,uniform__iid,9,251,13,541,0.5290339999999958,13,,0,288,fireworks,[],54337.39546085582,238,19.19148040547165,1026.1906981538461,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,31,full_coverage_and_all_discovered_cleared,254,q4_active,13340.479076,0.5386284579872154
26,1,True,uniform__iid__66,uniform__iid,9,10,10,398,0.7504950000000008,10,,0,386,two_opt,[],44039.30002680598,0,0.0,1113.1860006000002,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,31,full_coverage_and_all_discovered_cleared,344,q4_active,11131.860006,0.8527556660119444
25,3,True,uniform__iid__66,uniform__iid,7,17,10,383,0.6625059999999934,10,,0,364,fireworks,[],46020.340539122306,7,19.191461290927855,1141.6068109,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",selected,66,10,confirmation,31,full_coverage_and_all_discovered_cleared,321,q4_active,11416.068109,0.6771017920109443
21,1,True,uniform__smooth__57,uniform__smooth,9,11,10,391,0.5262010000000004,10,,0,378,two_opt,[],43563.673574245695,1,12.367622942996926,1099.3734714,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,31,full_coverage_and_all_discovered_cleared,338,q4_active,10993.734714,0.5340526669751853
21,2,True,uniform__smooth__57,uniform__smooth,8,11,10,357,0.5458449999999999,10,,0,344,fireworks,[],42793.404744295476,1,12.367622942996926,1063.5680948,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,31,full_coverage_and_all_discovered_cleared,304,q4_active,10635.680948,0.5822390830144286
21,5,True,uniform__smooth__58,uniform__smooth,9,120,14,411,0.5588359999999994,14,,0,289,two_opt,[],50943.292429256166,106,19.191471029010376,877.0470363571429,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,31,full_coverage_and_all_discovered_cleared,257,q4_active,12278.658509,0.5721787920338102
24,4,True,uniform__smooth__58,uniform__smooth,10,101,14,375,0.6385269999999963,14,,0,272,fireworks,[],50202.72475105332,87,19.191471029010376,854.9674976428571,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,31,full_coverage_and_all_discovered_cleared,238,q4_active,11969.544967,0.6589088750188239
25,1,True,uniform__smooth__59,uniform__smooth,10,31,11,411,0.6753789999999924,11,,0,378,two_opt,[],47554.83250991014,20,17.081727239816157,1077.724228090909,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,31,full_coverage_and_all_discovered_cleared,339,q4_active,11854.966509,0.700738999992609
24,1,True,uniform__smooth__59,uniform__smooth,10,31,11,390,0.564062000000007,11,,0,357,fireworks,[],43868.09113339782,20,17.081727239816157,999.4198395454546,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,31,full_coverage_and_all_discovered_cleared,320,q4_active,10993.618235,0.567559041955974
23,4,True,uniform__smooth__60,uniform__smooth,8,34,12,431,0.5993820000000056,12,,0,395,two_opt,[],43097.60481791355,22,19.079206242307997,923.54341375,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,31,full_coverage_and_all_discovered_cleared,362,q4_active,11082.520965,0.6248022500076331
23,4,True,uniform__smooth__60,uniform__smooth,8,33,12,350,0.5404819999999972,12,,0,315,fireworks,[],41072.896105921915,21,18.296399365051464,849.3816021666667,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,31,full_coverage_and_all_discovered_cleared,280,q4_active,10192.579226,0.5477491250494495
23,3,True,uniform__smooth__61,uniform__smooth,10,36,13,376,0.5384899999999959,13,,0,338,two_opt,[],44759.20310997439,23,19.191486809140805,852.2185093846153,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,31,full_coverage_and_all_discovered_cleared,303,q4_active,11078.840622,0.547125542012509
25,4,True,uniform__smooth__61,uniform__smooth,9,36,13,341,0.6350050000000067,13,,0,303,fireworks,[],45553.82014062319,23,19.191486809140805,848.1356944615384,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,31,full_coverage_and_all_discovered_cleared,266,q4_active,11025.764028,0.6505468750256114
30,4,True,uniform__smooth__62,uniform__smooth,10,67,14,401,0.739333000000002,14,,0,332,two_opt,[],51415.466747186256,53,19.17730609877409,890.5066684285714,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,31,full_coverage_and_all_discovered_cleared,295,q4_active,12467.093358,0.7512551250401884
25,4,True,uniform__smooth__62,uniform__smooth,10,124,14,412,0.5591079999999948,14,,0,286,fireworks,[],48819.336895498316,110,19.191400332123496,846.1333843571429,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,31,full_coverage_and_all_discovered_cleared,252,q4_active,11845.867381,0.5653964999946766
24,4,True,uniform__smooth__63,uniform__smooth,9,170,13,502,0.5780850000000015,13,,0,330,two_opt,[],48918.27251016168,157,19.191474612841635,943.5118817692309,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,31,full_coverage_and_all_discovered_cleared,296,q4_active,12265.654463,0.6012342080357485
20,6,True,uniform__smooth__63,uniform__smooth,7,187,13,494,0.4525769999999909,13,,0,305,fireworks,[],50732.72496936085,174,19.191474612841635,964.0419197692307,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,31,full_coverage_and_all_discovered_cleared,274,q4_active,12532.544957,0.4572695419774391
26,3,True,uniform__smooth__64,uniform__smooth,10,56,13,356,0.5839520000000107,13,,0,298,two_opt,[],48539.47319445371,43,19.18333574056956,896.3765102307692,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,31,full_coverage_and_all_discovered_cleared,261,q4_active,11652.894633,0.5937844999716617
28,2,True,uniform__smooth__64,uniform__smooth,11,38,13,338,0.6039859999999919,13,,0,298,fireworks,[],47260.38230345548,25,19.18333574056956,872.3904965384615,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,31,full_coverage_and_all_discovered_cleared,259,q4_active,11341.076455,0.6102774169994518
27,2,True,uniform__smooth__65,uniform__smooth,11,44,13,390,0.6019799999999975,13,,0,344,two_opt,[],49906.923681527354,31,18.306869337808266,935.8757496153846,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,31,full_coverage_and_all_discovered_cleared,307,q4_active,12166.384745,0.6092867919942364
25,5,True,uniform__smooth__65,uniform__smooth,8,208,13,501,0.5559690000000046,13,,0,291,fireworks,[],52872.42537948534,195,19.191439915761702,994.8834686153847,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,31,full_coverage_and_all_discovered_cleared,254,q4_active,12933.485092,0.5620971660246141
23,1,True,uniform__smooth__66,uniform__smooth,9,22,10,407,0.5179300000000069,10,,0,383,two_opt,[],43752.27274896759,12,16.60804960689689,1109.645455,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,31,full_coverage_and_all_discovered_cleared,345,q4_active,11096.45455,0.5233723749988712
