active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,discovery_prior_worlds,discovery_priority_overrides,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,last_sampled_unknown_worlds,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
10,0,True,0,0,0,0,0,uniform__adversarial-negative__100,uniform__adversarial-negative,9,15,11,168,0.02461900000000128,11,,,2,6,,,0,6.416597170755267e-05,,20,0,,,,151,clearance9,[],12680.996294988683,0,84.67938047068017,0.0,9,,,317.92720536363635,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,15,,0,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,139,3497.199259,0.024647624988574535
9,0,True,0,0,0,0,0,uniform__adversarial-negative__100,uniform__adversarial-negative,7,14,11,145,0.02164400000000022,11,,,4,7,,0,0,7.337500574067235e-05,2,27,0,,2,2,129,packet_center7,[],11991.194299961011,0,62.82134254103394,0.0,7,,0,293.65807827272727,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,8,,0,2,20,11,ordinary,7,full_coverage_and_all_discovered_cleared,123,3230.238861,0.021659541002009064
8,0,True,0,0,0,0,0,uniform__adversarial-negative__100,uniform__adversarial-negative,8,13,11,166,0.024558000000000746,11,,,3,5,,0,0,7.212499622255564e-05,3,28,0,,1,1,151,packet_center9,[],12055.908912761386,0,81.02705194543462,0.0,8,,0,306.0165257272727,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,15,,0,3,19,11,ordinary,9,full_coverage_and_all_discovered_cleared,139,3366.181783,0.02458170900354162
25,0,True,,,,,,uniform__adversarial-negative__101,uniform__adversarial-negative,14,14,14,124,0.1969259999999995,14,,,,,,,0,7.000000914558768e-05,,,,,,,108,peer_layout9_proxy,[],23186.97403920746,0,,0.0,,,,381.38534364285715,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,92,5339.394811,0.1971210420015268
11,0,True,0,0,0,0,0,uniform__adversarial-negative__101,uniform__adversarial-negative,13,20,14,144,0.029176000000001423,14,,,1,7,,,0,5.683302879333496e-05,,21,0,,,,122,clearance7,[],11395.159309607954,0,74.71365920522025,0.0,13,,,220.85941864285715,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,22,,5,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,115,3092.031861,0.029209667001850903
11,0,True,0,0,0,0,0,uniform__adversarial-negative__101,uniform__adversarial-negative,12,20,14,141,0.0296719999999997,14,,,2,8,,,0,6.995897274464369e-05,,23,0,,,,119,clearance9,[],12748.479423162651,0,102.80187581276451,0.0,12,,,238.90684892857143,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,13,,2,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,112,3344.695885,0.029677624988835305
13,0,True,0,0,0,0,0,uniform__adversarial-negative__101,uniform__adversarial-negative,13,21,14,153,0.0324460000000002,14,,,1,8,,0,0,6.687501445412636e-05,1,34,0,,2,2,130,packet_center7,[],11580.444536065754,0,87.3208644914925,0.0,13,,0,227.07777892857143,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,29,,9,1,27,14,ordinary,7,full_coverage_and_all_discovered_cleared,122,3179.088905,0.03253299999050796
11,0,True,0,0,0,0,0,uniform__adversarial-negative__101,uniform__adversarial-negative,13,20,14,179,0.03476399999999913,14,,,1,7,,0,0,0.00011608400382101536,2,34,0,,2,2,157,packet_center9,[],12083.566423651811,0,123.28966826239295,0.0,13,,0,245.40809178571428,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,16,,3,2,25,14,ordinary,9,full_coverage_and_all_discovered_cleared,146,3435.713285,0.03479008300928399
19,0,True,,,,,,uniform__adversarial-negative__102,uniform__adversarial-negative,11,11,11,145,0.15709200000000045,11,,,,,,,0,7.408397505059838e-05,,,,,,,132,peer_layout9_proxy,[],17707.516187109297,0,,0.0,,,,397.86393072727276,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4376.503238,0.15719620801974088
8,0,True,0,0,0,0,0,uniform__adversarial-negative__102,uniform__adversarial-negative,8,17,11,161,0.02444299999999977,11,,,3,9,,,0,7.033301517367363e-05,,18,0,,,,142,clearance7,[],10256.051565404343,0,69.89293297761036,0.0,8,,,269.65548318181817,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,20,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,132,2966.210315,0.024472333025187254
7,0,True,0,0,0,0,0,uniform__adversarial-negative__102,uniform__adversarial-negative,8,15,11,189,0.025252999999999304,11,,,3,7,,,0,7.9624995123595e-05,,20,0,,,,172,clearance9,[],11031.220540392076,0,68.13358326783187,0.0,8,,,299.294919,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,28,,0,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,159,3292.244109,0.025271666992921382
8,0,True,0,0,0,0,0,uniform__adversarial-negative__102,uniform__adversarial-negative,8,17,11,162,0.025228999999999502,11,,,3,9,,0,0,9.170896373689175e-05,1,26,0,,1,1,143,packet_center7,[],10196.241322266687,0,69.89293297761036,0.0,8,,0,269.2043879090909,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,21,,0,1,19,11,ordinary,7,full_coverage_and_all_discovered_cleared,134,2961.248267,0.02525100001366809
7,0,True,0,0,0,0,0,uniform__adversarial-negative__102,uniform__adversarial-negative,8,15,11,189,0.025264999999999205,11,,,3,7,,0,0,7.116701453924179e-05,0,27,0,,1,1,172,packet_center9,[],11031.220540392076,0,68.13358326783187,0.0,8,,0,299.294919,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,28,,0,0,18,11,ordinary,9,full_coverage_and_all_discovered_cleared,159,3292.244109,0.02529795904411003
25,0,True,,,,,,uniform__adversarial-negative__103,uniform__adversarial-negative,15,15,15,117,0.1869299999999985,15,,,,,,,0,8.012499893084168e-05,,,,,,,100,peer_layout9_proxy,[],20403.75375602201,0,,0.0,,,,316.1167169333333,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 20]",3,103,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,86,4741.750754,0.18707237503258511
7,0,True,0,0,0,0,0,uniform__adversarial-negative__103,uniform__adversarial-negative,13,18,15,147,0.02951299999999968,15,,,2,5,,,0,6.079103332012892e-05,,22,0,,,,127,clearance7,[],12283.607051406218,0,168.2620011137256,0.0,13,,,219.7814272,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 20]",3,103,15,,9,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,121,3296.721408,0.029562749958131462
10,0,True,0,0,0,0,0,uniform__adversarial-negative__103,uniform__adversarial-negative,14,20,15,188,0.040171000000000845,15,,,1,6,,,0,6.587500683963299e-05,,24,0,,,,166,clearance9,[],13958.655931586694,0,73.149506164891,0.0,14,,,257.8487457333333,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 20]",3,103,32,,2,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,156,3867.731186,0.0402202500263229
7,0,True,0,0,0,0,0,uniform__adversarial-negative__103,uniform__adversarial-negative,13,18,15,147,0.03075899999999976,15,,,2,5,,0,0,8.754205191507936e-05,0,29,0,,1,1,127,packet_center7,[],12283.607051406218,0,168.2620011137256,0.0,13,,0,219.7814272,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 20]",3,103,15,,9,0,22,15,ordinary,7,full_coverage_and_all_discovered_cleared,121,3296.721408,0.030772708007134497
8,0,True,0,0,0,0,0,uniform__adversarial-negative__103,uniform__adversarial-negative,10,20,15,164,0.0382839999999991,15,,,5,10,,0,0,6.758299423381686e-05,3,32,0,,2,2,142,packet_center9,[],13775.617004821775,0,50.45631502923126,0.0,10,,0,245.94156013333335,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 18, 20]",3,103,37,,1,3,23,15,ordinary,9,full_coverage_and_all_discovered_cleared,134,3689.123402,0.03832608298398554
15,0,True,,,,,,uniform__adversarial-negative__104,uniform__adversarial-negative,10,10,10,143,0.11939200000000127,10,,,,,,,0,7.887498941272497e-05,,,,,,,131,peer_layout9_proxy,[],15422.982249299219,0,,0.0,,,,391.159645,"[1, 3, 7, 8, 11, 12, 13, 14, 16, 18]",3,104,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,122,3911.59645,0.11960566701600328
8,0,True,0,0,0,0,0,uniform__adversarial-negative__104,uniform__adversarial-negative,7,11,10,133,0.020060000000000855,10,,,3,4,,,0,7.775000995025039e-05,,17,0,,,,120,clearance7,[],13091.015281821432,0,33.43231172860443,0.0,7,,,338.8203059,"[1, 3, 7, 8, 11, 12, 13, 14, 16, 18]",3,104,5,,1,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,117,3388.203059,0.0200643339776434
6,0,True,0,0,0,0,0,uniform__adversarial-negative__104,uniform__adversarial-negative,7,11,10,172,0.021802000000000987,10,,,3,4,,,0,6.200000643730164e-05,,19,0,,,,159,clearance9,[],12693.370421115611,0,67.99903030245514,0.0,7,,,353.86740829999997,"[1, 3, 7, 8, 11, 12, 13, 14, 16, 18]",3,104,9,,0,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,152,3538.674083,0.021812832972500473
8,0,True,0,0,0,0,0,uniform__adversarial-negative__104,uniform__adversarial-negative,7,11,10,133,0.01980799999999938,10,,,3,4,,0,0,7.816700963303447e-05,0,25,0,,2,2,120,packet_center7,[],13091.015281821432,0,33.43231172860443,0.0,7,,0,338.8203059,"[1, 3, 7, 8, 11, 12, 13, 14, 16, 18]",3,104,5,,1,0,18,10,ordinary,7,full_coverage_and_all_discovered_cleared,117,3388.203059,0.019813957973383367
6,0,True,0,0,0,0,0,uniform__adversarial-negative__104,uniform__adversarial-negative,7,11,10,172,0.021850999999999843,10,,,3,4,,0,0,6.150000263005495e-05,0,25,0,,2,2,159,packet_center9,[],12693.370421115611,0,67.99903030245514,0.0,7,,0,353.86740829999997,"[1, 3, 7, 8, 11, 12, 13, 14, 16, 18]",3,104,9,,0,0,16,10,ordinary,9,full_coverage_and_all_discovered_cleared,152,3538.674083,0.021860625012777746
23,0,True,,,,,,uniform__adversarial-negative__105,uniform__adversarial-negative,14,14,14,141,0.1856100000000005,14,,,,,,,0,6.541697075590491e-05,,,,,,,125,peer_layout9_proxy,[],17533.30805745511,0,,0.0,,,,308.1901151428571,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]",3,105,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,113,4314.661612,0.18572641600621864
10,0,True,0,0,0,0,0,uniform__adversarial-negative__105,uniform__adversarial-negative,10,17,14,137,0.02689499999999967,14,,,4,7,,,0,6.46670232526958e-05,,21,0,,,,118,clearance7,[],13437.17603003509,0,114.07993976350502,0.0,10,,,247.74537185714286,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]",3,105,15,,3,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,112,3468.435206,0.02689829096198082
9,0,True,0,0,0,0,0,uniform__adversarial-negative__105,uniform__adversarial-negative,10,17,14,154,0.028078000000000713,14,,,4,7,,,0,6.558297900483012e-05,,23,0,,,,135,clearance9,[],13637.142417029036,0,73.97784355632146,0.0,10,,,257.8163202857143,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]",3,105,15,,23,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,128,3609.428484,0.028106459008995444
10,0,True,0,0,0,0,0,uniform__adversarial-negative__105,uniform__adversarial-negative,10,17,14,137,0.026868000000000336,14,,,4,7,,0,0,7.629202445968986e-05,0,31,0,,1,1,118,packet_center7,[],13437.17603003509,0,114.07993976350502,0.0,10,,0,247.74537185714286,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]",3,105,15,,3,0,24,14,ordinary,7,full_coverage_and_all_discovered_cleared,112,3468.435206,0.026875499985180795
6,0,True,0,0,0,0,0,uniform__adversarial-negative__105,uniform__adversarial-negative,11,15,14,164,0.029893999999998755,14,,,3,4,,0,0,7.279199780896306e-05,1,29,0,,2,2,147,packet_center9,[],13104.890486507908,0,87.26480051608048,0.0,11,,0,254.92700707142856,"[1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]",3,105,15,,30,1,20,14,ordinary,9,full_coverage_and_all_discovered_cleared,140,3568.978099,0.02990962500916794
24,0,True,,,,,,uniform__adversarial-negative__106,uniform__adversarial-negative,15,15,15,141,0.18674500000000016,15,,,,,,,0,7.262500002980232e-05,,,,,,,124,peer_layout9_proxy,[],22194.191887211055,0,,0.0,,,,349.58922533333333,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19, 20]",3,106,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,110,5243.83838,0.1869370830245316
10,0,True,0,0,0,0,0,uniform__adversarial-negative__106,uniform__adversarial-negative,12,20,15,166,0.033656999999999826,15,,,3,8,,,0,6.841699359938502e-05,,22,0,,,,144,clearance7,[],12625.409827584604,0,86.77716388916178,0.0,12,,,231.2054643333333,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19, 20]",3,106,34,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,133,3468.081965,0.033662958012428135
8,0,True,0,0,0,0,0,uniform__adversarial-negative__106,uniform__adversarial-negative,11,17,15,165,0.029598999999999265,15,,,4,6,,,0,7.616705261170864e-05,,24,0,,,,146,clearance9,[],13069.264101217263,0,86.83780267198071,0.0,11,,,237.32352153333335,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19, 20]",3,106,21,,0,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,135,3559.852823,0.029605749994516373
10,0,True,0,0,0,0,0,uniform__adversarial-negative__106,uniform__adversarial-negative,12,20,15,166,0.03390400000000149,15,,,3,8,,0,0,8.108303882181644e-05,0,32,0,,2,2,144,packet_center7,[],12625.409827584604,0,86.77716388916178,0.0,12,,0,231.2054643333333,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19, 20]",3,106,34,,0,0,25,15,ordinary,7,full_coverage_and_all_discovered_cleared,133,3468.081965,0.03390637499978766
8,0,True,0,0,0,0,0,uniform__adversarial-negative__106,uniform__adversarial-negative,11,17,15,165,0.029583999999999833,15,,,4,6,,0,0,7.741700392216444e-05,1,32,0,,1,1,146,packet_center9,[],12907.942492907521,0,90.05917362869312,0.0,11,,0,235.1059,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19, 20]",3,106,21,,0,1,23,15,ordinary,9,full_coverage_and_all_discovered_cleared,134,3526.5885,0.029603041999507695
21,0,True,,,,,,uniform__adversarial-spatial__97,uniform__adversarial-spatial,11,11,11,143,0.1773769999999999,11,,,,,,,0,7.491704309359193e-05,,,,,,,130,peer_layout9_proxy,[],16173.519816642842,0,,0.0,,,,368.6094511818182,"[1, 2, 5, 6, 12, 14, 15, 16, 17, 18, 19]",3,97,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,115,4054.703963,0.17744304199004546
13,0,True,0,0,0,0,0,uniform__adversarial-spatial__97,uniform__adversarial-spatial,10,18,11,164,0.025323000000000206,11,,,1,8,,,0,5.758303450420499e-05,,18,0,,,,144,clearance7,[],11455.462995478105,0,71.15587968655805,0.0,10,,,293.0084180909091,"[1, 2, 5, 6, 12, 14, 15, 16, 17, 18, 19]",3,97,22,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,136,3223.092599,0.02534579101484269
11,0,True,0,0,0,0,0,uniform__adversarial-spatial__97,uniform__adversarial-spatial,10,16,11,164,0.02411399999999908,11,,,1,6,,,0,0.00015695899492129683,,20,0,,,,146,clearance9,[],12936.36738597771,0,124.96010256676209,0.0,10,,,320.29758881818185,"[1, 2, 5, 6, 12, 14, 15, 16, 17, 18, 19]",3,97,10,,0,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,136,3523.273477,0.024136041989549994
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__97,uniform__adversarial-spatial,10,15,11,156,0.02387200000000078,11,,,1,5,,0,0,7.387500954791903e-05,1,27,0,,2,2,139,packet_center7,[],11112.512319442129,0,74.05977376895683,0.0,10,,0,283.2274968181818,"[1, 2, 5, 6, 12, 14, 15, 16, 17, 18, 19]",3,97,20,,0,1,20,11,ordinary,7,full_coverage_and_all_discovered_cleared,131,3115.502465,0.02388062496902421
12,0,True,0,0,0,0,0,uniform__adversarial-spatial__97,uniform__adversarial-spatial,11,15,11,154,0.024968999999998687,11,,,0,4,,0,0,7.320800796151161e-05,4,32,0,,2,2,137,packet_center9,[],13112.210508684453,0,79.46265515529393,0.0,11,,0,318.5856456363636,"[1, 2, 5, 6, 12, 14, 15, 16, 17, 18, 19]",3,97,11,,8,4,23,11,ordinary,9,full_coverage_and_all_discovered_cleared,130,3504.442102,0.024979125009849668
24,0,True,,,,,,uniform__adversarial-spatial__98,uniform__adversarial-spatial,12,12,12,137,0.19464999999999932,12,,,,,,,0,7.191597251221538e-05,,,,,,,123,peer_layout9_proxy,[],21451.637444497268,0,,0.0,,,,422.52729075,"[2, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",3,98,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,105,5070.327489,0.19472512503853068
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__98,uniform__adversarial-spatial,11,16,12,151,0.02540100000000045,12,,,1,5,,,0,5.716702435165644e-05,,19,0,,,,133,clearance7,[],10279.804600350612,0,124.93436179188866,0.0,11,,,243.16340991666667,"[2, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",3,98,20,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,125,2917.960919,0.02540108299581334
11,0,True,0,0,0,0,0,uniform__adversarial-spatial__98,uniform__adversarial-spatial,11,17,12,169,0.027490000000000236,12,,,1,6,,,0,7.24170240573585e-05,,21,0,,,,150,clearance9,[],13244.62438133033,0,124.29860321589223,0.0,11,,,300.66040649999997,"[2, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",3,98,29,,14,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,134,3607.924878,0.027517749986145645
6,0,True,0,0,0,0,0,uniform__adversarial-spatial__98,uniform__adversarial-spatial,9,14,12,138,0.02457599999999971,12,,,3,5,,0,0,7.712497608736157e-05,1,25,0,,1,1,122,packet_center7,[],10192.724249106644,0,119.73472397065956,0.0,9,,0,235.46207074999998,"[2, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",3,98,20,,11,1,18,12,ordinary,7,full_coverage_and_all_discovered_cleared,111,2825.544849,0.02458004205254838
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__98,uniform__adversarial-spatial,11,16,12,173,0.0303280000000008,12,,,1,5,,0,0,6.874999962747097e-05,4,31,0,,2,2,155,packet_center9,[],12497.739228257416,0,132.7362899586753,0.0,11,,0,290.62898708333336,"[2, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",3,98,32,,13,4,22,12,ordinary,9,full_coverage_and_all_discovered_cleared,141,3487.547845,0.03035274997819215
22,0,True,,,,,,uniform__adversarial-spatial__99,uniform__adversarial-spatial,13,13,13,126,0.17941500000000055,13,,,,,,,0,7.587496656924486e-05,,,,,,,111,peer_layout9_proxy,[],22388.282615120894,0,,0.0,,,,399.51204015384616,"[2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20]",3,99,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,96,5193.656522,0.17952262499602512
11,0,True,0,0,0,0,0,uniform__adversarial-spatial__99,uniform__adversarial-spatial,13,21,13,154,0.027046000000000348,13,,,0,8,,,0,5.299999611452222e-05,,20,0,,,,131,clearance7,[],11379.955841946412,0,109.05606818620205,0.0,13,,,241.537782,"[2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20]",3,99,24,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,120,3139.991166,0.027071334014181048
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__99,uniform__adversarial-spatial,13,18,13,159,0.02691800000000022,13,,,0,5,,,0,7.349997758865356e-05,,22,0,,,,139,clearance9,[],13224.909079032223,0,166.8483629984604,0.0,13,,,273.0755243846154,"[2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20]",3,99,24,,5,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,130,3549.981817,0.02695779100758955
7,0,True,0,0,0,0,0,uniform__adversarial-spatial__99,uniform__adversarial-spatial,13,16,13,145,0.0273690000000002,13,,,0,3,,0,0,7.687497418373823e-05,1,27,0,,2,2,127,packet_center7,[],11320.637204870978,0,164.33929042162157,0.0,13,,0,237.62518761538462,"[2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20]",3,99,27,,12,1,20,13,ordinary,7,full_coverage_and_all_discovered_cleared,116,3089.127439,0.027369042043574154
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__99,uniform__adversarial-spatial,13,19,13,160,0.028897000000000617,13,,,0,6,,0,0,7.000000914558768e-05,1,32,0,,2,2,139,packet_center9,[],12934.944435299563,0,154.11724854194108,0.0,13,,0,268.768376,"[2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20]",3,99,23,,5,1,23,13,ordinary,9,full_coverage_and_all_discovered_cleared,129,3493.988888,0.028928291983902454
17,0,True,,,,,,uniform__adversarial-spatial__100,uniform__adversarial-spatial,11,11,11,157,0.14282200000000067,11,,,,,,,0,7.329200161620975e-05,,,,,,,144,peer_layout9_proxy,[],16249.288743112284,0,,0.0,,,,378.07797709090914,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,134,4158.857748,0.14288100000703707
14,0,True,0,0,0,0,0,uniform__adversarial-spatial__100,uniform__adversarial-spatial,9,16,11,144,0.023394999999998944,11,,,2,7,,,0,5.370896542444825e-05,,18,0,,,,126,clearance7,[],13881.269181859876,0,97.63584572782356,0.0,9,,,326.5685305454545,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,10,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3592.253836,0.02339587500318885
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__100,uniform__adversarial-spatial,10,15,11,164,0.022424999999998363,11,,,1,5,,,0,6.737496005371213e-05,,20,0,,,,147,clearance9,[],12704.65715303811,0,109.29988889994442,0.0,10,,,316.26649363636363,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,12,,1,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,136,3478.93143,0.022449417039752007
14,0,True,0,0,0,0,0,uniform__adversarial-spatial__100,uniform__adversarial-spatial,9,16,11,146,0.02538200000000046,11,,,2,7,,0,0,7.245899178087711e-05,1,31,0,,3,3,128,packet_center7,[],13428.564775785055,0,100.17072355323528,0.0,9,,1,319.3375413636364,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,12,,0,1,24,11,ordinary,7,full_coverage_and_all_discovered_cleared,117,3512.712955,0.025391292001586407
9,0,True,0,0,0,0,0,uniform__adversarial-spatial__100,uniform__adversarial-spatial,9,14,11,164,0.023177000000000447,11,,,2,5,,0,0,6.912503158673644e-05,3,29,0,,2,2,148,packet_center9,[],12109.910457106136,0,109.78016400947403,0.0,9,,0,305.72564472727277,"[2, 6, 7, 9, 12, 13, 14, 15, 16, 17, 20]",3,100,12,,1,3,20,11,ordinary,9,full_coverage_and_all_discovered_cleared,137,3362.982092,0.02319825004087761
25,0,True,,,,,,uniform__adversarial-spatial__101,uniform__adversarial-spatial,14,14,14,124,0.19250599999999984,14,,,,,,,0,6.791698979213834e-05,,,,,,,108,peer_layout9_proxy,[],22606.376258778575,0,,0.0,,,,373.0910895,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,92,5223.275253,0.19262325001182035
8,0,True,0,0,0,0,0,uniform__adversarial-spatial__101,uniform__adversarial-spatial,12,19,14,143,0.02779799999999888,14,,,2,7,,,0,6.429199129343033e-05,,21,0,,,,122,clearance7,[],11233.500678365468,0,102.8283381685428,0.0,12,,,218.47858114285714,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,23,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3058.700136,0.027814291010145098
11,0,True,0,0,0,0,0,uniform__adversarial-spatial__101,uniform__adversarial-spatial,14,19,14,140,0.02845299999999895,14,,,0,5,,,0,6.595900049433112e-05,,23,0,,,,119,clearance9,[],12848.504410806194,0,126.77477615575557,0.0,14,,,239.97863464285714,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,17,,14,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,110,3359.700885,0.028457709006033838
8,0,True,0,0,0,0,0,uniform__adversarial-spatial__101,uniform__adversarial-spatial,12,19,14,143,0.028932000000001068,14,,,2,7,,0,0,6.795802619308233e-05,0,29,0,,2,2,122,packet_center7,[],11233.500678365468,0,102.8283381685428,0.0,12,,0,218.47858114285714,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,23,,2,0,22,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3058.700136,0.02893162501277402
10,0,True,0,0,0,0,0,uniform__adversarial-spatial__101,uniform__adversarial-spatial,14,17,14,135,0.028882000000001185,14,,,0,3,,0,0,7.095898035913706e-05,2,32,0,,3,3,116,packet_center9,[],13048.92886993742,0,142.0485640233667,0.0,14,,1,241.19898400000002,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18]",3,101,16,,2,2,23,14,ordinary,9,full_coverage_and_all_discovered_cleared,108,3376.785776,0.028907458996400237
17,0,True,,,,,,uniform__adversarial-spatial__102,uniform__adversarial-spatial,11,11,11,143,0.12954499999999847,11,,,,,,,0,6.733305053785443e-05,,,,,,,130,peer_layout9_proxy,[],17448.10095818075,0,,0.0,,,,392.2381991818182,"[1, 5, 6, 7, 10, 12, 13, 14, 18, 19, 20]",3,102,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4314.620191,0.12961050000740215
