active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
11,3,True,0,11,4,4,0,uniform__adversarial-positive__140,uniform__adversarial-positive,12,24,26,16,16,185,,bounded_transverse_width,,base,0,0.04693299999999567,2,16,,0,0,,,26,0,24,False,0,,,,,,,,,,0,26,0.0001200829865410924,2,36,10,8,2,2,167,cheap_predict8_width015,5,[],15656.685887497197,0,,0.0,,False,0,189,262.4585735,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",2,30.0,4,140,1.0,37,19,10,2,24,16,ordinary,12,public_upper_bound_16,153,4199.337176,40.0,constant,,0.046944707981310785
22,1,True,0,22,3,6,0,uniform__adversarial-positive__140,uniform__adversarial-positive,13,21,21,19,16,178,,bounded_transverse_width,,arc,47,0.07062499999999261,7,16,cached_distance_prefix_sum,0,0,,,21,0,14,False,0,,,,,,,,,,0,21,0.00011654198169708252,5,0,12,8,4,4,157,cheap_predict8_arc05_width015,5,[],16416.905694063593,0,,0.0,,False,0,71,268.8363213125,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,0.5,33,11,0,5,37,16,ordinary,10,public_upper_bound_16,144,4301.381141,40.0,constant,,0.07069079199573025
10,1,True,0,10,4,5,0,uniform__adversarial-positive__140,uniform__adversarial-positive,12,34,34,17,16,212,,bounded_transverse_width,,locked,42,0.04980600000000379,10,16,cached_distance_prefix_sum,0,0,,,34,0,24,True,0,,,,,,,,,,0,34,0.00011437502689659595,1,0,5,8,4,4,193,cheap_predict8_locked_width015,5,[],19434.602899302845,0,,0.0,,False,0,284,319.245036,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,30.0,4,140,1.0,23,8,16,1,25,16,ordinary,17,public_upper_bound_16,173,5107.920576,40.0,constant,,0.05017779202898964
11,3,True,0,11,4,4,0,uniform__adversarial-positive__140,uniform__adversarial-positive,12,24,,16,16,187,,bounded_transverse_width,,base,0,0.05122000000000071,,16,,0,0,,,,,,False,0,first,,0,,0,8,624,2,2,0,24,0.0001372910337522626,2,36,10,,2,2,169,history_first8_width015,,[],15605.862956350062,0,,0.0,,False,0,,262.573286875,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,1.0,37,19,10,2,24,16,ordinary,12,public_upper_bound_16,155,4201.17259,40.0,constant,,0.05125679197954014
11,3,True,0,11,4,4,0,uniform__adversarial-positive__140,uniform__adversarial-positive,12,24,,16,16,187,,bounded_transverse_width,,base,0,0.048816999999999666,,16,,0,0,,,,,,False,0,first,619,0,37,0,8,624,2,2,0,24,0.0001442920183762908,2,36,10,,2,2,169,batch_history_first8_width015,,[],15605.862956350062,0,,0.0,,False,0,,262.573286875,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,30.0,4,140,1.0,37,19,10,2,24,16,ordinary,12,public_upper_bound_16,155,4201.17259,40.0,constant,,0.04885270801605657
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,,,14,14,315,,bounded_transverse_width,,,,0.03903699999999333,,14,,0,0,,,,,,,0,,,,,,,,,,0,,0.00013333302922546864,1,44,0,,4,3,299,width40_f015_22,,[],22797.466094888805,0,,0.0,,False,0,,457.1780869285714,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,276,6400.493217,40.0,constant,,0.03907841700129211
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,,14,14,289,,bounded_transverse_width,,base,0,0.03845499999999902,,14,,0,0,,,,,,False,0,,,,,,,,,,0,26,0.00014979200204834342,1,44,0,,4,3,273,range_width015,,[],22797.466094888805,0,,0.0,,False,0,,446.24951550000003,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,253,6247.493217,40.0,constant,,0.03846741700544953
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,21,,14,14,294,,bounded_transverse_width,,base,0,0.038634000000001834,,14,,0,0,,,21,5,21,False,0,,,,,,,,,,0,21,0.00013708299957215786,1,44,0,,4,3,278,faithful_width015,,[],22797.466094888805,0,,0.0,,False,0,,448.5352297857143,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,260,6279.493217,40.0,constant,,0.038656707969494164
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,26,14,14,289,,bounded_transverse_width,,base,0,0.03894899999998813,5,14,,0,0,,,26,0,21,False,0,,,,,,,,,,0,26,0.00014045799616724253,1,44,0,4,4,3,273,deferred_width015,6,[],22797.466094888805,0,,0.0,,False,0,0,446.46380121428575,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6250.493217,40.0,constant,,0.0389625410316512
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,26,14,14,289,,bounded_transverse_width,,base,0,0.04851500000000897,5,14,,0,0,,,26,0,21,False,0,,,,,,,,,,0,26,0.00012987497029826045,1,44,0,8,4,3,273,predict8_width015,6,[],22797.466094888805,0,,0.0,,False,0,654,446.46380121428575,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6250.493217,40.0,constant,,0.04856454097898677
10,1,True,0,10,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,0,,14,14,314,,bounded_transverse_width,,arc,45,0.045821000000003664,,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.00014662503963336349,2,0,0,,4,3,298,arc05_noskip_width015,,[],22703.997811832156,0,,0.0,,False,0,,455.4142542857143,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,0.5,14,5,29,2,23,14,ordinary,22,full_coverage_and_all_discovered_cleared,275,6375.79956,40.0,constant,,0.045834458025638014
10,1,True,0,10,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,25,25,14,14,289,,bounded_transverse_width,,arc,45,0.04636399999999696,5,14,cached_distance_prefix_sum,0,0,,,25,0,20,False,0,,,,,,,,,,0,25,0.00014420895604416728,2,0,0,4,4,3,273,deferred_arc05_width015,6,[],22703.997811832156,0,,0.0,,False,0,0,445.12854000000004,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,0.5,14,5,29,2,23,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6231.79956,40.0,constant,,0.04637791699497029
19,2,True,0,19,1,1,0,uniform__adversarial-positive__141,uniform__adversarial-positive,13,0,,14,14,297,,bounded_transverse_width,,locked,53,0.050398000000001275,,14,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.00013399997260421515,4,0,0,,4,3,281,locked_noskip_width015,,[],23709.425063996106,0,,0.0,,False,0,,462.63464364285716,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,25,8,34,4,31,14,ordinary,22,full_coverage_and_all_discovered_cleared,260,6476.885011,40.0,constant,,0.05048154201358557
19,2,True,0,19,1,1,0,uniform__adversarial-positive__141,uniform__adversarial-positive,13,25,25,14,14,272,,bounded_transverse_width,,locked,53,0.05068799999999385,4,14,cached_distance_prefix_sum,0,0,,,25,0,21,True,0,,,,,,,,,,0,25,0.00014266697689890862,4,0,0,4,4,3,256,deferred_locked_width015,6,[],23709.425063996106,0,,0.0,,False,0,0,452.2775007857143,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,25,8,34,4,31,14,ordinary,22,full_coverage_and_all_discovered_cleared,240,6331.885011,40.0,constant,,0.05069220799487084
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,26,14,14,289,,bounded_transverse_width,,base,0,0.0408299999999997,5,14,,0,0,,,26,0,21,False,0,,,,,,,,,,0,26,0.00013499998021870852,1,44,0,4,4,3,273,cheap_predict4_width015,6,[],22797.466094888805,0,,0.0,,False,0,160,446.46380121428575,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6250.493217,40.0,constant,,0.04085841600317508
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,26,14,14,289,,bounded_transverse_width,,base,0,0.04164000000000101,5,14,,0,0,,,26,0,21,False,0,,,,,,,,,,0,26,0.00014750001719221473,1,44,0,8,4,3,273,cheap_predict8_width015,6,[],22797.466094888805,0,,0.0,,False,0,654,446.46380121428575,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6250.493217,40.0,constant,,0.041730750002898276
10,1,True,0,10,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,25,25,14,14,289,,bounded_transverse_width,,arc,45,0.04787399999999309,5,14,cached_distance_prefix_sum,0,0,,,25,0,20,False,0,,,,,,,,,,0,25,0.00015750003512948751,2,0,0,8,4,3,273,cheap_predict8_arc05_width015,6,[],22703.997811832156,0,,0.0,,False,0,598,445.12854000000004,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",0,30.0,4,141,0.5,14,5,29,2,23,14,ordinary,22,full_coverage_and_all_discovered_cleared,256,6231.79956,40.0,constant,,0.04788099997676909
19,2,True,0,19,1,1,0,uniform__adversarial-positive__141,uniform__adversarial-positive,13,25,29,14,14,268,,bounded_transverse_width,,locked,53,0.05263200000000268,5,14,cached_distance_prefix_sum,0,0,,,29,0,24,True,0,,,,,,,,,,0,29,0.0001360829919576645,4,0,0,8,4,3,252,cheap_predict8_locked_width015,6,[],23709.425063996106,0,,0.0,,False,0,435,450.63464364285716,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",4,30.0,4,141,1.0,25,8,34,4,31,14,ordinary,22,full_coverage_and_all_discovered_cleared,237,6308.885011,40.0,constant,,0.05265029100701213
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,,14,14,289,,bounded_transverse_width,,base,0,0.048030999999994606,,14,,0,0,,,,,,False,0,first,,0,,0,8,989,2,1,0,26,0.00015199999324977398,1,44,0,,4,3,273,history_first8_width015,,[],22797.466094888805,0,,0.0,,False,0,,446.24951550000003,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,253,6247.493217,40.0,constant,,0.04808004101505503
9,1,True,0,9,2,2,0,uniform__adversarial-positive__141,uniform__adversarial-positive,12,26,,14,14,289,,bounded_transverse_width,,base,0,0.04406299999999419,,14,,0,0,,,,,,False,0,first,969,0,26,0,8,989,2,1,0,26,0.00020487501751631498,1,44,0,,4,3,273,batch_history_first8_width015,,[],22797.466094888805,0,,0.0,,False,0,,446.24951550000003,"[1, 3, 4, 5, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20]",,30.0,4,141,1.0,13,5,13,1,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,253,6247.493217,40.0,constant,,0.04409337497781962
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,,,16,14,364,,bounded_transverse_width,,,,0.04135399999999834,,14,,0,0,,,,,,,0,,,,,,,,,,0,,0.00017804204253479838,4,54,0,,3,3,346,width40_f015_22,,[],22355.51273110792,0,,0.0,,False,0,,471.5787531428572,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,325,6602.102544,40.0,constant,,0.041400999994948506
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,,16,14,355,,bounded_transverse_width,,base,0,0.041715000000010605,,14,,0,0,,,,,,False,0,,,,,,,,,,0,9,0.00023983296705409884,4,54,0,,3,3,337,range_width015,,[],22355.51273110792,0,,0.0,,False,0,,467.7216102857143,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,316,6548.102544,40.0,constant,,0.04177591699408367
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,6,,16,14,358,,bounded_transverse_width,,base,0,0.0418200000000013,,14,,0,0,,,6,3,6,False,0,,,,,,,,,,0,6,0.00016420800238847733,4,54,0,,3,3,340,faithful_width015,,[],22355.51273110792,0,,0.0,,False,0,,469.2216102857143,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,322,6569.102544,40.0,constant,,0.04182612500153482
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,9,16,14,355,,bounded_transverse_width,,base,0,0.04249599999999987,4,14,,0,0,,,9,0,5,False,0,,,,,,,,,,0,9,0.00015716702910140157,4,54,0,4,3,3,337,deferred_width015,6,[],22355.51273110792,0,,0.0,,False,0,0,467.935896,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,319,6551.102544,40.0,constant,,0.04250991699518636
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,10,16,14,354,,bounded_transverse_width,,base,0,0.05204299999999762,4,14,,0,0,,,10,0,6,False,0,,,,,,,,,,0,10,0.00014112499775364995,4,54,0,8,3,3,336,predict8_width015,6,[],22355.51273110792,0,,0.0,,False,0,639,467.50732457142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,318,6545.102544,40.0,constant,,0.05214808299206197
13,1,True,0,13,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,0,,14,14,349,,bounded_transverse_width,,arc,48,0.05145399999999256,,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.00017595896497368813,4,0,0,,3,3,333,arc05_noskip_width015,,[],21642.713802073882,0,,0.0,,False,0,,455.32448250000004,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,0.5,19,3,2,4,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,311,6374.542755,40.0,constant,,0.051508208038285375
13,1,True,0,13,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,21,21,14,14,328,,bounded_transverse_width,,arc,48,0.05280100000000232,4,14,cached_distance_prefix_sum,0,0,,,21,0,17,False,0,,,,,,,,,,0,21,0.00024150003446266055,4,0,0,4,3,3,312,deferred_arc05_width015,6,[],21642.713802073882,0,,0.0,,False,0,0,446.75305392857143,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,0.5,19,3,2,4,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,296,6254.542755,40.0,constant,,0.053038666024804115
15,1,True,0,15,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,0,,14,14,319,,bounded_transverse_width,,locked,50,0.04291399999999612,,14,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.0001847500097937882,2,0,0,,3,3,303,locked_noskip_width015,,[],23504.21098946208,0,,0.0,,False,0,,468.84587092857146,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,10,2,12,2,28,14,ordinary,22,full_coverage_and_all_discovered_cleared,278,6563.842193,40.0,constant,,0.043035667040385306
15,1,True,0,15,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,41,41,14,14,278,,bounded_transverse_width,,locked,50,0.042919999999995184,6,14,cached_distance_prefix_sum,0,0,,,41,0,35,True,0,,,,,,,,,,0,41,0.00015904201427474618,2,0,0,4,3,3,262,deferred_locked_width015,6,[],23504.21098946208,0,,0.0,,False,0,0,451.7744423571429,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,1.0,10,2,12,2,28,14,ordinary,22,full_coverage_and_all_discovered_cleared,244,6324.842193,40.0,constant,,0.0429368750192225
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,10,16,14,354,,bounded_transverse_width,,base,0,0.04407000000000494,4,14,,0,0,,,10,0,6,False,0,,,,,,,,,,0,10,0.0001382090267725289,4,54,0,4,3,3,336,cheap_predict4_width015,6,[],22355.51273110792,0,,0.0,,False,0,153,467.50732457142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,318,6545.102544,40.0,constant,,0.04408816702198237
20,2,True,0,20,3,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,10,16,14,354,,bounded_transverse_width,,base,0,0.04481499999999983,4,14,,0,0,,,10,0,6,False,0,,,,,,,,,,0,10,0.0001706249895505607,4,54,0,8,3,3,336,cheap_predict8_width015,6,[],22355.51273110792,0,,0.0,,False,0,639,467.50732457142857,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1,30.0,4,142,1.0,23,6,2,4,32,14,ordinary,22,full_coverage_and_all_discovered_cleared,318,6545.102544,40.0,constant,,0.04486312496010214
13,1,True,0,13,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,21,21,14,14,328,,bounded_transverse_width,,arc,48,0.05445699999999931,4,14,cached_distance_prefix_sum,0,0,,,21,0,17,False,0,,,,,,,,,,0,21,0.00017725001089274883,4,0,0,8,3,3,312,cheap_predict8_arc05_width015,6,[],21642.713802073882,0,,0.0,,False,0,587,446.75305392857143,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",0,30.0,4,142,0.5,19,3,2,4,26,14,ordinary,22,full_coverage_and_all_discovered_cleared,296,6254.542755,40.0,constant,,0.05454637500224635
15,1,True,0,15,5,5,0,uniform__adversarial-positive__142,uniform__adversarial-positive,9,41,42,14,14,277,,bounded_transverse_width,,locked,50,0.04463799999999196,6,14,cached_distance_prefix_sum,0,0,,,42,0,36,True,0,,,,,,,,,,0,42,0.0001561670214869082,2,0,0,8,3,3,261,cheap_predict8_locked_width015,6,[],23504.21098946208,0,,0.0,,False,0,339,451.34587092857146,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",1,30.0,4,142,1.0,10,2,12,2,28,14,ordinary,22,full_coverage_and_all_discovered_cleared,243,6318.842193,40.0,constant,,0.04465912503656
16,1,True,0,16,3,4,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,,15,14,349,,bounded_transverse_width,,base,0,0.05480000000000018,,14,,0,0,,,,,,False,0,first,,0,,0,8,1401,1,1,0,9,0.00014354102313518524,4,51,0,,3,3,332,history_first8_width015,,[],22166.168846791024,0,,0.0,,False,0,,462.65955478571425,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,21,5,2,4,29,14,ordinary,22,full_coverage_and_all_discovered_cleared,311,6477.233767,40.0,constant,,0.05486095801461488
16,1,True,0,16,3,4,0,uniform__adversarial-positive__142,uniform__adversarial-positive,11,9,,15,14,349,,bounded_transverse_width,,base,0,0.04943300000000761,,14,,0,0,,,,,,False,0,first,1377,0,15,0,8,1401,1,1,0,9,0.00024208304239436984,4,51,0,,3,3,332,batch_history_first8_width015,,[],22166.168846791024,0,,0.0,,False,0,,462.65955478571425,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 16, 18, 19, 20]",,30.0,4,142,1.0,21,5,2,4,29,14,ordinary,22,full_coverage_and_all_discovered_cleared,311,6477.233767,40.0,constant,,0.049456499982625246
10,3,True,0,10,1,2,1,uniform__adversarial-positive__143,uniform__adversarial-positive,10,,,12,11,376,,bounded_transverse_width,,,,0.03570799999999963,,11,,0,0,,,,,,,0,,,,,,,,,,0,,0.00023620895808562636,2,41,0,,4,3,362,width40_f015_22,,[],22558.850581473303,0,,0.0,,False,0,,610.8881919090909,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,,19,8,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,340,6719.770111,40.0,constant,,0.035739875049330294
10,3,True,0,10,1,2,1,uniform__adversarial-positive__143,uniform__adversarial-positive,10,24,,12,11,352,,bounded_transverse_width,,base,0,0.03552099999998859,,11,,0,0,,,,,,False,0,,,,,,,,,,0,24,0.0001573750050738454,2,41,0,,4,3,338,range_width015,,[],22558.850581473303,0,,0.0,,False,0,,597.8881919090909,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,1.0,19,8,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,317,6576.770111,40.0,constant,,0.035563207988161594
10,3,True,0,10,1,2,1,uniform__adversarial-positive__143,uniform__adversarial-positive,10,23,,12,11,353,,bounded_transverse_width,,base,0,0.03562499999999602,,11,,0,0,,,23,1,23,False,0,,,,,,,,,,0,23,0.0002300409832969308,2,41,0,,4,3,339,faithful_width015,,[],22558.850581473303,0,,0.0,,False,0,,598.3427373636364,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,1.0,19,8,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,317,6581.770111,40.0,constant,,0.03574529197067022
10,3,True,0,10,1,2,1,uniform__adversarial-positive__143,uniform__adversarial-positive,10,24,24,12,11,352,,bounded_transverse_width,,base,0,0.03612400000000093,2,11,,0,0,,,24,0,22,False,0,,,,,,,,,,0,24,0.00016108399722725153,2,41,0,4,4,3,338,deferred_width015,9,[],22558.850581473303,0,,0.0,,False,0,0,597.8881919090909,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",0,30.0,4,143,1.0,19,8,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,317,6576.770111,40.0,constant,,0.03615016699768603
10,3,True,0,10,1,2,1,uniform__adversarial-positive__143,uniform__adversarial-positive,10,24,24,12,11,352,,bounded_transverse_width,,base,0,0.05048399999999731,2,11,,0,0,,,24,0,22,False,0,,,,,,,,,,0,24,0.00015433295629918575,2,41,0,8,4,3,338,predict8_width015,9,[],22558.850581473303,0,,0.0,,False,0,1015,597.8881919090909,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",0,30.0,4,143,1.0,19,8,26,2,19,11,ordinary,22,full_coverage_and_all_discovered_cleared,317,6576.770111,40.0,constant,,0.05051070800982416
19,4,True,0,19,3,3,1,uniform__adversarial-positive__143,uniform__adversarial-positive,8,0,,11,11,358,,bounded_transverse_width,,arc,49,0.04044999999999277,,11,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,,,0,0,0.00016133300960063934,4,0,0,,4,3,345,arc05_noskip_width015,,[],21922.046003743206,0,,0.0,,False,0,,589.1281089090909,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,0.5,8,6,4,4,27,11,ordinary,22,full_coverage_and_all_discovered_cleared,316,6480.409198,40.0,constant,,0.040488500031642616
19,4,True,0,19,3,3,1,uniform__adversarial-positive__143,uniform__adversarial-positive,8,21,21,11,11,337,,bounded_transverse_width,,arc,49,0.04090000000000771,0,11,cached_distance_prefix_sum,0,0,,,21,0,21,False,0,,,,,,,,,,0,21,0.00017312500858679414,4,0,0,4,4,3,324,deferred_arc05_width015,9,[],21922.046003743206,0,,0.0,,False,0,0,577.7644725454546,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",0,30.0,4,143,0.5,8,6,4,4,27,11,ordinary,22,full_coverage_and_all_discovered_cleared,296,6355.409198,40.0,constant,,0.0409476250060834
15,6,True,0,15,3,3,1,uniform__adversarial-positive__143,uniform__adversarial-positive,8,0,,11,11,333,,bounded_transverse_width,,locked,43,0.03801799999999389,,11,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,,,0,0,0.00014829100109636784,1,0,0,,5,3,320,locked_noskip_width015,,[],21409.456516576854,0,,0.0,,False,0,,566.3537543636363,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",,30.0,4,143,1.0,19,0,14,1,21,11,ordinary,22,full_coverage_and_all_discovered_cleared,293,6229.891298,40.0,constant,,0.038027166039682925
15,6,True,0,15,3,3,1,uniform__adversarial-positive__143,uniform__adversarial-positive,8,15,15,11,11,318,,bounded_transverse_width,,locked,43,0.039375999999990086,1,11,cached_distance_prefix_sum,0,0,,,15,0,14,True,0,,,,,,,,,,0,15,0.00014750001719221473,1,0,0,4,5,3,305,deferred_locked_width015,9,[],21409.456516576854,0,,0.0,,False,0,0,558.2628452727272,"[1, 2, 3, 5, 7, 8, 10, 12, 16, 18, 20]",0,30.0,4,143,1.0,19,0,14,1,21,11,ordinary,22,full_coverage_and_all_discovered_cleared,279,6140.891298,40.0,constant,,0.03940695896744728
