active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
19,8,True,0,19,1,3,2,uniform__adversarial-negative__68,uniform__adversarial-negative,14,17,15,276,fixed,10.0,0.04038599999999981,15,0,0,,,0,,37,0,,,257,wide_f05_10_22,[],24553.61601886523,0,0.0,False,,433.71488000000005,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,68,26,9,20,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,229,6505.7232,0.04042354098055512
41,6,True,0,41,5,8,3,uniform__adversarial-negative__69,uniform__adversarial-negative,10,18,15,333,,,0.06681500000000007,15,0,0,,,0,,37,0,,,313,quarter22,[],25065.093343787266,0,0.0,False,,462.0012441333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,30,8,13,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,268,6930.018662,0.06683775002602488
34,6,True,0,34,5,8,3,uniform__adversarial-negative__69,uniform__adversarial-negative,10,18,15,327,,,0.0721399999999992,15,0,0,,0,0,1,68,0,8,8,307,packet_center22,[],24059.306729278338,0,0.0,False,0,446.7240893333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,30,8,13,1,46,15,ordinary,22,full_coverage_and_all_discovered_cleared,270,6700.86134,0.0722172919777222
9,0,True,0,9,5,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,16,15,291,fixed,3.0,0.046515000000001194,15,0,0,,,0,,37,0,,,273,wide3_22,[],24048.556815358865,0,0.0,False,,433.3807574,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,20,12,50,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,248,6500.711361,0.0465565409976989
9,2,True,0,9,7,8,1,uniform__adversarial-negative__69,uniform__adversarial-negative,8,16,15,262,fixed,3.0,0.04237999999999964,15,0,0,,0,0,1,44,0,5,4,244,packet_wide3_22,[],24654.492539475876,0,0.0,False,0,429.9265671333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,23,0,13,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,220,6448.898507,0.04242691700346768
19,4,True,0,19,4,6,1,uniform__adversarial-negative__69,uniform__adversarial-negative,11,17,15,300,fixed,5.0,0.047577999999999676,15,0,0,,,0,,37,0,,,281,wide5_22,[],24614.016746896596,0,0.0,False,,444.0535564666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,21,3,14,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,252,6660.803347,0.04759608401218429
16,3,True,0,16,4,5,1,uniform__adversarial-negative__69,uniform__adversarial-negative,11,16,15,297,fixed,5.0,0.04989499999999936,15,0,0,,0,0,1,51,0,4,3,279,packet_wide5_22,[],23554.889502629667,0,0.0,False,0,429.19852653333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,21,3,14,1,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6437.977898,0.049931124958675355
17,3,True,0,17,3,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,12,18,15,301,fixed,10.0,0.04593500000000006,15,0,0,,,0,,37,0,,,281,wide10_22,[],25333.4107844841,0,0.0,False,,454.1121434666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,23,3,14,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,256,6811.682152,0.04599199997028336
16,3,True,0,16,3,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,12,18,15,301,fixed,10.0,0.04879800000000145,15,0,0,,0,0,1,50,0,3,2,281,packet_wide10_22,[],24416.252485019097,0,0.0,False,0,442.0166996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,23,3,14,1,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,258,6630.250494,0.04880408296594396
12,2,True,0,12,6,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,16,15,295,fixed,15.0,0.0423840000000002,15,0,0,,,0,,37,0,,,277,wide15_22,[],25928.244045803673,0,0.0,False,,460.0432536,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,24,0,14,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,252,6900.648804,0.042409832996781915
12,2,True,0,12,5,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,16,15,296,fixed,15.0,0.046663000000000565,15,0,0,,0,0,1,47,0,3,2,278,packet_wide15_22,[],25004.732761235748,0,0.0,False,0,448.1964365333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,24,0,14,1,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6722.946548,0.046687166031915694
10,1,True,0,10,6,10,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,19,15,310,fixed,20.0,0.04662500000000058,15,0,0,,,0,,37,0,,,289,wide20_22,[],26602.658361712587,0,0.0,False,,474.7021114666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,22,1,17,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,268,7120.531672,0.04669537500012666
5,0,True,0,5,5,5,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,15,15,313,fixed,20.0,0.04830600000000018,15,0,0,,0,0,1,42,0,2,2,296,packet_wide20_22,[],23296.666297840267,0,0.0,False,0,432.48888386666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,22,0,27,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,273,6487.333258,0.04831870802445337
11,1,True,0,11,5,7,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,17,15,330,fixed,30.0,0.0432030000000001,15,0,0,,,0,,37,0,,,311,wide30_22,[],28473.086665989293,0,0.0,False,,507.9744887333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,33,3,24,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,289,7619.617331,0.04322833399055526
11,1,True,0,11,5,8,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,18,15,334,fixed,30.0,0.04762900000000059,15,0,0,,0,0,3,47,0,3,2,314,packet_wide30_22,[],27538.45687066699,0,0.0,False,0,496.97942466666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,34,3,26,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,293,7454.69137,0.047668709012214094
8,1,True,0,8,4,4,0,uniform__adversarial-negative__69,uniform__adversarial-negative,11,15,15,329,decay,20.0,0.05044200000000032,15,0,0,,0,0,2,44,0,3,2,312,packet_decay20_22,[],24362.50816758562,0,0.0,False,0,453.033442,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,25,1,25,2,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,288,6795.50163,0.05045287503162399
12,0,True,0,12,5,9,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,19,15,330,first,30.0,0.04959599999999931,15,0,0,,0,0,2,49,0,3,3,309,packet_first30_22,[],25939.830187806183,0,0.0,False,0,473.6644022,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,29,6,25,2,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,285,7104.966033,0.049643457983620465
6,1,True,0,6,5,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,10,16,15,261,fixed,15.0,0.04178399999999982,15,0,0,,0,0,1,42,0,3,2,243,packet_f015_15_22,[],24375.435833833188,0,0.0,False,0,426.07247753333337,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,25,0,13,1,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,223,6391.087163,0.0418334580026567
3,0,True,0,3,6,6,0,uniform__adversarial-negative__69,uniform__adversarial-negative,9,15,15,283,fixed,10.0,0.04170599999999958,15,0,0,,,0,,37,0,,,266,wide_f05_10_22,[],24082.744443073763,0,0.0,False,,431.03659253333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,69,19,7,50,,,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6465.548888,0.04171270795632154
22,2,True,0,22,3,4,1,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,345,,,0.03922699999999857,10,0,0,,,0,,32,0,,,332,quarter22,[],21620.599463778413,0,0.0,False,,633.1119891000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,11,0,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6331.119891,0.03925483301281929
17,3,True,0,17,2,4,1,uniform__adversarial-negative__70,uniform__adversarial-negative,8,12,10,342,,,0.03656400000000026,10,0,0,,0,0,2,46,0,9,9,328,packet_center22,[],21013.26994473029,0,0.0,False,0,619.4653988,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,11,1,1,2,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6194.653988,0.0366217500413768
12,2,True,0,12,2,3,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,329,fixed,3.0,0.029332000000000136,10,0,0,,,0,,32,0,,,316,wide3_22,[],21973.441702916058,0,0.0,False,,631.768834,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,2,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6317.68834,0.029331291967537254
10,2,True,0,10,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,330,fixed,3.0,0.030336999999999392,10,0,0,,0,0,2,40,0,4,4,317,packet_wide3_22,[],21002.192073878305,0,0.0,False,0,613.3438413,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,2,1,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6133.438413,0.030349707987625152
10,1,True,0,10,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,327,fixed,5.0,0.028529000000000693,10,0,0,,,0,,32,0,,,314,wide5_22,[],22013.057314752037,0,0.0,False,,631.5611458000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,2,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6315.611458,0.028543790976982564
8,1,True,0,8,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,328,fixed,5.0,0.0300060000000002,10,0,0,,0,0,2,39,0,3,3,315,packet_wide5_22,[],20916.61336364163,0,0.0,False,0,610.632267,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,2,1,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6106.32267,0.030014541989658028
10,3,True,0,10,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,327,fixed,10.0,0.027766999999998987,10,0,0,,,0,,32,0,,,314,wide10_22,[],22593.67928776966,0,0.0,False,,643.1735855,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6431.735855,0.027787374972831458
8,2,True,0,8,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,328,fixed,10.0,0.028719999999999857,10,0,0,,0,0,2,38,0,3,2,315,packet_wide10_22,[],21359.572941555987,0,0.0,False,0,619.4914585,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,1,1,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6194.914585,0.02873608301160857
8,2,True,0,8,4,5,0,uniform__adversarial-negative__70,uniform__adversarial-negative,6,11,10,327,fixed,15.0,0.027264999999999873,10,0,0,,,0,,32,0,,,314,wide15_22,[],22868.0239028236,0,0.0,False,,648.9604778,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6489.604778,0.027281083981506526
8,2,True,0,8,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,330,fixed,15.0,0.02940599999999982,10,0,0,,0,0,2,38,0,3,2,317,packet_wide15_22,[],21545.904061736775,0,0.0,False,0,624.5180811,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,1,1,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6245.180811,0.02943649998633191
8,2,True,0,8,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,326,fixed,20.0,0.02743200000000101,10,0,0,,,0,,32,0,,,313,wide20_22,[],23435.071698120435,0,0.0,False,,659.6014338,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6596.014338,0.027431541995611042
6,1,True,0,6,2,3,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,327,fixed,20.0,0.031099000000001098,10,0,0,,0,0,1,37,0,2,2,314,packet_wide20_22,[],22953.858895974172,0,0.0,False,0,650.7771777,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,14,1,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6507.771777,0.031134249991737306
8,2,True,0,8,3,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,7,11,10,332,fixed,30.0,0.03258699999999948,10,0,0,,,0,,32,0,,,319,wide30_22,[],24026.010318726603,0,0.0,False,,674.8202064,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,12,0,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6748.202064,0.032617082993965596
6,1,True,0,6,2,3,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,329,fixed,30.0,0.03143700000000038,10,0,0,,0,0,2,37,0,2,2,316,packet_wide30_22,[],23598.18403063336,0,0.0,False,0,664.9636803999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,16,2,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,6649.636804,0.03145608399063349
6,1,True,0,6,2,3,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,327,decay,20.0,0.030580999999999747,10,0,0,,0,0,1,37,0,2,2,314,packet_decay20_22,[],22865.631388632315,0,0.0,False,0,649.0126276,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,4,0,14,1,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6490.126276,0.030594625044614077
8,1,True,0,8,2,4,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,12,10,332,first,30.0,0.03276799999999902,10,0,0,,0,0,2,39,0,4,4,318,packet_first30_22,[],23216.573542027065,0,0.0,False,0,658.6314708,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,6,0,16,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,6586.314708,0.032786166993901134
10,3,True,0,10,2,3,0,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,331,fixed,15.0,0.030066999999998956,10,0,0,,0,0,2,39,0,5,3,318,packet_f015_15_22,[],21991.72164684629,0,0.0,False,0,633.7344328,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,5,2,1,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,296,6337.344328,0.030067124986089766
10,4,True,0,10,2,3,1,uniform__adversarial-negative__70,uniform__adversarial-negative,8,11,10,327,fixed,10.0,0.02692500000000031,10,0,0,,,0,,32,0,,,314,wide_f05_10_22,[],22783.336258666033,0,0.0,False,,646.9667247,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,70,3,1,1,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6469.667247,0.026924416015390307
33,5,True,0,33,3,4,2,uniform__adversarial-negative__71,uniform__adversarial-negative,9,13,12,335,,,0.04302500000000009,12,0,0,,,0,,34,0,,,320,quarter22,[],24210.530837062473,0,0.0,False,,565.508847,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,15,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,281,6786.106164,0.04306808300316334
16,7,True,0,16,3,4,3,uniform__adversarial-negative__71,uniform__adversarial-negative,9,13,12,355,,,0.04433699999999874,12,0,0,,0,0,2,45,0,5,3,340,packet_center22,[],25055.928241984606,0,0.0,False,0,590.84880375,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,21,0,32,2,23,12,ordinary,22,full_coverage_and_all_discovered_cleared,316,7090.185645,0.04438529204344377
20,5,True,0,20,2,3,2,uniform__adversarial-negative__71,uniform__adversarial-negative,10,13,12,320,fixed,3.0,0.040491000000001165,12,0,0,,,0,,34,0,,,305,wide3_22,[],24288.90520537815,0,0.0,False,,560.0650865833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,275,6720.781039,0.040495374996680766
18,6,True,0,18,1,1,2,uniform__adversarial-negative__71,uniform__adversarial-negative,11,12,12,332,fixed,3.0,0.041681999999999775,12,0,0,,0,0,4,48,0,4,3,318,packet_wide3_22,[],23307.702772534376,0,0.0,False,0,550.12837925,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,6,17,4,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,290,6601.540551,0.04172291699796915
18,5,True,0,18,2,3,1,uniform__adversarial-negative__71,uniform__adversarial-negative,10,13,12,317,fixed,5.0,0.03414099999999998,12,0,0,,,0,,34,0,,,302,wide5_22,[],24092.417231395615,0,0.0,False,,555.3736204166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,273,6664.483445,0.03415958402911201
10,1,True,0,10,1,3,0,uniform__adversarial-negative__71,uniform__adversarial-negative,11,14,12,317,fixed,5.0,0.0385390000000001,12,0,0,,0,0,4,43,0,3,2,301,packet_wide5_22,[],24955.920064739028,0,0.0,False,0,570.26533425,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,13,0,8,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,281,6843.184011,0.03857633302686736
13,2,True,0,13,3,4,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,13,12,311,fixed,10.0,0.032097000000000264,12,0,0,,,0,,34,0,,,296,wide10_22,[],24540.380685661486,0,0.0,False,,560.1730114166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,11,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,271,6722.076137,0.032112125016283244
10,1,True,0,10,2,4,0,uniform__adversarial-negative__71,uniform__adversarial-negative,10,14,12,300,fixed,10.0,0.035360999999999976,12,0,0,,0,0,3,43,0,3,2,284,packet_wide10_22,[],25176.936655329308,0,0.0,False,0,565.4489441666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,11,0,8,3,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,264,6785.38733,0.03536995797185227
11,2,True,0,11,4,5,0,uniform__adversarial-negative__71,uniform__adversarial-negative,8,13,12,308,fixed,15.0,0.03020000000000067,12,0,0,,,0,,34,0,,,293,wide15_22,[],25118.285848910185,0,0.0,False,,568.4714304166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,270,6821.657165,0.03020770795410499
10,3,True,0,10,4,4,0,uniform__adversarial-negative__71,uniform__adversarial-negative,8,12,12,321,fixed,15.0,0.03529999999999944,12,0,0,,0,0,2,41,0,4,2,307,packet_wide15_22,[],24162.438292499028,0,0.0,False,0,559.2906378333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,17,2,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,284,6711.487654,0.03536220802925527
11,2,True,0,11,3,4,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,13,12,308,fixed,20.0,0.030108999999999497,12,0,0,,,0,,34,0,,,293,wide20_22,[],25892.92621204871,0,0.0,False,,581.3821035,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,270,6976.585242,0.030110082996543497
8,2,True,0,8,3,3,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,12,12,319,fixed,20.0,0.0360990000000001,12,0,0,,0,0,2,40,0,3,2,305,packet_wide20_22,[],23375.656198977467,0,0.0,False,0,545.2609364166666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,21,2,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,283,6543.131237,0.03611099999397993
11,2,True,0,11,1,2,0,uniform__adversarial-negative__71,uniform__adversarial-negative,11,13,12,308,fixed,30.0,0.030526999999999305,12,0,0,,,0,,34,0,,,293,wide30_22,[],27723.751740665233,0,0.0,False,,611.8958621666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,3,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,270,7342.750346,0.030561457970179617
10,4,True,0,10,2,3,1,uniform__adversarial-negative__71,uniform__adversarial-negative,10,13,12,331,fixed,30.0,0.03927099999999939,12,0,0,,0,0,2,41,0,4,2,316,packet_wide30_22,[],25854.435248958835,0,0.0,False,0,592.1572543333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,0,8,4,19,12,ordinary,22,full_coverage_and_all_discovered_cleared,292,7105.887052,0.03930629196111113
8,2,True,0,8,3,3,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,12,12,319,decay,20.0,0.03585200000000022,12,0,0,,0,0,2,40,0,3,2,305,packet_decay20_22,[],22996.472733914576,0,0.0,False,0,538.9412119166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,21,2,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,283,6467.294543,0.035874416993465275
7,1,True,0,7,2,2,0,uniform__adversarial-negative__71,uniform__adversarial-negative,10,12,12,318,first,30.0,0.03589900000000057,12,0,0,,0,0,2,40,0,2,2,304,packet_first30_22,[],22765.67289098069,0,0.0,False,0,534.67788125,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,10,0,21,2,18,12,ordinary,22,full_coverage_and_all_discovered_cleared,283,6416.134575,0.03590241598431021
11,1,True,0,11,3,5,0,uniform__adversarial-negative__71,uniform__adversarial-negative,9,14,12,303,fixed,15.0,0.037955999999999435,12,0,0,,0,0,3,44,0,3,3,287,packet_f015_15_22,[],25024.65958268914,0,0.0,False,0,564.2443260833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,12,0,7,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,265,6770.931913,0.03798329195706174
16,7,True,0,16,3,4,2,uniform__adversarial-negative__71,uniform__adversarial-negative,9,13,12,304,fixed,10.0,0.030282000000001474,12,0,0,,,0,,34,0,,,289,wide_f05_10_22,[],26588.249095437823,0,0.0,False,,590.6374846666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,71,11,0,13,,,12,ordinary,22,full_coverage_and_all_discovered_cleared,262,7087.649816,0.030286707973573357
12,2,True,0,12,1,2,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,11,10,317,,,0.02840799999999888,10,0,0,,,0,,32,0,,,304,quarter22,[],21737.809314095037,0,0.0,False,,619.7561858,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,0,6,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,277,6197.561858,0.02841795899439603
10,4,True,0,10,2,2,2,uniform__adversarial-spatial__67,uniform__adversarial-spatial,8,10,10,357,,,0.03090899999999941,10,0,0,,0,0,2,40,0,6,4,345,packet_center22,[],22180.574671162503,0,0.0,False,0,653.2114927,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,11,4,11,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,321,6532.114927,0.03092087496770546
11,0,True,0,11,0,0,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,10,10,300,fixed,3.0,0.029957000000001344,10,0,0,,,0,,32,0,,,288,wide3_22,[],23377.984181145035,0,0.0,False,,643.0596830000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,11,0,34,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,265,6430.59683,0.029967500013299286
13,6,True,0,13,1,3,3,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,12,10,358,fixed,3.0,0.033336000000000254,10,0,0,,0,0,2,42,0,7,4,344,packet_wide3_22,[],22243.02528884858,0,0.0,False,0,654.1605052,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,5,17,2,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,317,6541.605052,0.033359916997142136
9,0,True,0,9,0,2,0,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,12,10,315,fixed,5.0,0.031059000000000836,10,0,0,,,0,,32,0,,,301,wide5_22,[],22259.21405191276,0,0.0,False,,628.884281,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,18,0,11,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,276,6288.84281,0.031154541007708758
9,2,True,0,9,1,3,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,9,12,10,330,fixed,5.0,0.031470999999999805,10,0,0,,0,0,2,40,0,3,2,316,packet_wide5_22,[],21948.03260825331,0,0.0,False,0,632.0606518,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,13,2,41,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6320.606518,0.03148466598941013
7,2,True,0,7,0,1,1,uniform__adversarial-spatial__67,uniform__adversarial-spatial,10,11,10,289,fixed,10.0,0.025717000000000212,10,0,0,,,0,,32,0,,,276,wide10_22,[],22516.856263215825,0,0.0,False,,619.2371248000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,67,17,0,33,,,10,ordinary,22,full_coverage_and_all_discovered_cleared,256,6192.371248,0.025728459004312754
