active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
14,2,True,0,14,3,3,0,uniform__smooth__71,uniform__smooth,9,23,,12,12,286,bounded_transverse_width,,base,0,0.039870000000000516,,12,,0,0,,,,,False,0,0,23,2,45,0,,3,3,272,range_grid21_29,,,[],22496.48332424171,0,0.0,False,0,,514.35805525,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,15,0,1,2,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6172.296663,40.0,constant,0.039897041977383196
14,2,True,0,14,3,3,0,uniform__smooth__71,uniform__smooth,9,23,23,12,12,286,bounded_transverse_width,,base,0,0.042610999999999066,3,12,,0,0,,23,0,20,False,0,0,23,2,45,0,8,3,3,272,predict_grid21_29,8,,[],22496.48332424171,0,0.0,False,0,270,514.35805525,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,,,71,1.0,15,0,1,2,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6172.296663,40.0,constant,0.04264712502481416
10,0,True,0,10,3,3,0,uniform__smooth__71,uniform__smooth,9,0,,12,12,332,bounded_transverse_width,,locked,43,0.03991800000000012,,12,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,4,0,0,,3,3,318,locked_full_grid21_29,,,[],22594.133006614797,0,0.0,False,0,,538.4022165,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,17,3,13,5,22,12,ordinary,21,full_coverage_and_all_discovered_cleared,292,6460.826598,40.0,constant,0.03992050001397729
10,0,True,0,10,3,3,0,uniform__smooth__71,uniform__smooth,9,32,34,12,12,298,bounded_transverse_width,,locked,43,0.04231600000000135,1,12,cached_distance_prefix_sum,0,0,,34,0,33,True,0,0,34,4,0,0,8,3,3,284,count_locked_grid21_29,8,8,[],22594.133006614797,0,0.0,False,0,535,521.4855498333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",2,30.0,4,0,0,71,1.0,17,3,13,5,22,12,ordinary,21,full_coverage_and_all_discovered_cleared,259,6257.826598,40.0,constant,0.04234583297511563
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,,,11,10,341,bounded_transverse_width,,,,0.033088000000001117,,10,,0,0,,,,,,0,0,,3,40,0,,3,2,328,width_convex22,,,[],20665.981202830313,0,0.0,False,0,,613.0196235000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,304,6130.196235,40.0,constant,0.033115666010417044
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,29,,11,10,312,bounded_transverse_width,,base,0,0.03291800000000045,,10,,0,0,,,,,False,0,0,29,3,40,0,,3,2,299,range_convex22,,,[],20665.981202830313,0,0.0,False,0,,595.6196235,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,275,5956.196235,40.0,constant,0.032965916965622455
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,29,30,11,10,311,bounded_transverse_width,,base,0,0.03646499999999975,0,10,,0,0,,30,0,30,False,0,0,30,3,40,0,8,3,2,298,predict_convex22,10,,[],20665.981202830313,0,0.0,False,0,370,595.0196235000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,,,67,1.0,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,274,5950.196235,40.0,constant,0.03649354202207178
9,1,True,0,9,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,0,,11,10,355,bounded_transverse_width,,locked,40,0.029780000000000584,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,4,0,0,,4,3,342,locked_full_convex22,,,[],21980.640637490556,0,0.0,False,0,,647.7128124,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,8,2,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,318,6477.128124,40.0,constant,0.029798374976962805
9,1,True,0,9,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,33,34,11,10,321,bounded_transverse_width,,locked,40,0.03227599999999953,4,10,cached_distance_prefix_sum,0,0,,34,0,30,True,0,0,34,4,0,0,8,4,3,308,count_locked_convex22,10,10,[],21980.640637490556,0,0.0,False,0,369,627.8128124,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,8,2,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,289,6278.128124,40.0,constant,0.03228733403375372
9,2,True,0,9,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,,,10,10,324,bounded_transverse_width,,,,0.031954999999999956,,10,,0,0,,,,,,0,0,,1,38,0,,5,3,312,width_closed21_3,,,[],20776.01186984273,0,0.0,False,0,,605.2202373,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,14,3,0,1,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,287,6052.202373,40.0,constant,0.03200895898044109
9,2,True,0,9,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,28,,10,10,296,bounded_transverse_width,,base,0,0.03153899999999865,,10,,0,0,,,,,False,0,0,28,1,38,0,,5,3,284,range_closed21_3,,,[],20776.01186984273,0,0.0,False,0,,588.4202373,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,14,3,0,1,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,259,5884.202373,40.0,constant,0.03160854196175933
9,2,True,0,9,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,28,28,10,10,296,bounded_transverse_width,,base,0,0.03415299999999988,3,10,,0,0,,28,0,25,False,0,0,28,1,38,0,8,5,3,284,predict_closed21_3,10,,[],20776.01186984273,0,0.0,False,0,349,588.8202373,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,14,3,0,1,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,263,5888.202373,40.0,constant,0.03417933301534504
3,0,True,0,3,5,6,0,uniform__adversarial-positive__67,uniform__adversarial-positive,5,0,,11,10,328,bounded_transverse_width,,locked,34,0.033955999999999875,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,2,0,0,,1,1,315,locked_full_closed21_3,,,[],22183.677917459987,0,0.0,False,0,,635.9735582999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,11,1,10,2,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,295,6359.735583,40.0,constant,0.03397558396682143
3,0,True,0,3,5,6,0,uniform__adversarial-positive__67,uniform__adversarial-positive,5,29,30,11,10,298,bounded_transverse_width,,locked,34,0.03223200000000048,5,10,cached_distance_prefix_sum,0,0,,30,0,25,True,0,0,30,2,0,0,8,1,1,285,count_locked_closed21_3,10,10,[],22183.677917459987,0,0.0,False,0,422,618.5735583,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,11,1,10,2,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,271,6185.735583,40.0,constant,0.032261667016427964
8,2,True,0,8,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,,,10,10,323,bounded_transverse_width,,,,0.03139699999999834,,10,,0,0,,,,,,0,0,,0,37,0,,5,3,311,width_grid21_7,,,[],20516.519067917245,0,0.0,False,0,,599.4303813,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,14,3,0,0,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,286,5994.303813,40.0,constant,0.03143554099369794
8,2,True,0,8,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,28,,10,10,295,bounded_transverse_width,,base,0,0.03075899999999976,,10,,0,0,,,,,False,0,0,28,0,37,0,,5,3,283,range_grid21_7,,,[],20516.519067917245,0,0.0,False,0,,582.6303813000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,14,3,0,0,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,258,5826.303813,40.0,constant,0.0307625419809483
8,2,True,0,8,1,1,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,28,28,10,10,295,bounded_transverse_width,,base,0,0.03349399999999925,3,10,,0,0,,28,0,25,False,0,0,28,0,37,0,8,5,3,283,predict_grid21_7,10,,[],20516.519067917245,0,0.0,False,0,349,583.0303813,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,14,3,0,0,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,262,5830.303813,40.0,constant,0.03352358302799985
3,0,True,0,3,5,6,0,uniform__adversarial-positive__67,uniform__adversarial-positive,5,0,,11,10,328,bounded_transverse_width,,locked,34,0.029721999999999582,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,2,0,0,,1,1,315,locked_full_grid21_7,,,[],22192.617709077153,0,0.0,False,0,,636.1523540000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,11,1,10,2,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,295,6361.52354,40.0,constant,0.029743249993771315
3,0,True,0,3,5,6,0,uniform__adversarial-positive__67,uniform__adversarial-positive,5,29,30,11,10,298,bounded_transverse_width,,locked,34,0.03241399999999928,5,10,cached_distance_prefix_sum,0,0,,30,0,25,True,0,0,30,2,0,0,8,1,1,285,count_locked_grid21_7,10,10,[],22192.617709077153,0,0.0,False,0,422,618.752354,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,11,1,10,2,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,271,6187.52354,40.0,constant,0.03243729198584333
9,1,True,0,9,3,4,0,uniform__adversarial-positive__67,uniform__adversarial-positive,7,,,11,10,343,bounded_transverse_width,,,,0.029074000000001377,,10,,0,0,,,,,,0,0,,0,39,0,,3,3,330,width_grid21_29,,,[],21836.67666916602,0,0.0,False,0,,637.7335332,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,,8,0,0,0,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,307,6377.335332,40.0,constant,0.02909370796987787
9,1,True,0,9,3,4,0,uniform__adversarial-positive__67,uniform__adversarial-positive,7,27,,11,10,316,bounded_transverse_width,,base,0,0.028907000000000238,,10,,0,0,,,,,False,0,0,27,0,39,0,,3,3,303,range_grid21_29,,,[],21836.67666916602,0,0.0,False,0,,621.5335332,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,8,0,0,0,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,280,6215.335332,40.0,constant,0.02890662499703467
9,1,True,0,9,3,4,0,uniform__adversarial-positive__67,uniform__adversarial-positive,7,27,27,11,10,316,bounded_transverse_width,,base,0,0.031519000000001185,0,10,,0,0,,27,0,27,False,0,0,27,0,39,0,8,3,3,303,predict_grid21_29,10,,[],21836.67666916602,0,0.0,False,0,333,621.5335332,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,8,0,0,0,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,280,6215.335332,40.0,constant,0.03151954198256135
3,0,True,0,3,4,4,0,uniform__adversarial-positive__67,uniform__adversarial-positive,6,0,,10,10,327,bounded_transverse_width,,locked,34,0.032087999999999894,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,2,2,315,locked_full_grid21_29,,,[],20851.528886497905,0,0.0,False,0,,608.9305776,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,12,0,5,1,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,294,6089.305776,40.0,constant,0.03211320796981454
3,0,True,0,3,4,4,0,uniform__adversarial-positive__67,uniform__adversarial-positive,6,38,39,10,10,288,bounded_transverse_width,,locked,34,0.03424000000000049,2,10,cached_distance_prefix_sum,0,0,,39,0,37,True,0,0,39,1,0,0,8,2,2,276,count_locked_grid21_29,10,10,[],20851.528886497905,0,0.0,False,0,327,585.7305776000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,12,0,5,1,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,257,5857.305776,40.0,constant,0.0342657919973135
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,,,16,15,294,bounded_transverse_width,,,,0.051110999999998796,,15,,0,0,,,,,,0,0,,4,55,0,,4,3,276,width_convex22,,,[],25805.126944567583,0,0.0,False,0,,458.0016924,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6870.025386,40.0,constant,0.05112325004301965
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,27,,16,15,267,bounded_transverse_width,,base,0,0.0503410000000013,,15,,0,0,,,,,False,0,0,27,4,55,0,,4,3,249,range_convex22,,,[],25805.126944567583,0,0.0,False,0,,447.2016924,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6708.025386,40.0,constant,0.05036904098233208
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,27,29,16,15,265,bounded_transverse_width,,base,0,0.05262699999999931,1,15,,0,0,,29,0,28,False,0,0,29,4,55,0,8,4,3,247,predict_convex22,5,,[],25805.126944567583,0,0.0,False,0,517,446.5350257333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,,,68,1.0,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6698.025386,40.0,constant,0.05270025000208989
15,4,True,0,15,4,8,1,uniform__adversarial-positive__68,uniform__adversarial-positive,11,0,,19,15,286,bounded_transverse_width,,locked,49,0.05032600000000009,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,4,3,265,locked_full_convex22,,,[],22675.005593118352,0,0.0,False,0,,412.466741,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,38,13,8,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,240,6187.001115,40.0,constant,0.05034345801686868
15,4,True,0,15,4,8,1,uniform__adversarial-positive__68,uniform__adversarial-positive,11,23,24,19,15,262,bounded_transverse_width,,locked,49,0.051787000000000916,2,15,cached_distance_prefix_sum,0,0,,24,0,22,True,0,0,24,3,0,0,8,4,3,241,count_locked_convex22,5,5,[],22675.005593118352,0,0.0,False,0,380,403.066741,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,38,13,8,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,219,6046.001115,40.0,constant,0.051814583013765514
14,1,True,0,14,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,,,16,15,299,bounded_transverse_width,,,,0.04688100000000084,,15,,0,0,,,,,,0,0,,1,49,0,,3,3,281,width_closed21_3,,,[],24451.308039735122,0,0.0,False,0,,442.01744053333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,17,7,6,1,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,257,6630.261608,40.0,constant,0.046960000006947666
14,1,True,0,14,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,33,,16,15,266,bounded_transverse_width,,base,0,0.04542299999999955,,15,,0,0,,,,,False,0,0,33,1,49,0,,3,3,248,range_closed21_3,,,[],24451.308039735122,0,0.0,False,0,,428.8174405333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,17,7,6,1,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,224,6432.261608,40.0,constant,0.04544866702053696
14,1,True,0,14,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,33,33,16,15,266,bounded_transverse_width,,base,0,0.04743599999999937,2,15,,0,0,,33,0,31,False,0,0,33,1,49,0,8,3,3,248,predict_closed21_3,5,,[],24451.308039735122,0,0.0,False,0,450,428.9507738666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,17,7,6,1,28,15,ordinary,21,full_coverage_and_all_discovered_cleared,226,6434.261608,40.0,constant,0.04746437503490597
9,1,True,0,9,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,0,,16,15,292,bounded_transverse_width,,locked,44,0.04471700000000034,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,3,3,274,locked_full_closed21_3,,,[],22385.31428281387,0,0.0,False,0,,411.73752386666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,19,5,5,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,251,6176.062858,40.0,constant,0.04476095800055191
9,1,True,0,9,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,39,39,16,15,253,bounded_transverse_width,,locked,44,0.04594400000000043,4,15,cached_distance_prefix_sum,0,0,,39,0,35,True,0,0,39,1,0,0,8,3,3,235,count_locked_closed21_3,5,5,[],22385.31428281387,0,0.0,False,0,514,396.5375238666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,0,0,68,1.0,19,5,5,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,218,5948.062858,40.0,constant,0.045948749990202487
8,0,True,0,8,5,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,10,,,15,15,313,bounded_transverse_width,,,,0.045366999999998825,,15,,0,0,,,,,,0,0,,1,44,0,,3,3,296,width_grid21_7,,,[],24269.32391569449,0,0.0,False,0,,445.4576522,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,21,4,23,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,273,6681.864783,40.0,constant,0.04539641703013331
8,0,True,0,8,5,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,10,36,,15,15,277,bounded_transverse_width,,base,0,0.044596999999999554,,15,,0,0,,,,,False,0,0,36,1,44,0,,3,3,260,range_grid21_7,,,[],24269.32391569449,0,0.0,False,0,,431.0576522,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,21,4,23,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,237,6465.864783,40.0,constant,0.04464595898753032
8,0,True,0,8,5,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,10,36,37,15,15,276,bounded_transverse_width,,base,0,0.04760299999999873,1,15,,0,0,,37,0,36,False,0,0,37,1,44,0,8,3,3,259,predict_grid21_7,5,,[],24269.32391569449,0,0.0,False,0,578,430.7243188666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,,,68,1.0,21,4,23,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,237,6460.864783,40.0,constant,0.0476119170198217
9,1,True,0,9,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,0,,16,15,292,bounded_transverse_width,,locked,44,0.04408600000000007,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,3,3,274,locked_full_grid21_7,,,[],22365.32876006209,0,0.0,False,0,,411.47105013333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,19,5,5,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,251,6172.065752,40.0,constant,0.04411354195326567
9,1,True,0,9,3,4,0,uniform__adversarial-positive__68,uniform__adversarial-positive,12,39,39,16,15,253,bounded_transverse_width,,locked,44,0.045988999999998725,4,15,cached_distance_prefix_sum,0,0,,39,0,35,True,0,0,39,1,0,0,8,3,3,235,count_locked_grid21_7,5,5,[],22365.32876006209,0,0.0,False,0,514,396.27105013333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,0,0,68,1.0,19,5,5,1,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,218,5944.065752,40.0,constant,0.04601774999173358
10,1,True,0,10,4,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,11,,,16,15,290,bounded_transverse_width,,,,0.04273300000000013,,15,,0,0,,,,,,0,0,,1,45,0,,3,3,272,width_grid21_29,,,[],21508.0888200133,0,0.0,False,0,,399.4411840666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,,17,7,5,1,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,252,5991.617761,40.0,constant,0.0427684590104036
10,1,True,0,10,4,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,11,27,,16,15,263,bounded_transverse_width,,base,0,0.04230000000000089,,15,,0,0,,,,,False,0,0,27,1,45,0,,3,3,245,range_grid21_29,,,[],21508.0888200133,0,0.0,False,0,,388.7078507333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,17,7,5,1,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,226,5830.617761,40.0,constant,0.04232124995905906
10,1,True,0,10,4,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,11,27,27,16,15,263,bounded_transverse_width,,base,0,0.04419299999999993,3,15,,0,0,,27,0,24,False,0,0,27,1,45,0,8,3,3,245,predict_grid21_29,5,,[],21508.0888200133,0,0.0,False,0,649,388.8411840666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,17,7,5,1,24,15,ordinary,21,full_coverage_and_all_discovered_cleared,228,5832.617761,40.0,constant,0.044204625010024756
8,0,True,0,8,4,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,11,0,,16,15,299,bounded_transverse_width,,locked,44,0.0486140000000006,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,3,0,0,,3,3,281,locked_full_grid21_29,,,[],21537.755038550087,0,0.0,False,0,,403.5034004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,29,5,0,3,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,262,6052.551007,40.0,constant,0.048638999985996634
8,0,True,0,8,4,5,0,uniform__adversarial-positive__68,uniform__adversarial-positive,11,36,39,16,15,260,bounded_transverse_width,,locked,44,0.050537000000000276,5,15,cached_distance_prefix_sum,0,0,,39,0,34,True,0,0,39,3,0,0,8,3,3,242,count_locked_grid21_29,5,5,[],21537.755038550087,0,0.0,False,0,530,388.2367338,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",3,30.0,4,0,0,68,1.0,29,5,0,3,23,15,ordinary,21,full_coverage_and_all_discovered_cleared,228,5823.551007,40.0,constant,0.050564249977469444
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,,,18,15,308,bounded_transverse_width,,,,0.04910500000000084,,15,,0,0,,,,,,0,0,,2,47,0,,3,2,288,width_convex22,,,[],21891.848318524124,0,0.0,False,0,,411.2913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,267,6169.369662,40.0,constant,0.04912054201122373
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,30,,18,15,278,bounded_transverse_width,,base,0,0.04857299999999931,,15,,0,0,,,,,False,0,0,30,2,47,0,,3,2,258,range_convex22,,,[],21891.848318524124,0,0.0,False,0,,399.2913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,5989.369662,40.0,constant,0.048623083042912185
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,30,36,18,15,272,bounded_transverse_width,,base,0,0.05115900000000018,0,15,,0,0,,36,0,36,False,0,0,36,2,47,0,8,3,2,252,predict_convex22,5,,[],21891.848318524124,0,0.0,False,0,638,396.8913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",6,30.0,4,,,69,1.0,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,231,5953.369662,40.0,constant,0.051176207954995334
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,0,,17,15,275,bounded_transverse_width,,locked,44,0.0488780000000002,,15,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,3,2,256,locked_full_convex22,,,[],22546.30662354293,0,0.0,False,0,,406.6174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,229,6099.261323,40.0,constant,0.04892108298372477
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,33,33,17,15,242,bounded_transverse_width,,locked,44,0.04968799999999973,0,15,cached_distance_prefix_sum,0,0,,33,0,33,True,0,0,33,1,0,0,8,3,2,223,count_locked_convex22,5,5,[],22546.30662354293,0,0.0,False,0,291,393.4174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,0,0,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,196,5901.261323,40.0,constant,0.04971558303805068
